,feature,Light Gradient Boosting Machine,Gradient Boosting Classifier,Logistic Regression,mean_imp
145,146,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
146,147,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
147,148,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
148,149,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
149,150,0.0,0.0,0.0,0.0
150,151,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
151,152,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
152,153,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
153,154,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
154,155,0.0,0.0,0.0,0.0
155,156,0.15760869565217392,0.31857608396825854,0.24848693470953562,0.2415572381099894
156,157,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
157,158,0.23478260869565218,0.346006975693404,0.456906375569773,0.34589865331960973
158,159,0.225,0.3865215586966419,0.4389235155610504,0.35014835808589745
159,160,0.30543478260869567,0.40070436012186933,0.4009018882597298,0.3690136769967649
160,161,0.2902173913043478,0.3869739819703002,0.4464403732009747,0.3745439154918742
161,162,0.1793478260869565,0.3465151917660335,0.39742415442480844,0.30776239075926615
162,163,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
163,164,0.27608695652173915,0.6864200957602172,0.6446909156678509,0.535732655983269
164,165,0.27717391304347827,0.34045572220827375,0.5682276435836683,0.39528575961180684
165,166,0.3641304347826087,0.6516078718104156,0.5731743267121859,0.52963754443507
166,167,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
167,168,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
168,169,0.15434782608695652,0.3445142225646335,0.3692928338952879,0.2893849608489593
169,170,0.4934782608695652,0.291365133362404,0.8770890250015657,0.553977473077845
170,171,0.2619565217391304,0.6593282335123494,0.5172668452806948,0.4795172001773915
171,172,0.2717391304347826,0.4069310712462909,0.6586002101670418,0.4457568039493718
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.3010869565217391,0.6368449164150393,0.5218013390980976,0.4865777373449586
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.38913043478260867,0.3525402588520468,0.4837006649202594,0.40845711951830505
183,184,0.0782608695652174,0.06432759923529617,0.3155200322929306,0.1527028336978147
184,185,0.33152173913043476,0.6429762005870956,0.7790304942343926,0.5845094779839743
185,186,0.35,0.36792259618165557,0.6749916649530059,0.46430475371155383
186,187,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
187,188,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
188,189,0.04891304347826087,0.04951478531924636,0.22702813552582712,0.10848532144111145
189,190,0.3673913043478261,0.15024962969294425,0.4622118781126307,0.3266176040511337
190,191,0.17173913043478262,0.042173519196083135,0.2695674384910999,0.16116002937398854
191,192,0.0,0.0,0.0,0.0
192,193,0.28804347826086957,0.04935248784893531,0.4964934255708923,0.2779631305602324
193,194,0.27608695652173915,0.2636180940624411,0.5047696033046235,0.34815821796293456
194,195,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
195,196,0.0,0.0,0.0,0.0
196,197,0.22608695652173913,0.3868136775587584,0.526553397833808,0.3798180106381019
197,198,0.2391304347826087,0.3024933098717302,0.4418517699311164,0.32782517152848506
198,199,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
199,200,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
200,201,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
201,202,0.7456521739130435,0.4689215121518151,0.6700331690187226,0.6282022850278604
202,203,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
203,204,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
204,205,0.41847826086956524,0.4020767401414015,0.6951086248045564,0.5052212086051744
205,206,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
206,207,0.0,0.0,0.0,0.0
207,208,0.4315217391304348,0.5405723291713389,0.9434400476876441,0.6385113719964726
208,209,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
209,210,0.2608695652173913,0.36619743149754186,0.47257419119126276,0.36654706263539866
210,211,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
211,212,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
212,213,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
213,214,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
214,215,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
215,216,0.15217391304347827,0.36914261980978086,0.3789215054217597,0.3000793460916729
216,217,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
217,218,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
218,219,0.20108695652173914,0.3580432127677545,0.3900685201797136,0.31639956315640244
219,220,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
220,221,0.0,0.0,0.0,0.0
221,222,0.06521739130434782,0.19934998506929616,0.1462701025447592,0.1369458263061344
222,223,0.1673913043478261,0.037305067733938956,0.3335471117034299,0.17941449459506498
223,224,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
224,225,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
225,226,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
226,227,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
227,228,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
228,229,0.16956521739130434,0.26043336318122917,0.41131628643669244,0.28043828900307527
229,230,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
230,231,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
231,232,0.075,0.05686132358782028,0.25812551551147184,0.12999561303309737
232,233,0.1565217391304348,0.2600723545796023,0.4259541061227015,0.28084939994424624
233,234,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.44782608695652176,0.44839039994674035,0.6529875131830826,0.5164013333621149
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.28695652173913044,0.7114282747622261,0.6607029892875953,0.5530292619296506
242,243,0.20434782608695654,0.3727729171784459,0.48004268387867716,0.3523878090480265
243,244,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
244,245,0.0,0.0,0.0,0.0
245,246,0.29347826086956524,0.6464696399764215,0.5157366050678467,0.4852281686379445
246,247,0.27608695652173915,0.3378512941017757,0.4088987219626136,0.34094565752870953
247,248,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
248,249,0.20543478260869566,0.22997389451786895,0.39868165054214005,0.27803010922290156
249,250,0.2684782608695652,0.05200240194406061,0.44366635579088004,0.2547156728681686
250,251,0.17391304347826086,0.33442907479491985,0.4371134868130915,0.3151518683620907
251,252,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
252,253,0.0,0.0,0.0,0.0
253,254,0.5543478260869565,0.12470159828846332,0.5462928521446699,0.4084474255066966
254,255,0.26956521739130435,0.6845713099048905,0.5635629677316715,0.5058998316759554
255,256,0.2554347826086957,0.42823877755616213,0.3333788687187881,0.33901747629454865
256,257,0.4826086956521739,0.38130617646542125,0.7915973403772258,0.5518374041649403
257,258,0.3652173913043478,0.3785444455709688,0.587670647826866,0.4438108282340609
258,259,0.26956521739130435,0.6845713099048905,0.5635629677316715,0.5058998316759554
259,260,0.1956521739130435,0.0833521361537483,0.27854145748739473,0.18584858918472882
260,261,0.24891304347826088,0.3349341375959844,0.6107511001771422,0.39819942708379585
261,262,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
262,263,0.0,0.0,0.0,0.0
263,264,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
264,265,0.2076086956521739,0.3271366333095356,0.4404846494541262,0.3250766594719452
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
269,270,0.0,0.0,0.0,0.0
270,271,0.04021739130434782,0.0031473938731489803,0.06384547239962389,0.0357367525257069
271,272,0.09456521739130434,0.0454108206919464,0.24245676797753288,0.1274776020202612
272,273,0.0,0.0,0.0,0.0
273,274,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
274,275,0.0,0.0,0.0,0.0
275,276,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
276,277,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
277,278,0.06521739130434782,0.035648835101234164,0.16981149872906023,0.09022590837821408
278,279,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
279,280,0.0,0.0,0.0,0.0
280,281,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
281,282,0.2,0.5416356400217414,0.42805158641059493,0.3898957421441121
282,283,0.0,0.0,0.0,0.0
283,284,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
284,285,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
285,286,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.3869565217391304,1.0,0.7482044300415831,0.7117203172602379
289,290,0.2673913043478261,0.9131410020620999,0.5497679367980491,0.5767667477359918
290,291,0.22282608695652173,0.3981857772302512,0.6027308547124467,0.4079142396330733
291,292,0.2847826086956522,0.6426001668527604,0.488129702296602,0.4718374926150049
292,293,0.15217391304347827,0.36914261980978086,0.3789215054217597,0.3000793460916729
293,294,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
294,295,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
295,296,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
296,297,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
297,298,0.23152173913043478,0.4716237192618654,0.41829062113378984,0.37381202650869666
298,299,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
299,300,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
300,301,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
301,302,0.30869565217391304,0.06677120514190658,0.377385164196753,0.25095067383752423
302,303,0.20108695652173914,0.38052932511204884,0.5259091604332176,0.36917514735566853
303,304,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
304,305,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
305,306,0.5510869565217391,0.32353299284556436,0.7314534000921626,0.5353577831531554
306,307,0.28043478260869564,0.030405651486188796,0.45502707648390567,0.25528917019293
307,308,0.0,0.0,0.0,0.0
308,309,0.10543478260869565,0.05619586865130848,0.28228754690173846,0.14797273272058087
309,310,0.28369565217391307,0.33204530615463845,0.5536779675975902,0.3898063086420473
310,311,0.3282608695652174,0.6777468885563955,0.6279084200898838,0.5446387260704989
311,312,0.15760869565217392,0.03540466360889401,0.266831734583958,0.15328169794834198
312,313,0.225,0.365728401642233,0.5626915326428319,0.38447331142835495
313,314,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
314,315,0.15217391304347827,0.36914261980978086,0.3789215054217597,0.3000793460916729
315,316,0.0,0.0,0.0,0.0
316,317,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
317,318,0.27391304347826084,0.39594158452498673,0.5585738130164529,0.4094761470065668
318,319,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
319,320,0.20434782608695654,0.34965510334970695,0.352547624645921,0.30218351802752813
320,321,0.26413043478260867,0.1363630023245639,0.619723571722461,0.34007233627654454
321,322,0.0967391304347826,0.042821806043989635,0.2229074676131639,0.12082280136397872
322,323,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
323,324,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
324,325,0.1565217391304348,0.31595347507870614,0.2883165515355522,0.25359725524823107
325,326,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
326,327,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
327,328,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
328,329,0.06521739130434782,0.19934998506929616,0.1462701025447592,0.1369458263061344
329,330,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
330,331,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
331,332,0.008695652173913044,0.0009121050859931696,0.09155492619172223,0.03372089448387615
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
347,348,0.08260869565217391,0.22620694992663182,0.2434101241006832,0.18407525655982962
348,349,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
349,350,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
350,351,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
351,352,0.08260869565217391,0.22620694992663182,0.2434101241006832,0.18407525655982962
352,353,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
353,354,0.0,0.0,0.0,0.0
354,355,0.14130434782608695,0.00086520139745957,0.27457321477375407,0.13891425466576687
355,356,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
356,357,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
357,358,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
358,359,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
359,360,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
360,361,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
361,362,1.0,0.3754515581492843,0.561021004042001,0.6454908540637617
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.19891304347826086,0.37087908704465966,0.5389975272305741,0.3695965525844982
365,366,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
366,367,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
367,368,0.3934782608695652,0.727212758470102,0.7886756197427818,0.6364555463608164
368,369,0.15217391304347827,0.36914261980978086,0.3789215054217597,0.3000793460916729
369,370,0.19021739130434784,0.13599684142483984,0.40244276102159826,0.2428856645835953
370,371,0.15217391304347827,0.36914261980978086,0.3789215054217597,0.3000793460916729
371,372,0.4108695652173913,0.42302447534949533,0.6264873544938164,0.48679379835356773
372,373,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
373,374,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
374,375,0.32065217391304346,0.49116276425584515,0.5993546458186241,0.4703898613291709
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.09565217391304348,0.07188392447218071,0.314260734082216,0.1605989441558134
378,379,0.30978260869565216,0.3994623940786462,0.670718872291625,0.45998795835530776
379,380,0.3826086956521739,0.7587414538327473,0.7076992845665515,0.6163498113504909
380,381,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
381,382,0.266304347826087,0.5798793101813451,0.6721792629779768,0.506120973661803
382,383,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
383,384,0.26956521739130435,0.6845713099048905,0.5635629677316715,0.5058998316759554
384,385,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
385,386,0.3532608695652174,0.7255775886335187,0.6888479921569176,0.5892288167852179
386,387,0.0,0.0,0.0,0.0
387,388,0.28695652173913044,0.7114282747622261,0.6607029892875953,0.5530292619296506
388,389,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
389,390,0.3695652173913043,0.6326470404460944,0.4686640099012265,0.4902920892462084
390,391,0.3565217391304348,0.6144825633335204,0.8455962550159215,0.6055335191599589
391,392,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
392,393,0.16956521739130434,0.39599958466711654,0.47606152697768367,0.3472087763453682
393,394,0.23478260869565218,0.6308573801902192,0.3692829246198235,0.4116409711685649
394,395,0.325,0.47041564799000085,0.7070865224768804,0.5008340568222938
395,396,0.27391304347826084,0.6579354747203721,0.6085065508844039,0.5134516896943456
396,397,0.25217391304347825,0.6577143450475548,0.4664229461757474,0.45877040142226017
397,398,0.10326086956521739,0.10746667492955682,0.4338273803778627,0.21485164162421233
398,399,0.2076086956521739,0.0652251890081219,0.3761710952864002,0.2163349933155653
399,400,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
400,401,0.4260869565217391,0.4766881357706951,0.5022526622142234,0.4683425848355525
401,402,0.05217391304347826,0.08057089457200695,0.2914200646677719,0.14138829076108572
402,403,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
403,404,0.11739130434782609,0.3154286900951096,0.18464146230991174,0.20582048558428245
404,405,0.0,0.0,0.0,0.0
405,406,0.1782608695652174,0.02595649306755524,0.29742618722490394,0.1672145166192255
406,407,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
407,408,0.2956521739130435,0.3645961146060921,0.46622623999089585,0.3754915095033438
408,409,0.3804347826086957,0.04337129488359005,0.3870199407211995,0.27027533940449505
409,410,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
410,411,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
411,412,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
412,413,0.2076086956521739,0.10200727668463977,0.506952764948848,0.27218957909522057
413,414,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
414,415,0.0,0.0,0.0,0.0
415,416,0.34782608695652173,0.7605016134034102,0.6887837806014946,0.5990371603204755
416,417,0.24021739130434783,0.494160238281999,0.613771465907643,0.44938303183132994
417,418,0.13152173913043477,0.06385562651193269,0.2982962528076922,0.16455787281668655
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
421,422,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
422,423,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
423,424,0.017391304347826087,0.026856964857335647,0.09714002155592398,0.04712943025369524
424,425,0.0,0.0,0.0,0.0
425,426,0.2,0.24064973956799357,0.5085885265956012,0.3164127553878649
426,427,0.034782608695652174,0.053713929714671295,0.19428004311184796,0.09425886050739048
427,428,0.13478260869565217,0.34228565495244523,0.28178148386583574,0.2529499158379777
