,feature,Light Gradient Boosting Machine,Extreme Gradient Boosting,Logistic Regression,mean_imp
149,150,0.0,0.0,0.0,0.0
150,151,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
151,152,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
152,153,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
153,154,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
154,155,0.0,0.0,0.0,0.0
155,156,0.21151271753681392,0.19949687,0.24537750909007489,0.2187956972998036
156,157,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
157,158,0.40562248995983935,0.25914398,0.4324586807157198,0.36574171634429137
158,159,0.2583668005354752,0.28014213,0.4361553133025213,0.32488808076851877
159,160,0.44712182061579653,0.22865215,0.4800519713544155,0.3852753138030234
160,161,0.34002677376171353,0.22177032,0.43492827779058,0.3322417893048915
161,162,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
162,163,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
163,164,0.3708165997322624,0.6034134,0.640288304874607,0.5381727692136932
164,165,0.3989290495314592,0.4927854,0.6856230020773457,0.5257791486001823
165,166,0.46720214190093706,0.4088998,0.5210227048490269,0.46570822021347374
166,167,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
167,168,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
168,169,0.2101740294511379,0.29374087,0.3695583025837301,0.2911577335344295
169,170,0.6746987951807228,0.29081643,0.9440327395944689,0.6365159870174507
170,171,0.3534136546184739,0.43266985,0.5651993996007348,0.45042763414095593
171,172,0.2931726907630522,0.210392,0.69633213666657,0.39996560857354596
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.36947791164658633,0.42120707,0.49657055008541456,0.4290851773608826
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.4404283801874163,0.24084711,0.46820114175084504,0.38315887756218414
183,184,0.18340026773761714,0.087768435,0.35580491407526244,0.20899120576369667
184,185,0.4190093708165997,0.41070184,0.6792261108568863,0.5029791075964792
185,186,0.4926372155287818,0.2865501,0.7877698827014301,0.5223190676160948
186,187,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
187,188,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
188,189,0.04685408299866131,0.16551457,0.21407201384501706,0.14214689009951176
189,190,0.37215528781793844,0.07946828,0.38979518806913904,0.280472918654686
190,191,0.18340026773761714,0.04343973,0.2464482963789266,0.15776276503946587
191,192,0.0,0.0,0.0,0.0
192,193,0.3293172690763052,0.061406583,0.5214827942023081,0.3040688819575104
193,194,0.3989290495314592,0.0848604,0.43848447093966825,0.30742463994551755
194,195,0.36412315930388217,0.4438205,0.5815926742181732,0.46317877995212003
195,196,0.0,0.0,0.0,0.0
196,197,0.3293172690763052,0.2920758,0.5520784426953189,0.39115717486274804
197,198,0.2797858099062918,0.8390804,0.49414833307217454,0.5376715120976093
198,199,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
199,200,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
200,201,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
201,202,1.0,0.3138014,0.6780481111467885,0.6639498396536049
202,203,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
203,204,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
204,205,0.5448460508701473,0.3858107,0.6274483564949103,0.5193683701347424
205,206,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
206,207,0.0,0.0,0.0,0.0
207,208,0.6720214190093708,0.35340315,1.0,0.6751415233482265
208,209,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
209,210,0.2757697456492637,0.283203,0.44739818711638674,0.33545697951878695
210,211,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
211,212,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
212,213,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
213,214,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
214,215,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
215,216,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
216,217,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
217,218,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
218,219,0.2637215528781794,0.27771804,0.4005305941848071,0.31399006147661784
219,220,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
220,221,0.0,0.0,0.0,0.0
221,222,0.028112449799196786,0.006160589,0.07514727906735678,0.036473439267190384
222,223,0.2463186077643909,0.07736436,0.3382267863269587,0.22063658562254304
223,224,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
224,225,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
225,226,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
226,227,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
227,228,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
228,229,0.21151271753681392,0.2413075,0.3537582394100429,0.268859484657131
229,230,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
230,231,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
231,232,0.10441767068273092,0.07722184,0.25959343784044236,0.14707764971440473
232,233,0.20615796519410978,0.52004445,0.4037450044283362,0.37664913853798737
233,234,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.536813922356091,0.43276435,0.6538434125736219,0.5411405620992211
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.392235609103079,0.50791776,0.6548308837163903,0.5183280848740476
242,243,0.2570281124497992,0.3085243,0.4954670917892977,0.35367317160931117
243,244,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
244,245,0.0,0.0,0.0,0.0
245,246,0.37215528781793844,0.4301063,0.471941174680835,0.42473425817842925
246,247,0.28647925033467203,0.2515353,0.3747275656804945,0.30424737081843034
247,248,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
248,249,0.24497991967871485,0.11153329,0.3565898899059062,0.2377010337408395
249,250,0.3360107095046854,0.19352047,0.5299810041182648,0.3531707283588723
250,251,0.2182061579651941,0.32344848,0.40157727742560206,0.31441063818878795
251,252,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
252,253,0.0,0.0,0.0,0.0
253,254,0.5595716198125836,0.10752423,0.3941119242751479,0.3537359250546574
254,255,0.38420348058902276,0.5066533,0.6744239740951422,0.5217602545175244
255,256,0.3078982597054886,0.544923,0.3376691832653353,0.3968301501530249
256,257,0.6117804551539491,0.31138963,0.6787389823781149,0.5339696875348477
257,258,0.4457831325301205,0.22943416,0.5475792738853942,0.4075988562646086
258,259,0.3668005354752343,0.4702938,0.5572219206853724,0.4647720820875372
259,260,0.28112449799196787,0.17305402,0.3568637336100841,0.2703474187263976
260,261,0.392235609103079,0.21861897,0.4176347169537861,0.34282976671549587
261,262,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
262,263,0.0,0.0,0.0,0.0
263,264,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
264,265,0.25167336010709507,0.3266958,0.3969384951287754,0.3251025516878154
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
269,270,0.03480589022757698,0.1186687,0.08613881180531308,0.0798711332691001
270,271,0.0535475234270415,0.0019739137,0.06437551177840659,0.03996564965170934
271,272,0.18072289156626506,0.06382976,0.25271110313090106,0.1657545839901211
272,273,0.0,0.0,0.0,0.0
273,274,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
274,275,0.0,0.0,0.0,0.0
275,276,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
276,277,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
277,278,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
278,279,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
279,280,0.0,0.0,0.0,0.0
280,281,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
281,282,0.21151271753681392,0.2413075,0.3537582394100429,0.268859484657131
282,283,0.0,0.0,0.0,0.0
283,284,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
284,285,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
285,286,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.5247657295850067,0.66781676,0.7382239179970407,0.6436021352459567
289,290,0.33467202141900937,1.0,0.5556059762774406,0.6300926658988166
290,291,0.31994645247657294,0.32238066,0.589004923527772,0.41044401265625385
291,292,0.3828647925033467,0.56317586,0.4781129097030329,0.4747178530911626
292,293,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
293,294,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
294,295,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
295,296,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
296,297,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
297,298,0.3908969210174029,0.49115464,0.5272665524198743,0.469772704783429
298,299,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
299,300,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
300,301,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
301,302,0.3908969210174029,0.30395135,0.4312507393370708,0.3753663377297251
302,303,0.28112449799196787,0.28078797,0.4932359852433587,0.35171615261045003
303,304,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
304,305,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
305,306,0.5421686746987951,0.27935663,0.589958909482484,0.47049473761255545
306,307,0.26639892904953144,0.05540867,0.3375012508449211,0.21976961713091706
307,308,0.0,0.0,0.0,0.0
308,309,0.14859437751004015,0.08987689,0.37147538100669975,0.20331554956641165
309,310,0.4323962516733601,0.38166618,0.7337605724429577,0.5159410025293325
310,311,0.4605087014725569,0.45742005,0.6059537289306273,0.5079608271670181
311,312,0.1566265060240964,0.0056458605,0.21652883556509206,0.12626706734713114
312,313,0.3788487282463186,0.25173765,0.5602596306267561,0.39694867102740394
313,314,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
314,315,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
315,316,0.0,0.0,0.0,0.0
316,317,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
317,318,0.4069611780455154,0.45832166,0.5292266973870265,0.46483651206320226
318,319,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
319,320,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
320,321,0.3534136546184739,0.3220552,0.6152019480372222,0.4302235978191055
321,322,0.1713520749665328,0.36367905,0.232735400612958,0.2559221756595739
322,323,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
323,324,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
324,325,0.22757697456492637,0.20117424,0.26622100206345345,0.2316574069710032
325,326,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
326,327,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
327,328,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
328,329,0.028112449799196786,0.006160589,0.07514727906735678,0.036473439267190384
329,330,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
330,331,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
331,332,0.009370816599732263,0.08865279,0.10308881455182876,0.06703747358143465
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
347,348,0.0535475234270415,0.04378455,0.1727562420983747,0.09002943894929212
348,349,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
349,350,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
350,351,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
351,352,0.0535475234270415,0.04378455,0.1727562420983747,0.09002943894929212
352,353,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
353,354,0.0,0.0,0.0,0.0
354,355,0.23293172690763053,0.114057414,0.25079908101984444,0.1992627407203865
355,356,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
356,357,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
357,358,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
358,359,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
359,360,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
360,361,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
361,362,0.6827309236947792,0.12240722,0.44978370878727497,0.4183072842620221
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.23694779116465864,0.27893147,0.4513672024410609,0.32241548744364135
365,366,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
366,367,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
367,368,0.5020080321285141,0.52826726,0.7080417308165977,0.5794390091037539
368,369,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
369,370,0.2971887550200803,0.09928394,0.47785841084435315,0.2914437023181801
370,371,0.20883534136546184,0.27277085,0.37621992337370413,0.2859420388632252
371,372,0.5662650602409639,0.27255896,0.6457340667922811,0.494852694790526
372,373,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
373,374,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
374,375,0.5220883534136547,0.5350137,0.5991789452489953,0.552093658117449
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.11914323962516733,0.087967455,0.2972143194980448,0.16810833817010917
378,379,0.47121820615796517,0.31205633,0.648850139738396,0.4773748929076585
379,380,0.4444444444444444,0.4463842,0.5875387370963117,0.49278912435127253
380,381,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
381,382,0.31994645247657294,0.29616073,0.5769204612253817,0.3976758804804296
382,383,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
383,384,0.3668005354752343,0.4702938,0.5572219206853724,0.4647720820875372
384,385,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
385,386,0.4431057563587684,0.51898664,0.6662154789867513,0.5427692925687356
386,387,0.0,0.0,0.0,0.0
387,388,0.392235609103079,0.50791776,0.6548308837163903,0.5183280848740476
388,389,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
389,390,0.4497991967871486,0.4115298,0.47004642651347733,0.4437918108457175
390,391,0.3467202141900937,0.3280319,0.7098081468800465,0.46152008620500035
391,392,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
392,393,0.23427041499330656,0.31039482,0.473828886404722,0.3394980416497355
393,394,0.31593038821954483,0.39504588,0.36200399462333654,0.35766008644862407
394,395,0.37751004016064255,0.46578074,0.5356108095399715,0.4596338615721611
395,396,0.38018741633199465,0.5375756,0.6058057615459805,0.5078562601364695
396,397,0.3413654618473896,0.43266985,0.45961295765435445,0.41121608923513436
397,398,0.17804551539491298,0.16585124,0.4454390955691475,0.26311194878459
398,399,0.3172690763052209,0.09951475,0.397336232851537,0.27137335392772566
399,400,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
400,401,0.5943775100401606,0.06361255,0.463305221858282,0.3737650941318325
401,402,0.07630522088353414,0.112871885,0.2928268890930537,0.16066799842542348
402,403,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
403,404,0.15796519410977242,0.19752294,0.18100199731166827,0.17883004322431204
404,405,0.0,0.0,0.0,0.0
405,406,0.24230254350736277,0.055593345,0.2963225435073997,0.19807281077634228
406,407,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
407,408,0.5046854082998661,0.24677643,0.42444573179457623,0.39196919063112573
408,409,0.4390896921017403,0.10319508,0.3631374391837921,0.301807403318837
409,410,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
410,411,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
411,412,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
412,413,0.3078982597054886,0.11118135,0.5005636183496922,0.30654774220580716
413,414,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
414,415,0.0,0.0,0.0,0.0
415,416,0.46987951807228917,0.48400816,0.6851477001273296,0.5463451271377829
416,417,0.34404283801874164,0.39303648,0.609061775374673,0.44871369937057914
417,418,0.2101740294511379,0.0895148,0.3865152753077653,0.22873470139165616
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
421,422,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
422,423,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
423,424,0.025435073627844713,0.03762396,0.0976089630310179,0.053555999061220015
424,425,0.0,0.0,0.0,0.0
425,426,0.26104417670682734,0.118601896,0.41517263896868783,0.26493957051476447
426,427,0.050870147255689425,0.07524792,0.1952179260620358,0.10711199812244003
427,428,0.18340026773761714,0.2351469,0.2786109603426862,0.2323860410437686
428,429,0.5261044176706827,0.3492547,0.5484551611699184,0.4746047588006217
429,430,0.4042838018741633,0.48782533,0.6814823089538317,0.5245304816333692
430,431,0.19812583668005354,0.36568823,0.4446544698364275,0.3361561803613744
431,432,0.42971887550200805,0.2675883,0.4483723417126775,0.38189316826887326
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
461,462,0.0,0.0,0.0,0.0
462,463,0.0,0.0,0.0,0.0
