feature,BayesianRidge,xgb,HubR,mean
88,0.2157042908272238,6.119560111983446e-06,0.15230346830528543,0.12267129289754042
89,0.2863316340877599,0.00041095432243309915,0.1919587994317801,0.15956712928065772
90,0.13539077218389764,3.4292997952434234e-06,0.15232626044755077,0.09590682064374789
91,0.43774165045866115,0.00824426207691431,0.4233436311711631,0.28977651456891285
92,0.18815148803113005,2.1130986738171487e-08,0.28954851900584844,0.15923334272265507
93,0.15655889211051857,0.0,0.1349271663061297,0.09716201947221609
94,0.24024253354502284,0.010756431147456169,0.2849136422360693,0.17863753564284943
95,0.1609977104962077,0.0004308220522943884,0.060255904558520305,0.07389481236900747
96,0.15966153735836935,0.00022244367573875934,0.08078878713532883,0.08022425605647898
97,0.3602142981697546,0.00028389343060553074,0.2819658911027075,0.21415469423435587
98,0.4216069531954333,0.0372765026986599,0.38390466031993375,0.28092937207134233
99,0.10696476547352862,4.419031938596163e-06,0.2732447285261599,0.12673797101054238
100,0.22912279496204235,0.00014993672084528953,0.1121759954274656,0.11381624237011774
101,0.27990574856411576,0.0006994953728280962,0.13221411669683258,0.13760645354459214
102,0.1672706892400986,0.001072613289579749,0.13835175529325694,0.10223168594097842
103,0.1979541192682955,0.0,0.2540776287208933,0.1506772493297296
104,0.45292952455468927,0.0,0.3409642874654324,0.2646312706733739
105,0.22467361427685284,0.0009164271759800613,0.2453365773436151,0.15697553959881602
106,0.14470885071588563,0.000347642635460943,0.041629929544185665,0.062228807631844074
107,0.0,0.0,0.0,0.0
108,0.08402926511971494,0.0006968156085349619,0.10788914260210865,0.06420507444345284
109,0.14922124295368644,9.942378937921603e-07,0.17960867959609533,0.10961030559589185
110,0.20652411003812496,0.010963504202663898,0.08681332024036731,0.10143364482705204
111,0.0,0.0,0.0,0.0
112,0.254906341364623,0.00017886176647152752,0.13951950809103697,0.1315349037407105
113,0.22948512869118468,6.55859403195791e-05,0.2170740057758221,0.14887490680244211
114,0.171231498814538,0.0,0.29158859006824833,0.15427336296092878
115,0.08690176223095929,0.0,0.11516286348720073,0.06735487523938667
116,0.24788931347357857,1.0713717983890092e-06,0.19604231845300055,0.14797756776612583
117,0.6715952417232873,0.0038997132796794176,0.3843379811631157,0.35327764538869416
118,0.13739317051319172,0.0,0.3465629763788344,0.16131871563067537
119,0.5552937433127322,4.241311671648873e-06,0.5508402125357785,0.36871273238672747
120,0.29580946361637117,0.0037763819564133883,0.08244074761833671,0.12734219773037375
121,0.1898473246203643,0.0,0.23055894755101114,0.14013542405712515
122,0.0,0.0,0.0,0.0
123,0.339645030825268,0.0041981893591582775,0.29186286330605216,0.21190202783015946
124,0.29540144398710594,0.0022683609277009964,0.1911612997863283,0.16294370156704507
125,0.2533741699512691,0.0003295466012787074,0.08938519016583181,0.11436296890612653
126,0.18364548214604032,0.0,0.2954865997334883,0.15971069395984286
127,0.17711497649744276,0.017068173736333847,0.4340129158323518,0.20939868868870948
128,0.0,0.0,0.0,0.0
129,0.2124764158221232,0.0,0.2105548654242627,0.14101042708212863
130,0.3308932770218392,0.0,0.39627292850955026,0.2423887351771298
131,0.05141279921869523,0.0005874644848518074,0.22548600255899576,0.09249542208751427
132,0.19979443320330392,0.0,0.2142704423622729,0.1380216251885256
133,0.2451195677542996,0.0,0.33008502581838944,0.1917348645242297
134,0.1590039104945896,5.6877855968195945e-05,0.1545255054218151,0.10452876459079097
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0
137,0.19770601476106625,4.800390888703987e-05,0.47866629034319685,0.22547343633771674
138,0.1199498684990208,6.286118878051639e-05,0.1719276649313968,0.09731346487306604
139,0.20873939083851664,0.0,0.10477156960481505,0.10450365348111057
140,0.22520265113327473,0.0,0.5297389634900181,0.251647204874431
141,0.2124764158221232,0.0,0.2105548654242627,0.14101042708212863
142,0.43494220533097705,9.680369657871779e-06,0.005871796717482546,0.14694122747270583
143,0.21621344080572977,0.0,0.3163381612437103,0.1775172006831467
144,0.23918768024921036,0.00010425828804727644,0.22365460967148929,0.1543155160695823
145,0.22587643622752307,0.000188381876796484,0.3601375554076546,0.19540079117065803
146,0.0064682662031294086,0.017215758562088013,0.22145320987828448,0.08171241154783397
147,0.057978057881189295,0.0,0.20699930576844014,0.08832578788320981
148,0.15178684472175488,0.0,0.21033979244977896,0.12070887905717793
149,0.5359536932650107,0.0,0.5088669110696934,0.3482735347782347
150,0.12199010511274085,3.3382470974174794e-06,0.08291832887176742,0.06830392407720189
151,0.2514867016068271,0.0006202507065609097,0.10774421548249423,0.1199503892652941
152,0.20942974408723447,1.4866035371596809e-06,0.06502939604525426,0.0914868755786753
153,0.11335904049880077,0.0016571757150813937,0.16520987449547142,0.09340869690311786
154,0.0,0.0,0.0,0.0
155,0.3772083920966353,0.00012672223965637386,0.21658837393871308,0.19797449609166826
156,0.24613091204563228,0.0009446147596463561,0.30155431512888853,0.18287661397805574
157,0.40626022121165845,8.16227329778485e-05,0.26898304162941844,0.2251082951913516
158,0.2265600150892142,0.0005985977477394044,0.21809636744332864,0.14841832676009406
159,0.3165646463554293,0.0016346168704330921,0.36271994076399056,0.22697306799661765
160,0.31293021024240303,0.0027910172939300537,0.3873766412863522,0.2343659562742284
161,0.33124199721109837,5.4281026677927e-06,0.39492866110117814,0.24205869547164807
162,0.0,0.0,0.0,0.0
163,0.21470765741066797,0.00048277099267579615,0.18217789432051296,0.1324561075746189
164,0.20031736985636073,5.53448126083822e-06,0.22473400603894897,0.14168563679219018
165,0.19072151249498331,0.3604312837123871,0.17813828616493937,0.24309702745743658
166,0.1123586150858615,0.0015123108169063926,0.1233778761829723,0.07908293402858006
167,0.48196736413365054,5.9793681430164725e-05,0.291943581985312,0.2579902466001309
168,0.14064298438506048,0.0,0.24289487587726669,0.12784595342077573
169,0.22793896508239492,0.0002427276485832408,0.3206792491785751,0.18295364730318442
170,0.4316689585961001,1.7305648725596257e-05,0.18752919708234964,0.2064051537757251
171,0.09995510568335536,0.0,0.24304012048874704,0.11433174205736747
172,0.0,0.0,0.0,0.0
173,0.18820403473844938,2.967542798160139e-07,0.20122046596161233,0.12980826581811386
174,0.1374899059232774,0.00013258792751003057,0.11762947748765094,0.08508399044614612
175,0.20873939083851664,0.0,0.10477156960481505,0.10450365348111057
176,0.0,0.0,0.0,0.0
177,0.14690011436804432,0.0,0.07945732043053107,0.0754524782661918
178,0.0,0.0,0.0,0.0
179,0.6948368899268844,0.001113687758333981,1.0,0.5653168592284061
180,0.2740679973449003,1.6694870282663032e-05,0.17793945229521446,0.15067471483679915
181,0.0,0.0,0.0,0.0
182,0.7452069937963651,0.011039859615266323,0.4376238531955081,0.39795690220237984
183,0.0,0.0,0.0,0.0
184,0.27100766328469167,0.00011022338003385812,0.17857440549208514,0.14989743071893688
185,0.08738734058025259,0.0,0.2169917048205995,0.10145968180028403
186,0.2510615799399734,0.0,0.3443451815802211,0.1984689205067315
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.06812176760580442,0.0,0.1873285156820261,0.08515009442927685
190,0.13361215306508925,1.7144584489869885e-05,0.33423549824465926,0.1559549319647461
191,0.0,0.0,0.0,0.0
192,0.08917569260107157,0.0,0.3480364208525482,0.14573737115120658
193,0.01333228508373434,0.0,0.16392401035901924,0.059085431814251195
194,0.19286487369270333,0.42476698756217957,0.185135547444394,0.2675891362330923
195,0.1342734091004005,2.0963325368938968e-05,0.14646179660131853,0.093585389675696
196,0.2449852141770775,0.00016559158393647522,0.14867443714760295,0.13127508096953897
197,0.21010347190240067,0.0,0.13294981918202972,0.11435109702814346
198,0.08904027057512383,2.0107738237129524e-05,0.04551791614057498,0.04485943148464531
199,0.173865377399263,3.720246968441643e-05,0.25773592240255894,0.1438795007571688
200,0.26939420285684634,0.002440915210172534,0.30056122051138706,0.1907987795261353
201,0.2156286746883729,1.8379310517957492e-08,0.17921864164709425,0.13161577823825923
202,0.3168313794445695,3.311184264020994e-05,0.27026011715828896,0.1957082028151662
203,0.26398159772262014,4.3006725292116244e-08,0.1917096672215302,0.15189710265029188
204,0.0,0.0,0.0,0.0
205,0.1012799150918193,0.0,0.22324379731843058,0.10817457080341664
206,0.3944282013130652,0.00019096794130746275,0.1784272322261502,0.19101546716017428
207,0.15239663651727148,0.0,0.17743891338515616,0.10994518330080921
208,0.14557384066417395,4.1601768316468224e-05,0.27935831314132525,0.14165791852460521
209,0.12366447894968996,0.0,0.1425855836977063,0.08875002088246542
210,0.14514346908357376,0.00024351086176466197,0.03421316372572799,0.05986671455702214
211,0.277049488675523,0.00045904581202194095,0.3097059538211353,0.1957381627695601
212,0.18651121717020258,0.0,0.1171667626480378,0.1012259932727468
213,0.01333228508373434,0.0,0.16392401035901924,0.059085431814251195
214,0.3380003546938153,0.003342580748721957,0.283999645948647,0.20844752713039474
215,0.17175968213256906,0.0006897409912198782,0.2725585154912193,0.14833597953833608
216,0.0,0.0,0.0,0.0
217,0.16364934310364174,0.00037546397652477026,0.016449331066260484,0.060158046048809
218,0.3266460419350194,0.0006791259511373937,0.13680568954978042,0.15471028581197907
219,0.115755950116513,0.00011202810856048018,0.2241351759491151,0.11333438472472952
220,0.28945011790740693,6.249517173273489e-05,0.16098915278609385,0.15016725528841116
221,0.29195647654667656,0.00036592481774277985,0.07626218670759431,0.12286152935733789
222,0.11296601226060157,0.0,0.2848274460749683,0.13259781944518997
223,0.16274381200244797,0.002478149253875017,0.15848237260507594,0.10790144462046632
224,0.0,0.0,0.0,0.0
225,0.2479524760192744,0.5691037774085999,0.2471023225885265,0.35471952533880025
226,0.37811524864464663,4.115936917514773e-06,0.13138012982934966,0.16983316480363794
227,0.24298684001661008,0.0,0.48072713009060913,0.24123799003573976
228,0.1136716993887265,9.975646207749378e-06,0.1783918643146434,0.09735784644985922
229,0.28964827830058604,0.0003350812185090035,0.1811323633551183,0.15703857429140444
230,0.021350489287318388,0.0,0.13216952716931984,0.051173338818879414
231,0.08917569260107157,0.0,0.3480364208525482,0.14573737115120658
232,0.17567776789797127,6.512458639917895e-06,0.2927533177344201,0.15614586603034375
233,0.06895111939502503,0.0,0.23615594748362123,0.10170235562621542
234,0.07040393478533535,0.0,0.32497016274417817,0.13179136584317117
235,0.0,0.0,0.0,0.0
236,0.3932337017588636,7.216252129182976e-07,0.406831095761891,0.2666885063819892
237,0.0,0.0,0.0,0.0
238,0.21621344080572977,0.0,0.3163381612437103,0.1775172006831467
239,0.1020471711695805,0.0004308692878112197,0.26303321051790896,0.12183708365843356
240,0.0,0.0,0.0,0.0
241,0.44065735763657904,0.0,0.14600079496870383,0.1955527175350943
242,0.0177713999724906,0.0,0.15575578218494,0.05784239405247687
243,0.17208726805867602,0.0,0.13655926963751763,0.10288217923206455
244,0.5661729379585313,0.0,0.5011578784605875,0.3557769388063729
245,0.3551815043755666,6.161673127280665e-07,0.4316555116163367,0.2622792107197387
246,0.03109040188281849,2.4750639227022475e-07,0.01121701585042685,0.014102555079879203
247,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0
249,0.19549824707534502,0.0007407339289784431,0.24469306254708628,0.14697734785046992
250,0.2124764158221232,0.0,0.2105548654242627,0.14101042708212863
251,0.21621344080572977,0.0,0.3163381612437103,0.1775172006831467
252,0.18341178496213034,0.0028487243689596653,0.20238649578402393,0.129549001705038
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,0.2507689982712935,2.4554665856157953e-07,0.03013610021042385,0.0936351146761253
256,0.11230388778840401,1.396896732330788e-05,0.3174592145748177,0.14325902377684832
257,0.20473850816516326,5.883845460630255e-06,0.29576821004900916,0.1668375340198777
258,0.21621344080572977,0.0,0.3163381612437103,0.1775172006831467
259,0.2441820664098172,0.18220867216587067,0.24835761784690366,0.2249161188075305
260,0.16094733637204922,5.764720481238328e-05,0.17097521592639037,0.110660066501084
261,0.23156394874837916,7.513898162869737e-05,0.11990581921621551,0.11718163564874112
262,0.5378844079863353,0.0005149317439645529,0.42045938451410314,0.31961957474813435
263,0.3543212829616983,0.0,0.19635288415786203,0.1835580557065201
264,0.1201052315471019,6.541557377204299e-05,0.1123034775023687,0.07749137487441421
265,0.6232097823962647,0.04377308487892151,0.3617397236012613,0.34290753029214915
266,0.05907325671667065,0.0,0.08879850715840626,0.04929058795835897
267,0.07113870785466178,0.0002998322306666523,0.2457473509026088,0.10572863032931241
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.6039432413705703,0.0006758673116564751,0.3962520638833883,0.3336237241885384
271,0.2702745990484111,0.0008156840340234339,0.3004759155256432,0.1905220662026926
272,0.2587854829176767,0.00019272240751888603,0.11297595960731349,0.1239847216441697
273,0.3524216435797487,6.891578152590228e-08,0.42902544112397956,0.2604823845398366
274,0.1939484783036309,6.168423283270386e-07,0.16024517706018923,0.11806475740204948
275,0.11898174365994534,0.0004747906350530684,0.023447737714253177,0.04763475733641719
276,0.30558483081199816,0.0001899555791169405,0.1365536226172487,0.14744280300278792
277,0.11300458760710645,0.0020398180931806564,0.10330709845153449,0.07278383471727386
278,0.09124435188120655,1.382075970468577e-05,0.05833435616080919,0.049864176267240136
279,0.2784303271689392,0.00078553770435974,0.2438560797691798,0.17435731488082626
280,0.1659576523602844,0.006768380757421255,0.21352603928901118,0.12875069080223894
281,0.21341024198115532,0.001031051273457706,0.17762463110155235,0.13068864145205514
282,0.06994839379954891,2.4683407673364854e-07,0.1215159196469563,0.06382152009352732
283,0.2539641074432093,0.00010822647891473025,0.25710587886640407,0.170392737596176
284,0.30048354614694905,0.006830066442489624,0.41644407800198074,0.2412525635304731
285,0.12639098811278612,0.0,0.2080525759668682,0.11148118802655144
286,0.18707130019935628,0.0,0.3932377179794607,0.193436339392939
287,0.2731771192351888,0.2563014328479767,0.25957759179762,0.2630187146269285
288,0.19960494023549022,5.8810699556488544e-05,0.13710013854351263,0.11225462982618645
289,0.14145103496907815,0.0,0.19941804471695163,0.11362302656200991
290,0.17050583516840628,0.0,0.2348821246924016,0.13512931995360264
291,0.18135739111435278,3.5269029467599466e-05,0.18709950099844452,0.12283072038075497
292,0.08874892953066875,0.0,0.21734403167994118,0.1020309870702033
293,0.0,0.0,0.0,0.0
294,0.27350114269958087,0.0,0.16431391660483494,0.14593835310147193
295,0.43603959983305585,0.0,0.07377261751400542,0.16993740578235375
296,0.3438334389501126,1.670538040343672e-06,0.09168110995051047,0.14517207314622113
297,0.0,0.0,0.0,0.0
298,0.21946016816952538,0.00012174771836725995,0.2027859640587624,0.14078929331555168
299,0.16932879760173014,0.00014793744776397943,0.15401895484187983,0.10783189663045799
300,0.11796068122892987,2.4516955818398856e-05,0.20567024248418453,0.10788514688964428
301,0.11454552089811444,6.322317494777963e-05,0.2857928595584943,0.13346720121051883
302,0.14970023349327918,0.0014070832403376698,0.2482826598086969,0.13312999218077126
303,0.20873939083851664,0.0,0.10477156960481505,0.10450365348111057
304,0.0,0.0,0.0,0.0
305,0.13931878333613698,0.00025025830836966634,0.1170429796437954,0.08553734042943402
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.12492169971730308,0.0,0.13102564017012938,0.08531577996247748
309,0.12491209020472513,0.0,0.41701083322909027,0.18064097447793848
310,0.08134288230435659,0.0,0.2990877803454286,0.12681022088326174
311,0.0,0.0,0.0,0.0
312,0.18607406909685742,0.0,0.11738629667255138,0.10115345525646961
313,0.1532266318768191,0.0,0.005685097713327774,0.05297057653004896
314,0.3214690294964275,0.0,0.5519937883102433,0.2911542726022236
315,0.37511895774428244,0.0,0.5813590452860135,0.31882600101009867
316,0.11103722821009471,4.309456198825501e-05,0.18725975975778097,0.09944669417662132
317,0.20873939083851664,0.0,0.10477156960481505,0.10450365348111057
318,0.2669492883113186,7.351724207182997e-08,0.3889231493325651,0.21862417038704193
319,0.3354139800427814,8.266157237812877e-06,0.2502497862535044,0.19522401081784121
320,0.40630123286070796,0.03307464346289635,0.32701116588736623,0.25546234740365686
321,0.12166123652199134,0.0,0.1455041953674572,0.08905514396314951
322,0.08812905988313505,2.0042916730744764e-06,0.15582068827409878,0.0813172508163023
323,0.06093097267050231,0.0,0.23357877363789967,0.098169915436134
324,0.1433610998310663,0.0,0.34831115077076175,0.16389075020060936
325,0.10330776533674024,1.1327209392675286e-07,0.23200113713438286,0.11176967191440568
326,0.20344752838523417,0.004673956893384457,0.06840961065460692,0.09217703197774185
327,0.22172319519650657,0.0,0.30760622716634856,0.17644314078761836
328,0.18491521089029003,0.00010002905764849856,0.13321522167116936,0.10607682053970263
329,0.29409394804948624,1.8742393876891583e-05,0.2661846913916696,0.18676579394501092
330,0.24735412664264614,1.155121481133392e-05,0.1797120142486097,0.1423592307020224
331,0.06043716590532173,0.010081889107823372,0.13448725749534385,0.06833543750282965
332,0.464136824947234,2.2358097339747474e-05,0.19165670281524894,0.21860529528660755
333,0.2852624805999261,0.0011095334775745869,0.45501822185241453,0.24713007864330505
334,0.2844168892416876,0.004460534546524286,0.1287552662103365,0.1392108966661828
335,0.29427524464513277,0.00013417768059298396,0.2799332164101977,0.1914475462453078
336,0.23890049385134465,0.000770872866269201,0.12652282468003306,0.1220647304658823
337,0.2787050112271393,2.732863686105702e-05,0.23607839312646417,0.1716035776634882
338,0.45248634814382077,0.0,0.6486852577864277,0.3670572019767495
339,0.41297004119975395,0.03214973956346512,0.2961121622375708,0.24707731433359661
340,0.29866874940339516,1.7082245904020965e-05,0.2217270132889208,0.17347094831274
341,0.3738424025893347,2.5815590561251156e-05,0.01702772149259817,0.13029864655749804
342,0.37365493646311104,0.00015162982163019478,0.25894289550110233,0.21091648726194787
343,0.13857793276815575,0.0,0.0052845083997111126,0.047954147055955625
344,0.24089482479492538,0.0016792595852166414,0.04704649625946195,0.09654019354653466
345,0.19747410312326613,0.00014387586270458996,0.22240448941069801,0.14000748946555625
346,0.12638470004170443,0.000443830358562991,0.36552615479866296,0.16411822839964346
347,0.19347953333605714,5.3388794185593724e-06,0.15123557584852695,0.11490681602133422
348,0.14785122127729242,1.0967024536512326e-05,0.28126646636549224,0.14304288488910707
349,0.23264161029786407,0.000530335062649101,0.24352997330985646,0.15890063955678987
350,0.08874892953066875,0.0,0.21734403167994118,0.1020309870702033
351,0.30334653813491347,6.7020932874584105e-06,0.24103820576990115,0.1814638153327007
352,0.22465086810045856,0.0,0.2298283978740172,0.15149308865815858
353,0.04928688915541266,0.0057834116742014885,0.052266400363162074,0.03577890039759207
354,0.0,0.0,0.0,0.0
