feature,p_value,score,gbc,lg,xgb,mean
p15_S,2.3350193248174277e-34,163.71397818654086,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p15_T,8.615722503589404e-52,244.7924734357033,1.0,0.10122324987516208,1.0,0.7004077499583875
p15_V,1.631866639613163e-16,80.13367576451702,0.090003193291192,0.14043332193311428,0.016998872,0.08247846246173927
p17_I,9.168830016484442e-59,277.150630291559,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p17_K,8.227266152069215e-32,151.836018473047,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p17_LVGQEMHNF,6.158427501583856e-20,96.2566319179792,0.025154476484085045,0.07626229189184777,0.007954878,0.03645721539239077
p17_R,1.2018668375312313e-12,61.82013319472339,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p17_S,1.0753570334414033e-60,286.10526315789366,1.0,0.10122324987516208,1.0,0.7004077499583875
p17_T,1.9391776985290913e-18,89.20853797540371,0.090003193291192,0.14043332193311428,0.016998872,0.08247846246173927
p18_S,1.265079578977188e-83,392.3269216501784,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p18_T,3.3421729769196824e-43,204.8871280000663,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p19_G,5.5684353984186666e-55,259.5974513894461,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p19_N,1.147791899802106e-11,57.155227596016864,0.030442582810286275,0.08168171664347024,0.27753133,0.12988520842362156
p19_S,1.2554443957518307e-34,164.97014276343367,0.001473970499868636,0.12468848318052118,0.053432878,0.05986511059574077
p19_TKEVLIHPQD,5.798376956803844e-07,34.53106694983559,0.0036548300313616936,0.10017378354070781,0.007170741,0.03699978485090815
p20_L,1.3466204660658774e-16,80.52749545615474,0.002686121580210545,0.07803177121295371,0.001395593,0.0273711619470792
p20_T,5.573683228431448e-65,305.97368421052516,1.0,0.10122324987516208,1.0,0.7004077499583875
p20_V,3.294679738057192e-11,54.97104610228912,0.004928218456152235,0.08619315549712875,0.003939661,0.03168701171688177
p20_YPAGF,4.914999473595015e-19,92.01424858255565,0.0,0.04938569556861495,0.0,0.016461898522871648
p21_V,4.4046249117426367e-54,255.42907395426752,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p22_R,3.708625918842319e-57,269.69645430132516,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p23_G,5.1331925203888105e-42,199.36968274462419,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p23_S,1.2011692122516034e-22,108.97955079317722,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p25_W,4.4079811785116724e-71,334.24966309799987,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p25_Y,1.1007610771205233e-20,99.77054718467708,0.0001393203668450982,0.07266975830018982,0.0037902144,0.025533097697329258
p26_E,5.615529060312693e-40,189.88321533253335,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p26_L,6.928885239420539e-49,231.30029980013236,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p27_G,3.1199347434730943e-46,218.97198185128835,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p27_V,9.98884283812891e-50,235.2071450083497,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p27_Y,5.1304129304675193e-42,199.37077689178494,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p29_Q,5.358310220866897e-07,34.69804666304925,1.0,0.10122324987516208,1.0,0.7004077499583875
p30_H,6.707826921201209e-12,58.26675917574693,0.023224518256521588,0.018621459758888712,0.0,0.013948659338470101
p30_TFWV,2.8075902351000963e-06,31.184222748205997,0.0,0.06029555435528892,0.00907586,0.023123804638950484
p30_Y,0.0004894003437136238,20.044490457781126,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p31_Y,3.385672427700533e-52,246.67574991585556,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p32_L,4.874704247215746e-19,92.03107083889594,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p32_MVQ,1.673283598190713e-13,65.88703227931845,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p33_G,3.305567405400832e-49,232.79323905949198,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p33_V,1.4495137565313987e-17,85.09309775218316,0.090003193291192,0.14043332193311428,0.016998872,0.08247846246173927
p34_E,1.5457912534742153e-33,159.88704765231307,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p34_N,3.390123833948838e-10,50.13120190790964,0.0006286966031293632,0.176195887467834,0.0036334523,0.060152678805837266
p34_P,1.6571624386294183e-45,215.6014811207002,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p34_S,2.2926878437146893e-06,31.615235859253257,0.0027743807322067114,0.10415724800058991,0.031597115,0.046176247944075564
p35_M,3.8304554254878396e-18,87.81633530715509,0.0004292632925959285,0.031091428645623878,0.0,0.010506897312739934
p35_P,1.7917784190722427e-34,164.25006073856423,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p35_R,1.6471331240103647e-62,294.5204167685667,1.0,0.10122324987516208,1.0,0.7004077499583875
p35_SQAYLIH,2.3251710979268636e-20,98.24475152690593,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p35_V,4.1603455171125925e-29,139.21298331824596,0.008892942850736826,0.03488541947164451,0.0,0.014592787440793778
p36_G,6.431375754346101e-34,161.66273059339687,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p36_ISFVMET,2.284199916379827e-07,36.49913695534031,0.0017625814629424147,0.02251715287275936,0.019224001,0.014501245143466894
p36_W,7.247426480316844e-05,24.210590810583895,0.0,0.09047602346885933,0.0020510163,0.03084234659489239
p37_K,2.7233316088091227e-15,74.35842315168854,0.010421727863889547,0.1457677489481682,0.008737355,0.054975610450464174
p37_MILTNYF,8.659586407075481e-13,62.496815843484974,0.0,0.06646410669588218,0.0,0.022154702231960727
p37_Q,1.0280035403036026e-17,85.79640263391909,0.0021504351330298615,0.09578379599515485,0.021353437,0.03976255592070974
p37_V,4.070930909725784e-49,232.37313019390493,1.0,0.10122324987516208,1.0,0.7004077499583875
p38_Y,1.8822199885075894e-43,206.04664439903883,0.02596941381987253,0.22755945689747148,0.03640073,0.09664320079010637
p39_H,5.183040914503896e-30,143.43752051646737,1.0,0.10122324987516208,1.0,0.7004077499583875
p39_K,4.4741498926995133e-17,82.78520826298414,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p39_M,6.808939451750627e-36,170.86842105263096,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p39_NTFGLD,0.0008586665771218228,18.804283137417137,0.0010419425389019722,0.04785151963190692,0.0069168396,0.018603433933406865
p39_R,3.4162943327987454e-17,83.33771902897729,0.008892942850736826,0.03488541947164451,0.0,0.014592787440793778
p39_S,1.3368897029679954e-34,164.84290573582015,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p39_Y,5.837061894057048e-48,227.00087104092685,0.0,0.1269103044244542,0.0024254688,0.04311192439468848
p40_GCSFT,1.1044389596445052e-19,95.06400543983398,0.0034331530906525397,0.14613673396085933,0.007257587,0.0522758246207499
p40_I,1.3196374935335222e-11,56.86640463566599,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p40_L,3.147184940230524e-42,200.3579126318594,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p40_M,2.1105120256311597e-27,131.24380056637503,0.0026949765522737467,0.08548519848392375,0.0017190464,0.029966407140097878
p40_V,6.886422740146459e-11,53.44215461214944,0.007825158653484736,0.11959871120179377,0.00904055,0.04548814006135655
p41_M,5.131141201737158e-49,231.90622918054544,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p41_Q,4.0674439190408936e-84,394.60786782514947,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p41_T,5.56100747103675e-59,278.15789473684106,1.0,0.10122324987516208,1.0,0.7004077499583875
p41_VCASI,6.926345082567528e-05,24.308690688991394,0.005043986437143288,0.1053043013899744,0.0077190143,0.039355767377579697
p42_G,2.507070373639665e-17,83.9713983485892,0.090003193291192,0.14043332193311428,0.016998872,0.08247846246173927
p42_S,2.363433552969351e-31,149.69752766787877,1.0,0.10122324987516208,1.0,0.7004077499583875
p42_T,2.739928426527429e-16,79.07122110034723,0.0025651686439440626,0.02701145868629732,0.0003948403,0.00999048920615006
p43_F,2.3711946854815204e-15,74.64278144983933,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p43_ICLTSG,0.2319093562369705,5.590252818498691,0.10967555086900116,0.10540308526446907,0.03646177,0.08384680222266187
p43_V,7.882795007768526e-20,95.75262437654138,0.0027792589071819053,0.06973321161813414,0.031164985,0.03455915189180495
p44_W,5.573683228431448e-65,305.97368421052516,1.0,0.10122324987516208,1.0,0.7004077499583875
p44_Y,2.512495672092232e-53,251.91920464350596,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p45_M,0.9318982982397223,0.8480094393431331,0.0,0.0,0.0,0.0
p46_G,2.6478887702784007e-80,376.9546282208244,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p46_I,1.1916878952747476e-33,160.41387610962,1.0,0.10122324987516208,1.0,0.7004077499583875
p46_LVAMCST,6.103393861361204e-10,48.90774777977731,0.012768929592176527,0.08365312333227284,0.0,0.03214068430814979
p47_ITVAS,2.194321613046836e-10,51.035587939003,0.0002473677537022577,0.050902641151162546,0.00091916753,0.01735639214643767
p47_L,8.985471919300329e-17,81.35663718968611,0.003751601044477606,0.08230480580237892,0.0027285628,0.029594989882977624
p47_M,0.688228005737582,2.2590840957318017,0.0,0.0,0.0,0.0
p48_L,2.35482078445558e-37,177.6743655356734,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p48_V,1.1911620265516365e-52,248.78186364740787,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p49_I,1.5382838556592347e-45,215.75174039379073,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p49_V,2.0526707822483908e-54,256.96802131911954,1.0,0.10122324987516208,1.0,0.7004077499583875
p50_F,1.5582025629796818e-46,220.373182230054,0.6576546554232137,0.1884796826978851,0.029809745,0.2919813610499046
p50_I,8.996611267875719e-12,57.65935380492043,0.000431739289004812,0.1120817283751403,0.0060743648,0.039529277475632785
p50_L,1.5477847033398105e-06,32.450101258358586,0.02853202329822797,0.17680977371859857,0.015905973,0.07374925652900248
p50_M,7.247606728560546e-19,91.22053256455433,0.0026949765522737467,0.08548519848392375,0.0017190464,0.029966407140097878
p50_V,0.0027653339021784513,16.19745715616955,0.004617255612759066,0.08885934754183478,0.0023021474,0.03192625020088558
p51_FGMSC,7.707912767191586e-07,33.92846164386014,8.224227761474248e-05,0.021493036288224923,0.0017859504,0.007787076317268358
p51_I,2.2050600628528517e-06,31.69810018164984,3.507978070379228e-05,0.035771484397823,0.010267371,0.015357978496770196
p51_L,5.087636436159543e-16,77.80189641559433,1.1186107913276787e-05,0.05950022014790219,0.014327254,0.02461288680071766
p51_T,1.4560492879677094e-10,51.88776065112815,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p51_V,3.1873554217554367e-25,121.04975475296588,0.011733988729582511,0.1346847503900924,0.0045199427,0.05031289393397045
p52_S,6.894876858837928e-58,273.0861880422442,1.0,0.10122324987516208,1.0,0.7004077499583875
p53_LAMIWGS,0.00178979312448252,17.171908314363225,0.0,0.07433780495238465,0.0,0.02477926831746155
p53_T,5.78460749747254e-53,250.23807121334957,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p53_V,2.404578698162404e-32,154.3283189780255,1.0,0.10122324987516208,1.0,0.7004077499583875
p54_P,4.350482420039636e-07,35.13863929681387,1.0,0.10122324987516208,1.0,0.7004077499583875
p54_SACVTIG,5.038212898900962e-18,87.25567614925818,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p55_L,2.639419142985488e-72,339.9139595375384,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p55_T,2.887600768543784e-63,298.0263157894726,1.0,0.10122324987516208,1.0,0.7004077499583875
p55_V,3.6062921292270466e-06,30.651125118032052,0.01582166062464478,0.2068268437479544,0.009432613,0.07736037243030551
p57_F,5.929081062033088e-45,213.02816356053657,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p57_G,1.5583338039148327e-66,313.173952998279,1.0,0.10122324987516208,1.0,0.7004077499583875
p57_ILTS,3.725127417555294e-06,30.58204753538355,0.0005353435250941291,0.13506539104891116,0.0,0.04520024485800176
p57_V,1.424651967997141e-13,66.21849436791727,0.0,0.04074810962459406,0.0,0.013582703208198021
p58_L,2.615361573267565e-29,140.15466766626756,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p58_MVTP,0.0015886687367788102,17.437869845041256,0.012713198782073238,0.034511861986633106,0.04524718,0.030824079764479647
p59_V,1.109663456882019e-45,216.4110077423386,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p60_L,0.0009989657033679339,18.469120752120627,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p61_F,0.03992314944574655,10.030132620459579,0.0013807187507124308,0.042237426593994445,0.0019105609,0.015176235408498183
p61_I,2.875245563456604e-32,153.96615345996096,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p61_L,0.0012759918508669981,17.925799276195498,0.0,0.042489655189052546,0.013138686,0.018542780498609055
p61_V,6.871542986363993e-14,67.72029375317375,0.018406635647197956,0.10176165697378246,0.012128931,0.04409907438662439
p61_Y,1.1097993524572008e-42,202.46327169721528,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p62_C,9.49978274223986e-47,221.37184219529237,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p62_V,1.7963290445228217e-14,70.48125383858988,0.03882288674307934,0.15675035200597487,0.011052545,0.06887526130303646
p64_F,0.0005972807173684357,19.60588366098041,0.005043986437143288,0.1053043013899744,0.0077190143,0.039355767377579697
p64_I,7.140320753247848e-06,29.19363980023159,0.010132444998618186,0.1351919888061815,0.011222557,0.0521823303231761
p64_L,3.447709904421647e-17,83.31897206205119,0.008892942850736826,0.03488541947164451,0.0,0.014592787440793778
p64_M,7.578728155297257e-36,170.65169401362593,1.0,0.10122324987516208,1.0,0.7004077499583875
p64_V,2.3503177496915207e-10,50.892842489571144,0.0017582760438834373,0.13801406917844064,0.012508771,0.0507603722015321
p65_H,9.453003763742317e-27,128.19875997278697,0.008892942850736826,0.03488541947164451,0.0,0.014592787440793778
p65_K,1.3284806110598625e-17,85.27157667291723,0.00014591858935274996,0.1169027430350856,0.00095226406,0.039333641895212
p65_Q,5.611913643119229e-17,82.32107901498595,0.001410514116978574,0.11348830358022538,0.00063088734,0.038509901679629845
p65_R,3.9098351635212055e-11,54.61617675955922,0.002081032225018169,0.05989002708208372,0.0006631543,0.020878071199984527
p65_T,1.0650672462599359e-11,57.3100596702036,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p66_H,2.150000915371927e-62,293.9839309654975,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p66_N,2.0771089275834694e-08,41.54049604772601,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p66_Y,1.3785058786934808e-84,396.7828348199883,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p71_Q,1.9019628995478547e-30,145.47029179050728,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p71_S,1.053237081993771e-40,193.26549667246314,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p71_T,2.0559937266689728e-54,256.9647610791897,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p72_P,4.716773200306624e-05,25.13927025711499,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p75_W,5.573683228431448e-65,305.97368421052516,1.0,0.10122324987516208,1.0,0.7004077499583875
p75_Y,1.1174014943145756e-13,66.71895645006572,1.0,0.10122324987516208,1.0,0.7004077499583875
p78_V,4.446975058681739e-26,125.05288916851434,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p80_L,1.97744727600371e-34,164.05046190483736,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p80_V,1.9747765449720103e-24,117.34084691979388,0.008892942850736826,0.03488541947164451,0.0,0.014592787440793778
p81_S,5.745857183285499e-81,380.02651251475305,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p82_I,4.276462819657025e-12,59.19771513169043,0.00383452098594523,0.056077997159511735,0.0009379221,0.02028348008215305
p82_L,8.611500736222832e-45,212.27468432589973,0.009104681917532168,0.07204030044182239,0.0048088157,0.028651266007057447
p82_V,1.7791169102099227e-24,117.55307671466241,0.05134164456214307,0.11121507911790766,0.037065405,0.06654070969288599
p83_G,1.3074198775614522e-48,230.01940531793363,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p83_S,6.12645565183591e-19,91.56399774132935,0.005373726839872742,0.046029891500181074,0.0065537505,0.019319122941745207
p84_G,8.661026522907575e-43,202.9640260955618,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p84_N,1.884938042479419e-24,117.43555405792196,0.05253631447907121,0.3015508971990947,0.006311297,0.12013283620973055
p85_L,1.1490549022780832e-26,127.80227558497252,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p85_TSHCIAYM,0.035774550368657676,10.29276432951889,0.01761880705273392,0.1659864318717873,0.0018322784,0.06181250578996142
p86_F,2.500312490268739e-50,238.0006669021382,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p86_GVWMCT,0.009825016161086178,13.317321173316664,0.0009133379033831589,0.09622270297079673,0.00013999801,0.03242534629476892
p86_I,1.250480799604605e-05,27.994530426587016,0.003957320640800918,0.02032225506715155,0.0,0.008093191902650822
p86_L,6.095824256327689e-55,259.41507684461413,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p87_F,6.374308180014782e-85,398.33321479373967,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p87_M,3.0777735511574125e-40,191.09850100647316,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p87_SLCAITYR,8.89785702861324e-18,86.09190944775521,0.4442240981198897,0.5918957549626137,0.030211845,0.3554438994984513
p87_V,1.089451448965039e-41,197.84946344162012,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p88_C,7.47311730669627e-56,263.64493276548177,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p88_SIDM,3.697633285330376e-13,64.25247786374955,0.007125608762198178,0.0491995450088413,0.0,0.018775051257013158
p88_T,1.6471331240103647e-62,294.5204167685667,1.0,0.10122324987516208,1.0,0.7004077499583875
p88_V,5.026582551469418e-45,213.36151953280915,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p89_C,1.257606073816325e-06,32.89075033125402,0.0038636050500948592,0.05022649808143204,0.0001553375,0.01808181354521271
p89_F,2.778129879214375e-41,195.95823946567944,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p89_I,4.422476100764576e-36,171.74157078803339,0.001799434993124344,0.1264168147765798,0.007281295,0.04516584826452089
p89_L,7.732995910745159e-07,33.921580725770504,0.03703473976715022,0.11483476763305643,0.08212397,0.07799782662524513
p89_V,1.5768258314587003e-21,103.73329143646268,0.00017180261005274056,0.05409562437616758,7.053788e-05,0.01811265495441886
p90_G,1.0793535008154327e-51,244.33807034556096,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p90_I,1.6137404457674e-49,234.2396285975945,1.0,0.10122324987516208,1.0,0.7004077499583875
p90_LCMTK,0.09861095406651554,7.8145920120881645,0.012134154339200679,0.08614541894526256,0.007607315,0.03529562949525852
p90_V,5.991085052973303e-19,91.60966128714351,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p91_G,6.016672131106985e-27,129.11640305509047,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p91_S,9.9077620950497e-71,332.6201438230357,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p92_IT,3.3986013707959817e-07,35.66038654434277,0.025323388115972807,0.10560220507330066,0.0015412205,0.04415560455195993
p92_S,5.628749331612038e-41,194.53155472109427,1.0,0.10122324987516208,1.0,0.7004077499583875
p92_V,3.698649755070582e-73,343.867303945821,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p93_SPAL,2.5230429807930344e-10,50.74543036963368,0.7275042282039994,0.09508512652692436,0.520508,0.44769911534828605
p93_T,3.4773781190299704e-46,218.7530664638282,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p94_LQFMNA,2.871277853674768e-07,36.016418873105735,0.004667784321029258,0.1756589634156482,0.0108940415,0.06374026308170457
p94_P,1.6601595556525983e-14,70.64338549075364,0.05784037897831442,0.0657366274528394,0.005120913,0.042899306487865385
p94_T,2.9552847534970106e-15,74.1905431072818,0.13583073610067464,0.2831948880555913,0.0040651015,0.14103024188562216
p94_V,3.778761849857469e-11,54.68687011112136,0.0005247641982418587,0.07745028408299999,0.0025259603,0.026833669536433086
p95_S,6.611066356607925e-41,194.2065289806788,1.0,0.10122324987516208,1.0,0.7004077499583875
p95_T,2.4272863972707197e-49,233.41620698577154,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p95_V,1.0220892692781083e-81,383.4978643387426,0.0011348991503829396,0.0690614899034127,0.0014002025,0.023865530522178907
p96_I,7.196402142391435e-07,34.07387222803185,0.021088604181775775,0.17385380052218088,0.0016642554,0.06553555336680654
p96_L,1.500915052831374e-23,113.2140534673914,0.0026949765522737467,0.08548519848392375,0.0017190464,0.029966407140097878
p96_M,1.6445630680403598e-17,84.83466105275885,0.013767713028510006,0.1600162780762755,0.012138666,0.061974218919516905
p96_V,1.5442958689986188e-50,238.97244399516532,1.0,0.10122324987516208,1.0,0.7004077499583875
p97_TCFNLM,1.2949802841970041e-08,42.53042134866881,0.0043174214514004085,0.08042808226798195,0.0025882153,0.029111239667810623
