feature,p_value,score,lgbm,gbc,rf,mean
p26_GAP,2.3616330824637252e-14,60.35583415226576,0.32160804020100503,1.0,1.0,0.7738693467336684
p26_I,2.6369169127136366e-05,17.86545600714074,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p26_M,0.33683743941988153,0.9235120675168615,0.0,0.0,0.0,0.0
p27_E,1.9435950368674173e-07,27.557259981167416,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p27_GAP,3.2011307026102694e-10,40.541063080732016,0.32160804020100503,1.0,1.0,0.7738693467336684
p27_L,0.0008454904740250433,11.22138681372098,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p27_Q,0.7853721539716995,0.0742094243271406,0.0,0.0,0.0,0.0
p28_GAP,4.396598077217896e-08,30.538593798185023,0.32160804020100503,1.0,1.0,0.7738693467336684
p28_KQAWGHLRMS,9.366021054166663e-11,43.066512317042005,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p28_Y,6.277652691438846e-05,16.184185503130703,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p29_GAP,4.396598077217896e-08,30.538593798185023,0.32160804020100503,1.0,1.0,0.7738693467336684
p29_LASWIKDHV,0.03185283845201392,4.6221673191274615,0.0,0.00013042239691469365,0.0073500397650125135,0.002493487387309069
p29_N,0.5116087041275396,0.431151011985049,0.0,0.0,0.0,0.0
p29_Q,0.0005403295559224054,12.066160469769178,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p29_T,4.1921159713593364e-12,49.49625236661183,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p30_F,0.007381970119000204,7.213466882206135,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p30_GAP,1.56815612877952e-07,27.98658333593088,0.32160804020100503,1.0,1.0,0.7738693467336684
p30_L,0.7672616359902142,0.08764957966641462,0.0,0.0,0.0,0.0
p30_M,0.42323338658146703,0.6419610290163923,0.0,0.0,0.0,0.0
p31_G,0.019765589547414242,5.453822481169864,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p31_GAP,4.195868410608508e-08,30.63264267678502,0.32160804020100503,1.0,1.0,0.7738693467336684
p31_T,0.0006561391584543986,11.699190099589101,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p31_V,0.0025375468955415948,9.169697946014768,0.08040201005025126,0.05501161437172339,0.043888396862035495,0.05976734042800338
p32_GAP,0.0037248043774579685,8.461756642459212,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p32_I,0.7057768464058792,0.14263109329302584,0.0,0.0,0.0,0.0
p32_L,0.0902146823183097,2.877316917192141,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p32_N,1.6528690040903366e-19,85.86482796431542,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p32_P,1.0804317137997959e-54,282.40882009099255,0.32160804020100503,1.0,1.0,0.7738693467336684
p32_S,0.001482722458029665,10.168566912446769,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p32_T,6.924672325912102e-06,20.477428566979057,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p32_VQDRFH,0.8530757474130006,0.034318961232509215,0.0,0.0,0.0,0.0
p32_Y,0.5116087041275396,0.431151011985049,0.0,0.0,0.0,0.0
p33_GAP,0.0037248043774579685,8.461756642459212,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p33_H,0.0005671760241935719,11.974447332454526,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p33_IQKADYFGR,0.017745591643209577,5.643824433473296,0.020100502512562814,0.004996252787273116,0.006751646979445186,0.010616134093093706
p33_L,0.019765589547414242,5.453822481169864,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p33_N,0.4810398103088823,0.49695785302561224,0.0,0.0,0.0,0.0
p33_S,7.746028763624246e-07,24.802094161421454,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p33_T,3.1924458533191743e-07,26.566291152135683,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p33_V,2.369611949631299e-16,70.14510707118023,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p34_GAP,0.004534769579563451,8.100828412801544,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p34_I,1.3200452149846243e-05,19.214253019814606,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p34_L,1.4571117631206881e-31,148.74677027435928,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p34_S,0.007111311075422812,7.281143883635575,0.06532663316582915,0.003621746637760478,0.07141869948921185,0.04678902643093383
p34_T,0.4216930910664999,0.6462394357030589,0.0,0.0,0.0,0.0
p34_V,0.22251766444862428,1.490317666593345,0.0,0.0,0.0,0.0
p34_W,2.6028042187858736e-59,311.2675368820735,0.32160804020100503,1.0,1.0,0.7738693467336684
p35_I,6.160776188300102e-50,253.46729921851536,0.32160804020100503,1.0,1.0,0.7738693467336684
p35_L,0.005200281464302406,7.8504878287393165,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p35_Q,3.2228684742288917e-21,94.51093329533772,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p35_V,0.8332017056824902,0.044379340150031615,0.0,0.0,0.0,0.0
p36_L,0.13928152898886742,2.190126362297533,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p36_M,0.01815955694699737,5.603122167493703,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p36_S,0.4810398103088823,0.49695785302561224,0.0,0.0,0.0,0.0
p36_T,0.000414260092614595,12.569585519777194,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p36_W,0.011643295502568098,6.393029527175614,0.32160804020100503,1.0,1.0,0.7738693467336684
p36_Y,0.0005816051134977235,11.926953231091275,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p37_H,0.07194598450868468,3.2464290868120935,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p37_I,0.711995127884022,0.13638667657689937,0.0,0.0,0.0,0.0
p37_L,0.5661426636508917,0.32944605007286837,0.0,0.0,0.0,0.0
p37_V,0.7960080839802676,0.06687437304853566,0.0,0.0,0.0,0.0
p38_G,0.00069580727995317,11.588434812952913,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p38_N,1.1848678346683764e-07,28.547811154477245,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p38_S,0.019765589547414242,5.453822481169864,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p38_T,0.000595718301052038,11.881638675152836,0.0,0.002534001761282241,0.013337955295576479,0.005290652352286239
p38_V,0.0034969618098784987,8.577835618318494,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p38_Y,0.8685651068822836,0.027401225636155862,0.0,0.0,0.0,0.0
p39_F,0.00026764233521538416,13.40053862705561,0.005025125628140704,0.0007852354556842881,0.014759992751101401,0.0068567846116421305
p39_GAP,1.8167727196199748e-11,46.45290881748495,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p39_I,0.036398771693010396,4.3926997208694285,0.08040201005025126,0.05501161437172339,0.043888396862035495,0.05976734042800338
p39_T,8.628020338700205e-16,67.38304866156355,0.32160804020100503,1.0,1.0,0.7738693467336684
p39_V,0.16397734667675604,1.9406287611718336,0.06532663316582915,0.003621746637760478,0.07141869948921185,0.04678902643093383
p39_Y,2.054198281437093e-05,18.35149848863147,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p40_G,9.45497449200695e-12,47.80654782466672,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p40_GAP,1.8167727196199748e-11,46.45290881748495,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p40_I,0.006018561839265139,7.584145105078419,0.005025125628140704,0.004232575165515986,0.006808222638463062,0.0053553078107065845
p40_L,0.7247939733348329,0.12403045359256465,0.0,0.0,0.0,0.0
p40_VMSF,0.14533534494023218,2.124575255135629,0.01507537688442211,0.0042238007923193705,0.003759201896590583,0.007686126524444021
p41_FIST,1.2162091424493035e-13,56.900779119989195,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p41_G,0.013319475547234479,6.152845597362902,0.01507537688442211,0.004716060830877358,0.02039114694942238,0.013394194888240616
p41_GAP,1.8167727196199748e-11,46.45290881748495,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p41_L,1.6067000026061296e-44,221.44620981938093,0.32160804020100503,1.0,1.0,0.7738693467336684
p41_V,0.0017254732016232872,9.88584297283368,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p42_H,0.02404240393765654,5.110511158274698,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p42_L,0.5259252773721028,0.40260202311146975,0.0,0.0,0.0,0.0
p42_M,0.0018620598881411692,9.74403758619501,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p42_S,2.177596859823904e-23,105.61463181693745,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p43_F,0.7868010283158814,0.07320020618951487,0.0,0.0,0.0,0.0
p43_G,1.8109613290703315e-72,397.7411875357345,0.32160804020100503,1.0,1.0,0.7738693467336684
p43_I,1.4690074652138916e-08,32.749674205160694,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p43_L,2.6465316688244253e-21,94.94595270308854,0.1708542713567839,0.08515630520011028,0.2295412302359903,0.16185060226429482
p43_T,0.1645859352704529,1.9350310055795303,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p44_I,0.5748103264632156,0.31495205526024245,0.0,0.0,0.0,0.0
p44_L,5.097105872652151e-18,78.40985468481435,0.32160804020100503,1.0,1.0,0.7738693467336684
p44_V,2.154696341040901e-06,22.775762777396643,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p45_CLQVHT,6.188008348977893e-20,88.01375022184867,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p45_F,0.0028579821159315888,8.949830664012435,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p45_G,4.962054634627296e-05,16.638928256301675,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p45_S,0.5069864927694883,0.44066818896607907,0.0,0.0,0.0,0.0
p46_I,2.663161601377279e-06,22.35752236052117,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p46_L,1.3751844703773878e-14,61.499468118283744,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p46_MSFQGC,0.19590137667199028,1.6753953239866024,0.09045226130653267,0.011192993784701956,0.01061600105565779,0.03742041871563081
p46_T,1.0396293334196873e-07,28.80990800423015,0.32160804020100503,1.0,1.0,0.7738693467336684
p46_V,0.5810945497759279,0.30471049113366294,0.0,0.0,0.0,0.0
p47_L,4.100360239233483e-07,26.067367910903172,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p47_M,8.138556362558234e-22,97.55438353855097,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p47_PACITG,0.06483042315739614,3.4184611213892175,0.010050251256281407,0.009496613751954514,0.017360211699564688,0.012302358902600202
p47_V,0.0050893737037420094,7.889850546473202,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p48_F,1.2013828728315764e-05,19.398349347531035,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p48_H,0.07194598450868468,3.2464290868120935,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p48_L,3.553858522316886e-06,21.788756367634015,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p48_VPIRGW,0.042745214151125595,4.118244433574728,0.010050251256281407,0.00026856558487348695,0.00811486013518898,0.0061445589921146244
p48_Y,4.5838879795011473e-07,25.845351810206463,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p49_F,2.0028879209453294e-07,27.497185856786867,0.01507537688442211,0.005824890916457016,0.02018775570257756,0.013696007834485562
p49_Y,1.0014544863485536e-21,97.09497128505504,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p50_F,0.2944044357185096,1.1007768062956782,0.0,0.0,0.0,0.0
p50_GMYST,9.464761792479295e-06,19.864959116826217,0.005025125628140704,0.0007852354556842881,0.014759992751101401,0.0068567846116421305
p50_I,0.00011887420081251854,14.95402876214696,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p50_L,2.3258860556407664e-36,175.03124778562466,0.32160804020100503,1.0,1.0,0.7738693467336684
p50_V,4.361573077455988e-06,21.385603153800076,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p50_W,0.5324636308808727,0.3900176496363622,0.0,0.0,0.0,0.0
p51_F,0.007068587492837439,7.2920672510221705,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p51_L,0.004888069866812177,7.963587428197964,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p51_M,0.016108919595778943,5.814967993665043,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p51_S,0.8386152445351135,0.04150577670484255,0.0,0.0,0.0,0.0
p51_V,7.010710365853666e-18,77.72030278488639,0.32160804020100503,1.0,1.0,0.7738693467336684
p51_W,1.4260157356852974e-13,56.56618626849335,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p51_Y,0.0005467711374852549,12.043740903644819,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p52_E,0.02130357294653345,5.3221903851136405,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p52_K,1.0094847820670244e-64,346.05594097085566,0.32160804020100503,1.0,1.0,0.7738693467336684
p52_L,0.6763756877786282,0.17435901944820634,0.0,0.0,0.0,0.0
p52_M,2.2011567941140217e-07,27.30854006014245,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p52_Q,1.5061562559059178e-19,86.06789234847072,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p52_RDWSHYFVN,0.2303901616862966,1.44058961429766,0.0,0.0,0.0,0.0
p52_T,9.616512440914959e-06,19.833815488999868,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p53_G,8.71279578701731e-19,82.24194903798231,0.32160804020100503,1.0,1.0,0.7738693467336684
