,feature,Light Gradient Boosting Machine,Ridge Classifier,Logistic Regression,mean_imp
145,146,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
146,147,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
147,148,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
148,149,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
149,150,0.0,0.0,0.0,0.0
150,151,0.061046511627906974,0.3119339216728971,0.22244224631099904,0.19847422653726768
151,152,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
152,153,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
153,154,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
154,155,0.0,0.0,0.0,0.0
155,156,0.25290697674418605,0.33471359622240465,0.3110334616695686,0.29955134487871976
156,157,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
157,158,0.375,0.3743892196002888,0.46873637737257123,0.40604186565762007
158,159,0.25872093023255816,0.4218006098534826,0.4300189526098922,0.3701801642319776
159,160,0.6031976744186046,0.2993546542760663,0.545746443212051,0.48276625730224065
160,161,0.34593023255813954,0.3998080619635284,0.4877652861035694,0.4111678602084125
161,162,0.24709302325581395,0.4571680611647898,0.4213880625428268,0.37521638232114346
162,163,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
163,164,0.40988372093023256,0.7083014745588598,0.6655045904603504,0.5945632619831476
164,165,0.41424418604651164,0.8166008707092814,0.7646854374697375,0.6651768314085102
165,166,0.5087209302325582,0.5547523767821857,0.6538757902688682,0.5724496990945375
166,167,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
167,168,0.21511627906976744,0.40613972422491273,0.369826002948675,0.3303606687477851
168,169,0.23982558139534885,0.42090155666991075,0.37837026681193997,0.3463658016257332
169,170,0.7369186046511628,0.6526866082877659,0.9289069792781003,0.7728373974056764
170,171,0.38953488372093026,0.6043235006678942,0.5913571750233506,0.528405186470725
171,172,0.41569767441860467,0.5055074914788334,0.6910208208059874,0.5374086622344751
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.4811046511627907,0.5246579654863057,0.6630913064202689,0.5562846410231218
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.5276162790697675,0.4625066066125783,0.5475612498453231,0.512561378509223
183,184,0.2194767441860465,0.3531029626297115,0.28462164430385173,0.2857337837065366
184,185,0.5290697674418605,0.8643025769797161,0.8324390016788327,0.7419371153668032
185,186,0.6191860465116279,0.617913346119519,0.9329594665083017,0.7233529530464828
186,187,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
187,188,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
188,189,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
189,190,0.3226744186046512,0.2753831153203332,0.3787008188082881,0.3255861175777575
190,191,0.20348837209302326,0.2495070149492003,0.2615048338718825,0.238166740304702
191,192,0.0,0.0,0.0,0.0
192,193,0.3386627906976744,0.3719197724204426,0.4118026263249283,0.37412839648101515
193,194,0.5261627906976745,0.43561293357269126,0.48641321170448043,0.4827296453249487
194,195,0.40406976744186046,0.6053234812954287,0.6553207162524328,0.554904654996574
195,196,0.0,0.0,0.0,0.0
196,197,0.3008720930232558,0.5016911043971489,0.4911375000683854,0.4312335658295967
197,198,0.38808139534883723,0.09634918180316522,0.352239778328559,0.27889011849352047
198,199,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
199,200,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
200,201,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
201,202,1.0,0.7159410698937779,0.7832027332776883,0.8330479343904887
202,203,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
203,204,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
204,205,0.5465116279069767,0.39951001672908854,0.588490219242957,0.5115039546263408
205,206,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
206,207,0.0,0.0,0.0,0.0
207,208,0.6366279069767442,0.8129770470692262,1.0,0.8165349846819902
208,209,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
209,210,0.2936046511627907,0.41318061432079783,0.4955478874731275,0.4007777176522387
210,211,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
211,212,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
212,213,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
213,214,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
214,215,0.22093023255813954,0.4831620581118026,0.4385569018589755,0.38088306417630585
215,216,0.21511627906976744,0.40613972422491273,0.369826002948675,0.3303606687477851
216,217,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
217,218,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
218,219,0.24854651162790697,0.39579163066643996,0.4226104790105384,0.3556495404349618
219,220,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
220,221,0.0,0.0,0.0,0.0
221,222,0.06831395348837209,0.12880789723621783,0.1441164660224096,0.11374610558233318
222,223,0.251453488372093,0.30850629341058433,0.330851786851979,0.29693718954488546
223,224,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
224,225,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
225,226,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
226,227,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
227,228,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
228,229,0.2136627906976744,0.42760310440492866,0.4047962353263935,0.3486873768096655
229,230,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
230,231,0.061046511627906974,0.3119339216728971,0.22244224631099904,0.19847422653726768
231,232,0.11918604651162791,0.3444857675613546,0.2377971204688923,0.23382297818062492
232,233,0.17587209302325582,0.4020508834393557,0.3345067713454019,0.30414324926933783
233,234,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.6162790697674418,0.6735880710952534,0.6855109013056152,0.6584593473894369
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.40988372093023256,0.7083014745588598,0.6655045904603504,0.5945632619831476
242,243,0.26744186046511625,0.5560622612365713,0.5177063992246138,0.4470701736421005
243,244,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
244,245,0.0,0.0,0.0,0.0
245,246,0.38808139534883723,0.5032978375032733,0.5865849798404472,0.49265473756418593
246,247,0.3313953488372093,0.5229306807623006,0.47363083901222996,0.4426522895372466
247,248,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
248,249,0.20348837209302326,0.3498742984692775,0.4294102598646438,0.3275909768089815
249,250,0.3066860465116279,0.4140646310354189,0.5535306975060034,0.4247604583510167
250,251,0.21656976744186046,0.5190675838687228,0.5412125846718671,0.4256166453274834
251,252,0.061046511627906974,0.3119339216728971,0.22244224631099904,0.19847422653726768
252,253,0.0,0.0,0.0,0.0
253,254,0.6700581395348837,0.3157495588533889,0.5101627391769369,0.49865681252173655
254,255,0.438953488372093,0.7436625865454556,0.7043989191683622,0.6290049980286369
255,256,0.47238372093023256,0.3317400266338233,0.5141213571753944,0.4394150349131501
256,257,0.6947674418604651,0.751753870783501,0.9306381441654106,0.7923864856031256
257,258,0.48401162790697677,0.4515076665270247,0.6107526860061968,0.5154239934800661
258,259,0.38953488372093026,0.6043235006678942,0.5913571750233506,0.528405186470725
259,260,0.23982558139534885,0.25165108780641793,0.25984575272217664,0.25044080730798113
260,261,0.5130813953488372,0.6248425961998867,0.8061323608973217,0.6480187841486819
261,262,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
262,263,0.0,0.0,0.0,0.0
263,264,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
264,265,0.25872093023255816,0.38862238316523856,0.4675828490614646,0.3716420541530871
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
269,270,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
270,271,0.07848837209302326,0.13652981977942324,0.08950228959489293,0.10150682715577981
271,272,0.15988372093023256,0.21853016510839227,0.26036351426656734,0.2129258001017307
272,273,0.0,0.0,0.0,0.0
273,274,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
274,275,0.0,0.0,0.0,0.0
275,276,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
276,277,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
277,278,0.09593023255813954,0.1832758995918095,0.15658605489169045,0.14526406234721315
278,279,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
279,280,0.0,0.0,0.0,0.0
280,281,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
281,282,0.26308139534883723,0.43096964757016487,0.43979505353408493,0.37794869881769566
282,283,0.0,0.0,0.0,0.0
283,284,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
284,285,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
285,286,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.563953488372093,0.8025072771108755,0.8128883470980264,0.726449704193665
289,290,0.3793604651162791,0.5559456415561207,0.590006048892188,0.5084373851881959
290,291,0.38226744186046513,0.7650970816782965,0.6564622852640336,0.6012756029342651
291,292,0.4418604651162791,0.6866114583134509,0.6286482301324944,0.5857067178540748
292,293,0.21511627906976744,0.40613972422491273,0.369826002948675,0.3303606687477851
293,294,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
294,295,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
295,296,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
296,297,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
297,298,0.29069767441860467,0.6088955253076211,0.5492799572601887,0.4829577189954715
298,299,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
299,300,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
300,301,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
301,302,0.42296511627906974,0.36273523739234614,0.5084187853699521,0.43137304634712265
302,303,0.3066860465116279,0.5122575317501274,0.5222596762274264,0.44706775149639394
303,304,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
304,305,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
305,306,0.6744186046511628,0.5708674859723457,0.771699425192097,0.6723285052718685
306,307,0.30377906976744184,0.247348994369045,0.4363219303541172,0.3291499981635347
307,308,0.0,0.0,0.0,0.0
308,309,0.16279069767441862,0.3793278511357326,0.29309036427766205,0.2784029710292711
309,310,0.5159883720930233,0.7702273308546148,0.7685921425034339,0.6849359484836907
310,311,0.5348837209302325,0.5806704295905052,0.7028588332923592,0.6061376612710322
311,312,0.21511627906976744,0.342581873688917,0.30110060056690496,0.2862662511085298
312,313,0.30523255813953487,0.577013310827437,0.6265883915697309,0.5029447535122342
313,314,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
314,315,0.21511627906976744,0.40613972422491273,0.369826002948675,0.3303606687477851
315,316,0.0,0.0,0.0,0.0
316,317,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
317,318,0.41424418604651164,0.5166899090333101,0.534637922293768,0.4885240057911966
318,319,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
319,320,0.31976744186046513,0.49697898361169224,0.48221094137865955,0.43298578895027234
320,321,0.3706395348837209,1.0,0.6955570478331131,0.6887321942389447
321,322,0.13953488372093023,0.34853131892581013,0.28261595025523445,0.2568940509673249
322,323,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
323,324,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
324,325,0.2601744186046512,0.3434918556946119,0.35143561695946157,0.31836729708624156
325,326,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
326,327,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
327,328,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
328,329,0.06831395348837209,0.12880789723621783,0.1441164660224096,0.11374610558233318
329,330,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
330,331,0.061046511627906974,0.3119339216728971,0.22244224631099904,0.19847422653726768
331,332,0.023255813953488372,0.11076685182843954,0.11906249509624223,0.08436172029272337
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
347,348,0.08866279069767442,0.2327858711271835,0.21826388145940925,0.17990418109475573
348,349,0.06976744186046512,0.2866547639469887,0.3179622375590501,0.2247948144555013
349,350,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
350,351,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
351,352,0.08866279069767442,0.2327858711271835,0.21826388145940925,0.17990418109475573
352,353,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
353,354,0.0,0.0,0.0,0.0
354,355,0.18313953488372092,0.21223561505042932,0.3048673465575028,0.2334141654972177
355,356,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
356,357,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
357,358,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
358,359,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
359,360,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
360,361,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
361,362,0.7965116279069767,0.3235441770125517,0.568169616849646,0.5627418072563914
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.25290697674418605,0.5498720345413075,0.5203961795196399,0.4410583969350445
365,366,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
366,367,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
367,368,0.438953488372093,0.6380587767736727,0.7051113604681502,0.5940412085379719
368,369,0.2601744186046512,0.39624429071061223,0.4290189639085602,0.3618125577412745
369,370,0.3168604651162791,0.29200699432911426,0.4539085130863445,0.3542586575105793
370,371,0.21511627906976744,0.40613972422491273,0.369826002948675,0.3303606687477851
371,372,0.6409883720930233,0.541780590639683,0.6500803093884774,0.6109497573737279
372,373,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
373,374,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
374,375,0.4941860465116279,0.4245632696672275,0.5066989064726115,0.47514940755048896
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
378,379,0.34593023255813954,0.6862763242617732,0.630195004479919,0.5541338537666106
379,380,0.45058139534883723,0.851962239160893,0.7682255770720582,0.6902564038605962
380,381,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
381,382,0.38372093023255816,0.6256720539255392,0.7046410678267646,0.571344683994954
382,383,0.1511627906976744,0.2921430546442959,0.3408281682307693,0.26137800452424653
383,384,0.38953488372093026,0.6043235006678942,0.5913571750233506,0.528405186470725
384,385,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
385,386,0.45058139534883723,0.7782269882026426,0.7395224880773473,0.6561102905429425
386,387,0.0,0.0,0.0,0.0
387,388,0.40988372093023256,0.7083014745588598,0.6655045904603504,0.5945632619831476
388,389,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
389,390,0.46075581395348836,0.5529561679903564,0.5842479377604612,0.532653306568102
390,391,0.4694767441860465,0.7214125612727474,0.8268272096754825,0.6725721717114256
391,392,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
392,393,0.23546511627906977,0.5101176981158784,0.4439734183856747,0.3965187442602076
393,394,0.3488372093023256,0.3963675528859628,0.4430623441493513,0.3960890354458799
394,395,0.5087209302325582,0.709350644971435,0.7933340565460499,0.670468543916681
395,396,0.40843023255813954,0.5846451285480836,0.660490051468304,0.5511884708581757
396,397,0.3691860465116279,0.5003455267769285,0.5172097595863511,0.46224711095830245
397,398,0.09011627906976744,0.5232235656714592,0.3580866964461769,0.3238088470624678
398,399,0.24854651162790697,0.27080604829389465,0.3439204765390134,0.28775767882027165
399,400,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
400,401,0.7761627906976745,0.2448619166319855,0.5787366365094808,0.5332537812797136
401,402,0.061046511627906974,0.3119339216728971,0.22244224631099904,0.19847422653726768
402,403,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
403,404,0.1744186046511628,0.1981837764429814,0.22153117207467565,0.19804451772293996
404,405,0.0,0.0,0.0,0.0
405,406,0.313953488372093,0.32723037605033495,0.2592416180769786,0.30014182749980217
406,407,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
407,408,0.48401162790697677,0.34889766479643625,0.45932481384027973,0.4307447021812309
408,409,0.561046511627907,0.34719961351330114,0.4210570247905797,0.4431010499772626
409,410,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
410,411,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
411,412,0.0,0.0,0.0,0.0
412,413,0.2558139534883721,0.3645108782397723,0.4073731874988013,0.34256600640898194
413,414,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
414,415,0.0,0.0,0.0,0.0
415,416,0.4694767441860465,0.890883583314256,0.818627714219388,0.7263293472398967
416,417,0.4433139534883721,0.7897886520958416,0.6837761610819806,0.6389595888887314
417,418,0.18895348837209303,0.29504836238375853,0.332527157232198,0.27217633599601654
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
421,422,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
422,423,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
423,424,0.020348837209302327,0.10397797389096568,0.0741474154369997,0.06615807551242257
424,425,0.0,0.0,0.0,0.0
425,426,0.22965116279069767,0.49789082406489926,0.47957541126374004,0.40237246603977894
426,427,0.040697674418604654,0.20795594778193136,0.1482948308739994,0.13231615102484515
427,428,0.19476744186046513,0.3021617503339471,0.2956785875116753,0.2642025932353625
