,feature,Logistic Regression,Ridge Classifier,Light Gradient Boosting Machine,mean_imp
145,146,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
146,147,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
147,148,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
148,149,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
149,150,0.0,0.0,0.0,0.0
150,151,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
151,152,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
152,153,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
153,154,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
154,155,0.0,0.0,0.0,0.0
155,156,0.22679491172488578,0.2634933303649287,0.17520858164481526,0.2218322745782099
156,157,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
157,158,0.4377400061210503,0.4232318694535473,0.3635280095351609,0.4081666283699195
158,159,0.41103967874536995,0.40610049596562364,0.3063170441001192,0.3744857396037043
159,160,0.3955881079297592,0.27890273049118697,0.4266984505363528,0.36706309631909967
160,161,0.3976075898672752,0.37394433375444336,0.265792610250298,0.34578151129067214
161,162,0.41174533822259396,0.4528718118823747,0.27532777115613827,0.3799816404203689
162,163,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
163,164,0.5936356212851743,0.6349971592954802,0.43861740166865315,0.5557500607497693
164,165,0.5248520160633897,0.5655579507177977,0.24433849821215733,0.44491615499778153
165,166,0.5089202864247651,0.5185491037489187,0.35160905840286055,0.45969281619218144
166,167,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
167,168,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
168,169,0.3678375080957211,0.4105832673624073,0.22765196662693682,0.33535758069502175
169,170,0.787978570400787,0.6495303784484947,0.6317044100119189,0.689737786287067
170,171,0.524082264764895,0.6113901243421688,0.32777115613825986,0.4877478484151079
171,172,0.5938751205248164,0.6043850481098141,0.3063170441001192,0.5015257375782499
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.4602686189358844,0.38710033326518983,0.26102502979737785,0.3694646606661507
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.5005777920589044,0.47131569259261036,0.5256257449344458,0.4991730765286535
183,184,0.349178486393782,0.42102803414937157,0.3289630512514899,0.36638985726488116
184,185,0.738168212791341,0.8854493459830474,0.49821215733015495,0.7072765720348477
185,186,0.63806093416886,0.5291464601788939,0.3909415971394517,0.5193829971624019
186,187,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
187,188,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
188,189,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
189,190,0.3748286774081256,0.5546193340603415,0.40166865315852207,0.44370555487566304
190,191,0.26531694266350164,0.30118375177794515,0.2395709177592372,0.268690537400228
191,192,0.0,0.0,0.0,0.0
192,193,0.302709094770069,0.27549513261446107,0.31227651966626935,0.2968269156835998
193,194,0.4309764563748566,0.4043147917249044,0.30870083432657924,0.38133069414211346
194,195,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
195,196,0.0,0.0,0.0,0.0
196,197,0.5778922613007859,0.5964533518723916,0.43861740166865315,0.5376543382806102
197,198,0.40840015951521036,0.21827021461545215,0.3063170441001192,0.31099580607692723
198,199,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
199,200,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
200,201,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
201,202,0.6780423246457946,0.6586630050728228,1.0,0.7789017765728725
202,203,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
203,204,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
204,205,0.43938459285962783,0.4090613825249596,0.38498212157330153,0.411142698985963
205,206,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
206,207,0.0,0.0,0.0,0.0
207,208,1.0,0.9064442310859847,0.834326579261025,0.9135902701156698
208,209,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
209,210,0.3792250320425137,0.3501295277564381,0.2467222884386174,0.325358949412523
210,211,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
211,212,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
212,213,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
213,214,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
214,215,0.38555211230114533,0.46802240850393145,0.2359952324195471,0.36318991774154125
215,216,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
216,217,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
217,218,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
218,219,0.3940742299242777,0.4224853654814973,0.28843861740166865,0.3683327376024812
219,220,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
220,221,0.0,0.0,0.0,0.0
221,222,0.07818285093109302,0.07894111222955737,0.029797377830750895,0.06230711366380043
222,223,0.33653045686527483,0.3177147999349849,0.2622169249106079,0.3054873939036225
223,224,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
224,225,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
225,226,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
226,227,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
227,228,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
228,229,0.3638765679616477,0.46285494196867166,0.3170441001191895,0.3812585366831696
229,230,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
230,231,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
231,232,0.32412970363210963,0.42057909148369044,0.29916567342073896,0.34795815617884635
232,233,0.5221693973506351,0.6214526107561669,0.4445768772348033,0.5293996284472018
233,234,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.6596911776362687,0.6868562978760007,0.600715137067938,0.6490875375267358
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.5936356212851743,0.6349971592954802,0.43861740166865315,0.5557500607497693
242,243,0.5131903795020175,0.5683295843316358,0.367103694874851,0.4828745529028348
243,244,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
244,245,0.0,0.0,0.0,0.0
245,246,0.44546846730068546,0.40022812187759305,0.2729439809296782,0.37288019003598555
246,247,0.3848381815066689,0.4431022325082569,0.25744934445768775,0.36179658615753785
247,248,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
248,249,0.36235589223392445,0.3901675621938511,0.2824791418355185,0.34500086542109804
249,250,0.34443712279844974,0.29203105874896135,0.3075089392133492,0.31465904025358676
250,251,0.40573431558353323,0.38863700729160544,0.14183551847437426,0.3120689471165043
251,252,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
252,253,0.0,0.0,0.0,0.0
253,254,0.43366580241434416,0.46834437825107994,0.6209773539928486,0.5076625115527577
254,255,0.5936356212851743,0.6349971592954802,0.43861740166865315,0.5557500607497693
255,256,0.3044473712572875,0.24762716299991572,0.21811680572109654,0.2567304466594333
256,257,0.7382270449504282,0.5909576579058852,0.5232419547079857,0.6174755525214329
257,258,0.47857326046495874,0.4597090629608063,0.39451728247914186,0.4442665353016357
258,259,0.5936356212851743,0.6349971592954802,0.43861740166865315,0.5557500607497693
259,260,0.28357098301441985,0.3101430245720722,0.30274135876042907,0.29881845544897373
260,261,0.5457802970613709,0.5750612669266916,0.3909415971394517,0.503927720375838
261,262,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
262,263,0.0,0.0,0.0,0.0
263,264,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
264,265,0.3926982501583706,0.3446766646623814,0.24910607866507747,0.32882699782860986
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
269,270,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
270,271,0.06136130193223564,0.10418953097268922,0.07032181168057211,0.07862421486183233
271,272,0.2741290376661189,0.25828141482093325,0.19427890345649582,0.24222978531451597
272,273,0.0,0.0,0.0,0.0
273,274,0.15765839436130655,0.09725438794628925,0.13110846245530394,0.12867374825429992
274,275,0.0,0.0,0.0,0.0
275,276,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
276,277,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
277,278,0.21245904155174217,0.2909263906970318,0.17163289630512515,0.22500610951796637
278,279,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
279,280,0.0,0.0,0.0,0.0
280,281,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
281,282,0.37500066157368017,0.3964396918772975,0.24910607866507747,0.340182144038685
282,283,0.0,0.0,0.0,0.0
283,284,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
284,285,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
285,286,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.7590692310778244,0.7943009586877197,0.5435041716328963,0.6989581204661469
289,290,0.5341348517154825,0.5800394979992471,0.3933253873659118,0.5024999123602139
290,291,0.7086615842298593,0.9808734346584165,0.5172824791418356,0.7356058326767038
291,292,0.48090823773092983,0.5942817440053614,0.2872467222884386,0.4541455680082433
292,293,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
293,294,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
294,295,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
295,296,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
296,297,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
297,298,0.5583990601254059,0.5871973206827252,0.29201430274135876,0.47920356118316326
298,299,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
299,300,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
300,301,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
301,302,0.37491411538801217,0.3642914292522962,0.3396901072705602,0.3596318839702895
302,303,0.5333491607191598,0.5701873495747605,0.41120381406436235,0.5049134414527608
303,304,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
304,305,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
305,306,0.6961103280721795,0.6600012598337476,0.6328963051251489,0.6630026310103587
306,307,0.38778922970848445,0.36982747066850163,0.24553039332538737,0.3343823645674578
307,308,0.0,0.0,0.0,0.0
308,309,0.3590825976708302,0.5914288615382799,0.2431466030989273,0.39788602076934576
309,310,0.6277991388863571,0.7528375056119531,0.4505363528009535,0.6103909990997546
310,311,0.5445064752834345,0.495037638982194,0.32419547079856975,0.4545798616880661
311,312,0.10644981650813985,0.10492431324106201,0.11203814064362336,0.10780409013094173
312,313,0.5182675809686649,0.6135082682809484,0.3039332538736591,0.47856970104109076
313,314,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
314,315,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
315,316,0.0,0.0,0.0,0.0
316,317,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
317,318,0.5968770897561564,0.6143600417498903,0.49821215733015495,0.5698164296120672
318,319,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
319,320,0.43602638104917435,0.4175510270493342,0.2467222884386174,0.3667665655123753
320,321,0.6260123869589571,1.0,0.43504171632896305,0.6870180344293066
321,322,0.2500968846801778,0.3029921355792933,0.10607866507747318,0.21972256177898145
322,323,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
323,324,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
324,325,0.27055920305504005,0.31446988868749604,0.15852205005959474,0.24785038060071027
325,326,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
326,327,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
327,328,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
328,329,0.07818285093109302,0.07894111222955737,0.029797377830750895,0.06230711366380043
329,330,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
330,331,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
331,332,0.06791135002320448,0.12527265944229868,0.0059594755661501785,0.06638116167721778
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
347,348,0.20956705178103002,0.23713589248505795,0.14421930870083433,0.19697408432230742
348,349,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
349,350,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
350,351,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
351,352,0.20956705178103002,0.23713589248505795,0.14421930870083433,0.19697408432230742
352,353,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
353,354,0.0,0.0,0.0,0.0
354,355,0.21029429845327158,0.18898797934303974,0.15494636471990464,0.18474288083873866
355,356,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
356,357,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
357,358,0.33086721958530024,0.31860759878447903,0.2097735399284863,0.2864161194327552
358,359,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
359,360,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
360,361,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
361,362,0.40290926218487344,0.3637641633966085,0.6948748510131109,0.4871827588648643
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.5063848624236171,0.554634472132798,0.3635280095351609,0.47484911469719204
365,366,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
366,367,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
367,368,0.6895526596149992,0.6098131430166445,0.4028605482717521,0.5674087836344652
368,369,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
369,370,0.48756602859672354,0.3712274550247664,0.4052443384982122,0.4213459407065674
370,371,0.4282020114925241,0.4756933599032407,0.33373063170441003,0.4125420010333916
371,372,0.5888807522472048,0.536092354168701,0.566150178784267,0.563707761733391
372,373,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
373,374,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
374,375,0.577294509024876,0.5524858469422527,0.45292014302741357,0.5275668329981807
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.2965995962369445,0.26862122467973804,0.18593563766388557,0.2503854861935227
378,379,0.6781898653741245,0.7758387193000582,0.533969010727056,0.6626658651337463
379,380,0.7391397838329568,0.8626451519640749,0.45172824791418353,0.6845043945704051
380,381,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
381,382,0.5805756774569434,0.6616684173659813,0.3575685339690107,0.5332708762639784
382,383,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
383,384,0.5936356212851743,0.6349971592954802,0.43861740166865315,0.5557500607497693
384,385,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
385,386,0.7056016951134327,0.8091218693458772,0.4791418355184744,0.6646217999925949
386,387,0.0,0.0,0.0,0.0
387,388,0.7250198221351113,0.7931919395509808,0.5530393325387366,0.6904170314082761
388,389,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
389,390,0.519903305963088,0.5437483413861853,0.3420738974970203,0.46857518161543127
390,391,0.7507464750454217,0.7315773868336514,0.49821215733015495,0.6601786730697426
391,392,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
392,393,0.5595862123424611,0.6338881401587413,0.44815256257449343,0.5472089716918985
393,394,0.40534691290840646,0.5508391535251755,0.2205005959475566,0.3922288874603795
394,395,0.6594059711839293,0.6477229377489739,0.36471990464839094,0.5572829378604314
395,396,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
396,397,0.4622514204352372,0.4768023790399796,0.32419547079856975,0.42108309009126216
397,398,0.5469621258994031,0.7628340341360232,0.42431466030989273,0.5780369401151063
398,399,0.37417818887377396,0.3463377719404224,0.33492252681764006,0.3518128292106122
399,400,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
400,401,0.4498050029239412,0.23224375937369113,0.566150178784267,0.41606631369396646
401,402,0.394152602549811,0.47458434076650174,0.3432657926102503,0.404000911975521
402,403,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
403,404,0.16543360979265012,0.15930379939223951,0.10488676996424315,0.1432080597163776
404,405,0.0,0.0,0.0,0.0
405,406,0.29238419667981436,0.37599537667139876,0.2872467222884386,0.3185420985465506
406,407,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
407,408,0.45292988070470713,0.3871890387913905,0.3456495828367104,0.39525616744426934
408,409,0.4142339480497659,0.4251549629346398,0.5303933253873659,0.4565940787905906
409,410,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
410,411,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
411,412,0.0,0.0,0.0,0.0
412,413,0.43533448530151814,0.5400039305490512,0.33492252681764006,0.4367536475560698
413,414,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
414,415,0.0,0.0,0.0,0.0
415,416,0.7179653465134409,0.8218550522052867,0.4898688915375447,0.6765630967520907
416,417,0.5586752028716702,0.7217120119336395,0.44576877234803336,0.5753853290511143
417,418,0.35929348711067666,0.41795229861065225,0.30154946364719903,0.359598416456176
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
421,422,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
422,423,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
423,424,0.131384200849937,0.1581947802555006,0.11442193087008343,0.134666970658507
424,425,0.0,0.0,0.0,0.0
425,426,0.40659353892160777,0.42254717325842034,0.2622169249106079,0.363785879030212
426,427,0.262768401699874,0.3163895605110012,0.22884386174016685,0.269333941317014
427,428,0.29681781064258717,0.3174985796477401,0.21930870083432658,0.27787503037488465
428,429,0.540763059799613,0.6906246017486121,0.5268176400476758,0.5860684338653003
429,430,0.6878051952093766,0.7101420639533448,0.4576877234803337,0.6185449942143517
430,431,0.5044420882881109,0.5721889474431004,0.4469606674612634,0.5078639010641582
