,feature,Gradient Boosting Classifier,Extreme Gradient Boosting,Light Gradient Boosting Machine,mean_imp
148,149,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
149,150,0.0,0.0,0.0,0.0
150,151,0.29910646471650615,0.34740052,0.036193029490616625,0.22756667015957133
151,152,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
152,153,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
153,154,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
154,155,0.0,0.0,0.0,0.0
155,156,0.310766098361446,0.08767022,0.1903485254691689,0.1962616152517989
156,157,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
157,158,0.38654001662100057,0.21370137,0.2680965147453083,0.28944596624818125
158,159,0.434145125838017,0.20155135,0.2801608579088472,0.3052857772392756
159,160,0.38042533678616247,0.080374576,0.4477211796246649,0.30284036418739946
160,161,0.3476830847545506,0.07751764,0.2734584450402145,0.23288639112188836
161,162,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
162,163,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
163,164,0.7331347699370014,0.37942073,0.2707774798927614,0.4611109924403805
164,165,0.3044720719305283,0.07968123,0.29088471849865954,0.2250126743335966
165,166,0.5681764969051973,0.15967353,0.39946380697050937,0.37577127691961065
166,167,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
167,168,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
168,169,0.3684063615116458,0.1973991,0.1554959785522788,0.24043381158824595
169,170,0.3715361653042069,0.15061694,0.67828418230563,0.40014576381534966
170,171,0.6381635402487571,0.27289394,0.26273458445040215,0.39126402004704336
171,172,0.48034323025317915,1.0,0.46648793565683644,0.6489437219700052
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.5359685435332204,0.1521763,0.2868632707774799,0.3250027066541217
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.41974037899296585,0.19165818,0.4410187667560322,0.35080577656043416
183,184,0.2379144041453078,0.23585457,0.16621983914209115,0.21332960312821947
184,185,0.7371441479615616,0.2961968,0.4477211796246649,0.49368737204521657
185,186,0.3350600993037608,0.09874124,0.4584450402144772,0.2974154601058883
186,187,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
187,188,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
188,189,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
189,190,0.08133519142529252,0.015272001,0.43029490616621985,0.17563403279868528
190,191,0.11192405326712092,0.117426865,0.1769436997319035,0.13543153926728727
191,192,0.0,0.0,0.0,0.0
192,193,0.11038397913968818,0.1264976,0.29222520107238603,0.17636892557145942
193,194,0.266892729781782,0.08654007,0.4155495978552279,0.25632746693112224
194,195,0.6334336117004528,0.26718506,0.2828418230563003,0.3944868323089272
195,196,0.0,0.0,0.0,0.0
196,197,0.49403176092057544,0.308617,0.25067024128686327,0.35110633267296704
197,198,0.16455228273102207,0.42084447,0.3109919571045576,0.2987962351099119
198,199,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
199,200,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
200,201,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
201,202,0.6383646617820194,0.3132882,0.9048257372654156,0.618826203623315
202,203,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
203,204,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
204,205,0.3274587640656489,0.09598349,0.37935656836461124,0.26759960759270746
205,206,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
206,207,0.0,0.0,0.0,0.0
207,208,0.7843836853627373,0.4312745,0.5107238605898123,0.5754606831406722
208,209,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
209,210,0.27462047610930956,0.08475972,0.23324396782841822,0.1975413878691822
210,211,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
211,212,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
212,213,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
213,214,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
214,215,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
215,216,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
216,217,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
217,218,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
218,219,0.4101116654777536,0.19595522,0.22117962466487937,0.27574883567574865
219,220,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
220,221,0.0,0.0,0.0,0.0
221,222,0.21280817176178296,0.067626946,0.07238605898123325,0.11760705880581186
222,223,0.10066519698870763,0.1257064,0.22386058981233245,0.1500773970828652
223,224,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
224,225,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
225,226,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
226,227,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
227,228,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
228,229,0.3661653047920754,0.19009969,0.33109919571045576,0.2957880622955774
229,230,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
230,231,0.29910646471650615,0.34740052,0.036193029490616625,0.22756667015957133
231,232,0.2433051781094514,0.24536039,0.09115281501340483,0.19327279415823365
232,233,0.49501697082247437,0.4108637,0.1380697050938338,0.3479834578150491
233,234,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.6027619739343909,0.33527443,0.6166219839142091,0.5182194619925987
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.8328369248425035,0.4952209,0.2828418230563003,0.5369665491602377
242,243,0.468878219201226,0.30590653,0.16890080428954424,0.3145618525619055
243,244,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
244,245,0.0,0.0,0.0,0.0
245,246,0.5342338899654413,0.15745515,0.3163538873994638,0.33601430789253955
246,247,0.29228635015754423,0.078543246,0.2774798927613941,0.21610316290377574
247,248,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
248,249,0.34740836496431776,0.19691244,0.22386058981233245,0.2560604641513446
249,250,0.04471046442737974,0.024645152,0.26541554959785524,0.11159038853189145
250,251,0.273791333980046,0.08007063,0.15683646112600536,0.17023280827399026
251,252,0.29910646471650615,0.34740052,0.036193029490616625,0.22756667015957133
252,253,0.0,0.0,0.0,0.0
253,254,0.050524749624625644,0.01139233,0.6863270777479893,0.24941471906403845
254,255,0.7331347699370014,0.37942073,0.2707774798927614,0.4611109924403805
255,256,0.36343165460135124,0.1050326,0.2801608579088472,0.24954170432421172
256,257,0.33224546297377366,0.10466012,0.5361930294906166,0.3243662053503483
257,258,0.31273170553966395,0.08862492,0.3806970509383378,0.26068455781624383
258,259,0.7331347699370014,0.37942073,0.2707774798927614,0.4611109924403805
259,260,0.15985125042248274,0.14754464,0.20107238605898123,0.1694894246012966
260,261,0.28915398760224786,0.08026084,0.4101876675603217,0.2598674994003762
261,262,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
262,263,0.0,0.0,0.0,0.0
263,264,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
264,265,0.28053031881834556,0.08086703,0.2131367292225201,0.19151135925579033
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
269,270,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
270,271,0.04390086829844732,0.013760037,0.06702412868632708,0.04156167792455174
271,272,0.11355448997702074,0.11841455,0.1380697050938338,0.12334624869684103
272,273,0.0,0.0,0.0,0.0
273,274,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
274,275,0.0,0.0,0.0,0.0
275,276,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
276,277,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
277,278,0.1140072598586905,0.11702745,0.045576407506702415,0.09220370466433658
278,279,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
279,280,0.0,0.0,0.0,0.0
280,281,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
281,282,0.5793755567302837,0.2573373,0.20777479892761394,0.34816255254247525
282,283,0.0,0.0,0.0,0.0
283,284,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
284,285,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
285,286,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,1.0,0.4533309,0.3941018766756032,0.6158109269736599
289,290,0.7688442541686794,0.30406308,0.34584450402144773,0.47291727997715344
290,291,0.5438611399729429,0.3123068,0.39812332439678283,0.4180970853045621
291,292,0.5776313284244446,0.16158041,0.3136729222520107,0.3509615547521321
292,293,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
293,294,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
294,295,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
295,296,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
296,297,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
297,298,0.382001086024256,0.20325674,0.20241286863270777,0.2625568986076929
298,299,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
299,300,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
300,301,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
301,302,0.1721667071094669,0.063602336,0.3579088471849866,0.19789263001517007
302,303,0.5111488447777878,0.30648243,0.24664879356568364,0.3547600242054125
303,304,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
304,305,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
305,306,0.2727535614437371,0.15530786,0.5214477211796247,0.3165030472685732
306,307,0.009598851555584558,0.0032769258,0.25067024128686327,0.08784867286976279
307,308,0.0,0.0,0.0,0.0
308,309,0.20593145558558118,0.23436597,0.11796246648793565,0.18608663065661113
309,310,0.47976012816073516,0.20611677,0.48257372654155495,0.38948354014660785
310,311,0.5456192433976771,0.1526593,0.353887399463807,0.35072197995030835
311,312,0.015234108334155089,0.0008888131,0.14209115281501342,0.052738024753855084
312,313,0.3795844865953333,0.19672106,0.24932975871313673,0.2752117691242136
313,314,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
314,315,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
315,316,0.0,0.0,0.0,0.0
316,317,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
317,318,0.49899434060345427,0.32431376,0.31233243967828417,0.3785468466951702
318,319,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
319,320,0.26805884893774506,0.07888554,0.21447721179624665,0.18714053370005482
320,321,0.2236650264449843,0.16272841,0.41152815013404825,0.26597386350616953
321,322,0.0011936188747463663,0.0049753557,0.09115281501340483,0.0324405965280281
322,323,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
323,324,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
324,325,0.27695606727780003,0.07734425,0.1675603217158177,0.17395354755095535
325,326,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
326,327,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
327,328,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
328,329,0.21280817176178296,0.067626946,0.07238605898123325,0.11760705880581186
329,330,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
330,331,0.29910646471650615,0.34740052,0.036193029490616625,0.22756667015957133
331,332,0.006306825467666272,0.0,0.002680965147453083,0.002995930205039785
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
347,348,0.31251032666728495,0.18342713,0.08445040214477212,0.19346261800919584
348,349,6.168011796525332e-05,0.0077865715,0.1260053619302949,0.04461787118737386
349,350,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
350,351,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
351,352,0.31251032666728495,0.18342713,0.08445040214477212,0.19346261800919584
352,353,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
353,354,0.0,0.0,0.0,0.0
354,355,0.08975860980757011,0.0019437431,0.19839142091152814,0.09669792460277075
355,356,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
356,357,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
357,358,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
358,359,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
359,360,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
360,361,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
361,362,0.24695829684268106,0.13657849,0.5911528150134048,0.32489653240858934
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.4819139331895056,0.31089777,0.1742627345844504,0.32235814510591626
365,366,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
366,367,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
367,368,0.6341532730070023,0.26559094,0.306970509383378,0.402238239445297
368,369,0.3665982250274833,0.19360365,0.19839142091152814,0.2528644318914874
369,370,0.17661234690513314,0.1251227,0.17292225201072386,0.15821909835904238
370,371,0.46626953987400277,0.30551055,0.14745308310991956,0.3064110579071011
371,372,0.4460750768488817,0.1997937,0.5911528150134048,0.41234052942192995
372,373,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
373,374,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
374,375,0.4207545208978617,0.21300995,0.3512064343163539,0.3283236362376853
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.15384071542822567,0.12326187,0.18096514745308312,0.15268924394500452
378,379,0.4731622935628579,0.3138545,0.3378016085790885,0.3749394626307149
379,380,0.6563851724855995,0.2742259,0.3726541554959786,0.43442173953934066
380,381,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
381,382,0.7092855557956947,0.38137147,0.3190348525469169,0.46989729221606646
382,383,0.09976383502346729,0.12358675,0.1380697050938338,0.12047343054597826
383,384,0.7331347699370014,0.37942073,0.2707774798927614,0.4611109924403805
384,385,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
385,386,0.7386484501011062,0.38113517,0.3042895442359249,0.4746910533428023
386,387,0.0,0.0,0.0,0.0
387,388,0.8328369248425035,0.4952209,0.2828418230563003,0.5369665491602377
388,389,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
389,390,0.5456309859238735,0.19241859,0.3418230563002681,0.3599575441373893
390,391,0.7327374718034779,0.38259608,0.3739946380697051,0.4964427284693345
391,392,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
392,393,0.5659716947795048,0.42131072,0.15951742627345844,0.3822666146269582
393,394,0.5337304601259973,0.14782037,0.24664879356568364,0.3093998740336126
394,395,0.43388020716621106,0.1451754,0.37131367292225204,0.3167897591615169
395,396,0.6369647162887996,0.32125545,0.26943699731903487,0.4092190530293937
396,397,0.6334326150314993,0.26362056,0.2587131367292225,0.3852554357205234
397,398,0.36672603949721927,0.38213405,0.1032171581769437,0.2840257492683357
398,399,0.18531309555499065,0.121667475,0.19571045576407506,0.16756367527578375
399,400,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
400,401,0.4975292676535864,0.011903808,0.7225201072386059,0.41065106111479377
401,402,0.29910646471650615,0.34740052,0.036193029490616625,0.22756667015957133
402,403,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
403,404,0.26686523006299867,0.073910184,0.12332439678284182,0.1546999370168063
404,405,0.0,0.0,0.0,0.0
405,406,0.16458120169827511,0.016711267,0.3230563002680965,0.16811625622590864
406,407,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
407,408,0.3857419201371867,0.19536157,0.4101876675603217,0.33043038574044
408,409,0.11141264120702259,0.1337766,0.564343163538874,0.2698441366250462
409,410,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
410,411,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
411,412,0.0,0.0,0.0,0.0
412,413,0.19159709136830558,0.14560921,0.30294906166219837,0.2133851226441427
413,414,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
414,415,0.0,0.0,0.0,0.0
415,416,0.6475629079980265,0.27730325,0.39544235924932974,0.44010283863041044
416,417,0.4588761149457119,0.21926287,0.4249329758713137,0.3676906529943318
417,418,0.2182703584070022,0.24117716,0.14611260053619302,0.20185337183692295
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
421,422,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
422,423,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
423,424,0.09970215490550204,0.11580018,0.012064343163538873,0.07585555920338398
424,425,0.0,0.0,0.0,0.0
425,426,0.3612384781547184,0.18879558,0.23056300268096513,0.26019902076522755
426,427,0.19940430981100407,0.23160036,0.024128686327077747,0.15171111840676796
427,428,0.3665673849685007,0.18971036,0.1353887399463807,0.23055549622019025
428,429,0.4732062762853351,0.20763297,0.5924932975871313,0.42444418255421174
429,430,0.7510103062866001,0.38626766,0.306970509383378,0.48141615923943926
430,431,0.32306235885598383,0.3862348,0.1487935656836461,0.28603023820879203
431,432,0.3859707439557931,0.19207288,0.3941018766756032,0.32404850129324186
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
461,462,0.0,0.0,0.0,0.0
