,feature,Extreme Gradient Boosting,Light Gradient Boosting Machine,Logistic Regression,mean_imp
148,149,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
149,150,0.0,0.0,0.0,0.0
150,151,0.02756246,0.024390243902439025,0.28108488546307475,0.11101252976543045
151,152,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
152,153,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
153,154,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
154,155,0.0,0.0,0.0,0.0
155,156,0.18077633,0.17073170731707318,0.240125112758048,0.1972110493078519
156,157,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
157,158,0.2839959,0.2855691056910569,0.4496307306209561,0.33973191096328276
158,159,0.26245153,0.21646341463414634,0.4329472038567085,0.30395404933124115
159,160,0.18589446,0.3882113821138211,0.4925591154142373,0.35555498567135535
160,161,0.19032942,0.32215447154471544,0.46358520400606484,0.32535636437903565
161,162,0.22141579,0.1839430894308943,0.4029767031733793,0.26944519351317686
162,163,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
163,164,0.3609393,0.3150406504065041,0.5560814023837364,0.41068711563001603
164,165,0.35826656,0.27947154471544716,0.6155449674730367,0.41776102480397276
165,166,0.39243513,0.39735772357723576,0.5933142323728632,0.46103569646909426
166,167,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
167,168,0.18965714,0.16565040650406504,0.37173566301289307,0.2423477354382877
168,169,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
169,170,0.12639496,0.4380081300813008,0.8579556552842713,0.4741195808898577
170,171,0.35175183,0.3079268292682927,0.5713653443953541,0.41034800260592524
171,172,0.23087072,0.2266260162601626,0.6235895837027812,0.36036210789576967
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.39386046,0.3465447154471545,0.5215309563277036,0.4206453770341853
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.19081955,0.3699186991869919,0.5264638194544179,0.3624006884072415
183,184,0.030509843,0.16361788617886178,0.3895668202098395,0.19456484964946552
184,185,0.48588857,0.3902439024390244,0.7615673103252356,0.5458999277704546
185,186,0.37925166,0.4146341463414634,0.7582768552054494,0.5173875534877954
186,187,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
187,188,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
188,189,0.030728787,0.04065040650406504,0.2258465531027819,0.09907524893020285
189,190,0.055597756,0.2611788617886179,0.31154062412455585,0.20943908065705044
190,191,0.02395808,0.13109756097560976,0.24709859200942472,0.13405141083397407
191,192,0.0,0.0,0.0,0.0
192,193,0.16944666,0.22560975609756098,0.3984972463432547,0.26451788816972754
193,194,0.20938139,0.3821138211382114,0.5593976950000947,0.38363096759199794
194,195,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
195,196,0.0,0.0,0.0,0.0
196,197,0.19708377,0.2459349593495935,0.5144719128519656,0.31916354781011647
197,198,1.0,0.22357723577235772,0.4118289590579515,0.5451353982767698
198,199,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
199,200,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
200,201,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
201,202,0.23503688,0.6483739837398373,0.6797892682654145,0.5210667105943867
202,203,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
203,204,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
204,205,0.3067573,0.4136178861788618,0.4749439677483027,0.39843971833977077
205,206,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
206,207,0.0,0.0,0.0,0.0
207,208,0.23497406,0.48272357723577236,1.0,0.5725658779060291
208,209,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
209,210,0.28664666,0.21341463414634146,0.43145882236469757,0.31050670688454923
210,211,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
211,212,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
212,213,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
213,214,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
214,215,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
215,216,0.18965714,0.16565040650406504,0.37173566301289307,0.2423477354382877
216,217,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
217,218,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
218,219,0.23982605,0.1991869918699187,0.4140821457919,0.2843650636809283
219,220,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
220,221,0.0,0.0,0.0,0.0
221,222,0.09337239,0.056910569105691054,0.15403123370450758,0.10143806416146178
222,223,0.08074317,0.16260162601626016,0.34581705438470245,0.19638728389187488
223,224,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
224,225,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
225,226,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
226,227,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
227,228,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
228,229,0.27384204,0.21443089430894308,0.4320719348963758,0.3067816219764698
229,230,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
230,231,0.02756246,0.024390243902439025,0.28108488546307475,0.11101252976543045
231,232,0.027869146,0.037601626016260166,0.24316929702925458,0.10288002312091944
232,233,0.1652415,0.10975609756097561,0.40986394845306906,0.22828718026295436
233,234,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.4009339,0.5182926829268293,0.6759140252419183,0.5317135332345176
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.37012678,0.3231707317073171,0.6497763642047613,0.4476912932532957
242,243,0.20023347,0.21747967479674796,0.4728824136909324,0.2968651876204993
243,244,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
244,245,0.0,0.0,0.0,0.0
245,246,0.4779069,0.34552845528455284,0.5102272174930729,0.4445541951142857
246,247,0.18529749,0.25,0.4281750915769995,0.2878241935810864
247,248,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
248,249,0.19504759,0.16361788617886178,0.44698050562035274,0.2685486596518368
249,250,0.08400091,0.31808943089430897,0.532859212551093,0.31164985042791554
250,251,0.28482398,0.20630081300813008,0.5035594478010498,0.33156141490562646
251,252,0.02756246,0.024390243902439025,0.28108488546307475,0.11101252976543045
252,253,0.0,0.0,0.0,0.0
253,254,0.15052983,0.491869918699187,0.5350933474654683,0.3924976992708428
254,255,0.3609393,0.3150406504065041,0.5560814023837364,0.41068711563001603
255,256,0.3557483,0.2632113821138211,0.34773598345230655,0.3222318871167081
256,257,0.2767749,0.4969512195121951,0.7761242901028883,0.5166168075625565
257,258,0.23998635,0.3861788617886179,0.5734503422358188,0.3998718497321217
258,259,0.3609393,0.3150406504065041,0.5560814023837364,0.41068711563001603
259,260,0.045807287,0.15752032520325204,0.2711004945651362,0.15814270228845514
260,261,0.24092558,0.3556910569105691,0.6201706237468874,0.4055957536401981
261,262,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
262,263,0.0,0.0,0.0,0.0
263,264,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
264,265,0.20607279,0.23272357723577236,0.44920458020553267,0.2960003166173852
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
269,270,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
270,271,0.009494172,0.021341463414634148,0.05577937338720473,0.028871669737005234
271,272,0.024427611,0.11788617886178862,0.26239931188100557,0.13490436737453657
272,273,0.0,0.0,0.0,0.0
273,274,0.012186104,0.1209349593495935,0.17590135312047844,0.10300747230060676
274,275,0.0,0.0,0.0,0.0
275,276,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
276,277,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
277,278,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
278,279,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
279,280,0.0,0.0,0.0,0.0
280,281,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
281,282,0.27384204,0.21443089430894308,0.4320719348963758,0.3067816219764698
282,283,0.0,0.0,0.0,0.0
283,284,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
284,285,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
285,286,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.53222144,0.4644308943089431,0.7404271417545796,0.5790264908546906
289,290,0.44309175,0.3150406504065041,0.5751586102173029,0.44443033692292183
290,291,0.41088086,0.3119918699186992,0.7112915508668007,0.47805476148401144
291,292,0.3520585,0.3201219512195122,0.4244708521288913,0.365550434466634
292,293,0.18965714,0.16565040650406504,0.37173566301289307,0.2423477354382877
293,294,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
294,295,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
295,296,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
296,297,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
297,298,0.40570295,0.21239837398373984,0.5387182673634576,0.38560652997248296
298,299,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
299,300,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
300,301,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
301,302,0.17493963,0.45223577235772355,0.4611315524553248,0.3627689857429399
302,303,0.21102238,0.23780487804878048,0.5213237669886545,0.32338367401719836
303,304,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
304,305,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
305,306,0.34611964,0.49796747967479676,0.753657923790291,0.5325816819075927
306,307,0.069574565,0.2571138211382114,0.4659188394970262,0.264202408443532
307,308,0.0,0.0,0.0,0.0
308,309,0.058866546,0.07926829268292683,0.2959011598694971,0.1446786660367999
309,310,0.27581024,0.38109756097560976,0.739551504442111,0.4654864357056465
310,311,0.41873956,0.4105691056910569,0.6207676972557158,0.48335878673766935
311,312,0.0059313606,0.09959349593495935,0.12406730238870795,0.07653071965691655
312,313,0.27006114,0.2611788617886179,0.5863052011968901,0.37251506609252044
313,314,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
314,315,0.18965714,0.16565040650406504,0.37173566301289307,0.2423477354382877
315,316,0.0,0.0,0.0,0.0
316,317,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
317,318,0.23537503,0.30691056910569103,0.5322481633107414,0.35817792141510424
318,319,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
319,320,0.36905497,0.3465447154471545,0.49435626413429223,0.40331865090230146
320,321,0.19346246,0.2703252032520325,0.5892171008552011,0.3510015884467909
321,322,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
322,323,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
323,324,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
324,325,0.22391817,0.1991869918699187,0.3055377055491842,0.242880955718655
325,326,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
326,327,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
327,328,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
328,329,0.09337239,0.056910569105691054,0.15403123370450758,0.10143806416146178
329,330,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
330,331,0.02756246,0.024390243902439025,0.28108488546307475,0.11101252976543045
331,332,0.0,0.006097560975609756,0.09089119060366885,0.032329583859759536
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
347,348,0.10255988,0.06504065040650407,0.2477261955255325,0.13844224178474146
348,349,0.17822514,0.11178861788617886,0.2872190358121454,0.1924109328140812
349,350,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
350,351,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
351,352,0.10255988,0.06504065040650407,0.2477261955255325,0.13844224178474146
352,353,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
353,354,0.0,0.0,0.0,0.0
354,355,0.061893236,0.18902439024390244,0.25462239410423537,0.16851334008006505
355,356,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
356,357,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
357,358,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
358,359,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
359,360,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
360,361,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
361,362,0.18794483,1.0,0.502614856764305,0.5635198954094213
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.28302953,0.2225609756097561,0.5257668967174007,0.34378579959974953
365,366,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
366,367,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
367,368,0.39583862,0.38922764227642276,0.6985129523207649,0.49452640429189704
368,369,0.2695822,0.21341463414634146,0.4216502190979409,0.30154902173852177
369,370,0.07681063,0.18902439024390244,0.4309030224031784,0.23224601360760544
370,371,0.18965714,0.16565040650406504,0.37173566301289307,0.2423477354382877
371,372,0.20259689,0.4268292682926829,0.6261407260778306,0.4185222941055475
372,373,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
373,374,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
374,375,0.57102686,0.3780487804878049,0.5894216171361015,0.5128324197638464
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.03631947,0.08231707317073171,0.31743791792741033,0.1453581530895155
378,379,0.21329567,0.31808943089430897,0.7022895465059632,0.41122488192128115
379,380,0.48877227,0.42073170731707316,0.7303636242522286,0.5466225348776538
380,381,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
381,382,0.3271049,0.3130081300813008,0.7079700968554974,0.44936104108126323
382,383,0.18741262,0.11991869918699187,0.38091399763317035,0.22941510547030716
383,384,0.3609393,0.3150406504065041,0.5560814023837364,0.41068711563001603
384,385,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
385,386,0.3721769,0.35365853658536583,0.6607694827457493,0.4622016349786578
386,387,0.0,0.0,0.0,0.0
387,388,0.37012678,0.3231707317073171,0.6497763642047613,0.4476912932532957
388,389,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
389,390,0.4182003,0.4054878048780488,0.5978205973478111,0.4738362387569374
390,391,0.35883838,0.32926829268292684,0.8583458026615781,0.5154841582425308
391,392,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
392,393,0.19884463,0.17378048780487804,0.465430624833918,0.27935191306156737
393,394,0.3425643,0.29878048780487804,0.3686914787416865,0.3366787603834567
394,395,0.30571896,0.3018292682926829,0.6296654190713477,0.41240454858062287
395,396,0.49216548,0.3465447154471545,0.5818170966300484,0.4735090960536528
396,397,0.35175183,0.30691056910569103,0.4623864405627115,0.37368294794084383
397,398,0.10098437,0.07621951219512195,0.46302339851028174,0.21340909430132848
398,399,0.095104784,0.21036585365853658,0.3600433162278822,0.22183798455328033
399,400,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
400,401,0.057674143,0.4573170731707317,0.4957450739978538,0.33691209687731954
401,402,0.02756246,0.024390243902439025,0.28108488546307475,0.11101252976543045
402,403,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
403,404,0.17128216,0.14939024390243902,0.18434573937084325,0.16833938019172834
404,405,0.0,0.0,0.0,0.0
405,406,0.06129375,0.18191056910569106,0.2924930374609356,0.1785657858559949
406,407,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
407,408,0.20216104,0.3170731707317073,0.4236527393774359,0.3142956513305044
408,409,0.1386939,0.3485772357723577,0.41921966408485617,0.3021635995911528
409,410,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
410,411,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
411,412,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
412,413,0.10782553,0.22560975609756098,0.502931514333824,0.2787889343289884
413,414,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
414,415,0.0,0.0,0.0,0.0
415,416,0.5598814,0.4369918699186992,0.7140171753241831,0.5702968114613217
416,417,0.29586875,0.29471544715447157,0.5430359401524932,0.37787338056462216
417,418,0.1325919,0.13821138211382114,0.3889474156406623,0.21991690032138989
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
421,422,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
422,423,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
423,424,0.009187486,0.008130081300813009,0.09369496182102492,0.03700417638151624
424,425,0.0,0.0,0.0,0.0
425,426,0.17645036,0.23170731707317074,0.5090068604873701,0.3057215114672094
426,427,0.018374972,0.016260162601626018,0.18738992364204984,0.07400835276303248
427,428,0.18046965,0.15752032520325204,0.2780407011918682,0.20534355781500802
428,429,0.2309191,0.4298780487804878,0.5104149295464058,0.3904040237401647
429,430,0.4149584,0.34146341463414637,0.6740823267897915,0.47683470967907815
430,431,0.061314166,0.13922764227642276,0.44475720717966816,0.21509967168276148
431,432,0.20538428,0.366869918699187,0.4696509933508853,0.3473017321026537
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
