,feature,Gradient Boosting Classifier,Light Gradient Boosting Machine,Extreme Gradient Boosting,mean_imp
148,149,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
149,150,0.0,0.0,0.0,0.0
150,151,0.1659296909387,0.028187919463087248,0.061182708,0.08510010598330957
151,152,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
152,153,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
153,154,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
154,155,0.0,0.0,0.0,0.0
155,156,0.22088650185392172,0.19731543624161074,0.16530748,0.19450313840403907
156,157,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
157,158,0.34350731205129376,0.3476510067114094,0.22593847,0.3056989293114091
158,159,0.4007331527502256,0.20536912751677852,0.17712758,0.2610766216940098
159,160,0.4632037710584678,0.5624161073825503,0.15956989,0.3950632559160134
160,161,0.33709205019010097,0.348993288590604,0.15915895,0.28174809462144107
161,162,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
162,163,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
163,164,0.5557390312040303,0.35704697986577183,0.3447778,0.41918793458732884
164,165,0.2438290405111277,0.3194630872483222,0.20141277,0.25490163164376983
165,166,0.4894591296523712,0.44966442953020136,0.31006482,0.4163961272059839
166,167,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
167,168,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
168,169,0.2790444637346565,0.17181208053691274,0.20179507,0.21755053854500614
169,170,0.5342055632317129,0.6134228187919463,0.19665352,0.44809396570804605
170,171,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
171,172,0.4307651136682873,0.44563758389261743,0.8784557,0.5849527986836826
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.4466027096689838,0.37583892617449666,0.31730205,0.3799145613499366
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.3532810343661183,0.5100671140939598,0.17760012,0.34698275466590717
183,184,0.1190411300132636,0.1342281879194631,0.05308152,0.10211694594482638
184,185,1.0,0.5302013422818792,0.4251739,0.6517917502513134
185,186,0.3276734674086836,0.4657718120805369,0.19613257,0.32985928333145426
186,187,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
187,188,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
188,189,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
189,190,0.1015616751036322,0.4,0.030264536,0.1772754036741547
190,191,0.0706843847297805,0.15033557046979865,0.02898339,0.08333444838610615
191,192,0.0,0.0,0.0,0.0
192,193,0.1357799212245681,0.3261744966442953,0.032906286,0.16495356809576714
193,194,0.3045744564117799,0.5140939597315436,0.073442735,0.29737038364041696
194,195,0.5028586009757982,0.35570469798657717,0.32365435,0.3940725508603324
195,196,0.0,0.0,0.0,0.0
196,197,0.3526394024732742,0.29261744966442954,0.19466472,0.27997385628609495
197,198,0.3152492287587947,0.30201342281879195,0.063870035,0.22704422889649692
198,199,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
199,200,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
200,201,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
201,202,0.6868034934359687,0.9731543624161074,0.20892715,0.6229616701310307
202,203,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
203,204,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
204,205,0.35294023147235065,0.40268456375838924,0.21691224,0.32417901167356755
205,206,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
206,207,0.0,0.0,0.0,0.0
207,208,0.7443182128597823,0.6630872483221476,0.23408616,0.5471638723577827
208,209,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
209,210,0.2290883549365989,0.23758389261744967,0.19646747,0.22104657388567417
210,211,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
211,212,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
212,213,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
213,214,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
214,215,0.3359031429131231,0.1825503355704698,0.18630512,0.2349195330236473
215,216,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
216,217,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
217,218,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
218,219,0.3330541471165312,0.2214765100671141,0.18919063,0.2479070944426848
219,220,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
220,221,0.0,0.0,0.0,0.0
221,222,0.23943547203097895,0.07114093959731543,0.0030550687,0.10454382676418239
222,223,0.0742353426895823,0.1704697986577181,0.032561008,0.09242204974480848
223,224,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
224,225,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
225,226,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
226,227,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
227,228,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
228,229,0.5154685759930753,0.24026845637583893,0.17400545,0.309914160395707
229,230,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
230,231,0.1659296909387,0.028187919463087248,0.061182708,0.08510010598330957
231,232,0.11078308883052548,0.056375838926174496,0.055539813,0.07423291354979179
232,233,0.5799507343092598,0.17986577181208055,0.1398609,0.2998924681258807
233,234,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.44475968551579964,0.5436241610738255,0.23238665,0.40692349841485426
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.6073761049037592,0.3476510067114094,0.362295,0.4391073711201308
242,243,0.34255298351947777,0.2483221476510067,0.19399412,0.2616230836446196
243,244,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
244,245,0.0,0.0,0.0,0.0
245,246,0.4513529737468793,0.35704697986577183,0.32734478,0.3785815762708471
246,247,0.23400314434274974,0.2751677852348993,0.17771834,0.2289630903094015
247,248,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
248,249,0.4362908400691045,0.2778523489932886,0.042466745,0.25220331128097784
249,250,0.17849111946905166,0.287248322147651,0.031386912,0.1657087844952506
250,251,0.25632432626375995,0.24295302013422818,0.32604018,0.275105841645119
251,252,0.1659296909387,0.028187919463087248,0.061182708,0.08510010598330957
252,253,0.0,0.0,0.0,0.0
253,254,0.15431451618934203,0.5758389261744966,0.04569941,0.258617617501451
254,255,0.5520662079241925,0.338255033557047,0.34190077,0.41074066912569435
255,256,0.29935135220573955,0.24295302013422818,0.17356773,0.23862403318270176
256,257,0.5074675875844176,0.6416107382550336,0.23001638,0.4596982354626428
257,258,0.3038819534786298,0.40939597315436244,0.16801818,0.2937653679282241
258,259,0.5520662079241925,0.338255033557047,0.34190077,0.41074066912569435
259,260,0.17731261109412363,0.18523489932885906,0.05962937,0.14072562665002808
260,261,0.32038551814615746,0.5060402684563758,0.1799902,0.335471996263675
261,262,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
262,263,0.0,0.0,0.0,0.0
263,264,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
264,265,0.23383201500900913,0.2550335570469799,0.15562265,0.21482940608952228
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
269,270,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
270,271,0.00016329487139214326,0.03758389261744966,0.014751338,0.017499508629596164
271,272,0.08579047100274388,0.15167785234899328,0.032613657,0.09002732692221678
272,273,0.0,0.0,0.0,0.0
273,274,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
274,275,0.0,0.0,0.0,0.0
275,276,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
276,277,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
277,278,0.06080629169223366,0.032214765100671144,0.031483576,0.04150154416487279
278,279,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
279,280,0.0,0.0,0.0,0.0
280,281,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
281,282,0.5154685759930753,0.24026845637583893,0.17400545,0.309914160395707
282,283,0.0,0.0,0.0,0.0
283,284,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
284,285,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
285,286,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.772789414906722,0.49798657718120803,0.49245688,0.5877442917599974
289,290,0.7621141352611908,0.35704697986577183,0.2745763,0.46457914049001375
290,291,0.3760832439157133,0.3812080536912752,0.20956822,0.32228650500124156
291,292,0.4416097088364513,0.35704697986577183,0.31586364,0.37150677593950343
292,293,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
293,294,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
294,295,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
295,296,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
296,297,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
297,298,0.4038242266387876,0.2738255033557047,0.24990886,0.3091861981642103
298,299,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
299,300,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
300,301,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
301,302,0.3828417846974937,0.4375838926174497,0.15481144,0.32507903973776314
302,303,0.4104620409033135,0.23087248322147652,0.2311589,0.2908311404684944
303,304,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
304,305,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
305,306,0.5507373064633015,0.5409395973154363,0.21753493,0.43640394443088965
306,307,0.05113540136173445,0.2348993288590604,0.041054096,0.10902960876456902
307,308,0.0,0.0,0.0,0.0
308,309,0.06622212374014691,0.09395973154362416,0.033661615,0.06461449012908475
309,310,0.3131886011501571,0.46174496644295304,0.19441229,0.3231152862143558
310,311,0.4804951471185314,0.40939597315436244,0.3204472,0.4034461089233621
311,312,0.05962180199716858,0.13691275167785236,0.0057395007,0.06742468480705062
312,313,0.3118971597607929,0.2993288590604027,0.19663972,0.2692885784821364
313,314,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
314,315,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
315,316,0.0,0.0,0.0,0.0
316,317,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
317,318,0.3585088412638282,0.3597315436241611,0.21842541,0.3122219309645679
318,319,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
319,320,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
320,321,0.16454011776954236,0.34630872483221475,0.13193056,0.21425980082511267
321,322,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
322,323,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
323,324,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
324,325,0.22542491463325276,0.20134228187919462,0.16451079,0.19709266101526768
325,326,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
326,327,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
327,328,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
328,329,0.23943547203097895,0.07114093959731543,0.0030550687,0.10454382676418239
329,330,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
330,331,0.1659296909387,0.028187919463087248,0.061182708,0.08510010598330957
331,332,0.0006020593280337172,0.013422818791946308,0.0166464,0.01022375940467077
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
347,348,0.2947453690105456,0.08053691275167785,0.023449305,0.13291052906905976
348,349,0.03459389407841865,0.1395973154362416,0.05355136,0.07591419015981178
349,350,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
350,351,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
351,352,0.2947453690105456,0.08053691275167785,0.023449305,0.13291052906905976
352,353,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
353,354,0.0,0.0,0.0,0.0
354,355,0.019968429176252737,0.22013422818791947,0.08683748,0.10898004511540549
355,356,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
356,357,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
357,358,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
358,359,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
359,360,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
360,361,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
361,362,0.6321937645482099,1.0,0.12946688,0.5872202136452687
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.5707784729726418,0.24966442953020135,0.1943997,0.33828086735719726
365,366,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
366,367,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
367,368,0.5358986377657118,0.4389261744966443,0.33435175,0.436392186830143
368,369,0.29333005100130555,0.2389261744966443,0.19772606,0.24332742715922617
369,370,0.2299612067991048,0.174496644295302,0.0379931,0.14748365021162627
370,371,0.3313430009416629,0.17852348993288591,0.19134462,0.2337370365572837
371,372,0.30422852034603615,0.5463087248322148,0.1832106,0.34458261387349115
372,373,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
373,374,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
374,375,0.33248181643241176,0.39865771812080536,0.5208817,0.41734041566329766
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.10282162892530526,0.13557046979865772,0.034969926,0.0911206748681317
378,379,0.3638449280629586,0.33691275167785234,0.20531738,0.30202501926164643
379,380,0.6004383054399469,0.4993288590604027,0.36059412,0.4867870960340877
380,381,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
381,382,0.6854307313439585,0.3315436241610738,0.23398438,0.41698624548849894
382,383,0.08990379105798531,0.14899328859060404,0.0739456,0.10428089215424831
383,384,0.5520662079241925,0.338255033557047,0.34190077,0.41074066912569435
384,385,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
385,386,0.5520662079241925,0.338255033557047,0.34190077,0.41074066912569435
386,387,0.0,0.0,0.0,0.0
387,388,0.6073761049037592,0.3476510067114094,0.362295,0.4391073711201308
388,389,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
389,390,0.4680399738128366,0.40939597315436244,0.34741378,0.4082832417574176
390,391,0.7033149908072918,0.363758389261745,0.27263856,0.4465706464701558
391,392,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
392,393,0.3866528979212296,0.18791946308724833,0.21173885,0.2621037385517202
393,394,0.4414464139650592,0.3194630872483222,0.3011123,0.3540072651368213
394,395,0.2757449827962584,0.3946308724832215,0.2215346,0.29730348339097845
395,396,0.5121383412527875,0.3718120805369127,0.4689556,0.4509686760039509
396,397,0.4967563109446258,0.3288590604026846,0.3215065,0.38237395719715034
397,398,0.19179705946455186,0.09798657718120805,0.08985675,0.12654679596963384
398,399,0.08605488971501142,0.22818791946308725,0.049969207,0.12140400555784987
399,400,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
400,401,0.6933404355642362,0.6939597315436241,0.028434245,0.47191147067456773
401,402,0.1659296909387,0.028187919463087248,0.061182708,0.08510010598330957
402,403,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
403,404,0.2207232069825296,0.1597315436241611,0.15055615,0.17700363256841065
404,405,0.0,0.0,0.0,0.0
405,406,0.0402645113927149,0.30604026845637583,0.012457867,0.11958754900069322
406,407,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
407,408,0.353526141797987,0.3624161073825503,0.17816739,0.29803654567455645
408,409,0.14544857059228705,0.5275167785234899,0.10087166,0.25794566964369614
409,410,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
410,411,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
411,412,0.0,0.0,0.0,0.0
412,413,0.2871467104983479,0.3691275167785235,0.05518935,0.2371545253447128
413,414,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
414,415,0.0,0.0,0.0,0.0
415,416,0.590474711380003,0.4590604026845638,0.38584325,0.4784594537465945
416,417,0.4713484205380682,0.44026845637583895,0.2335653,0.3817273925389853
417,418,0.1585674985364904,0.15704697986577182,0.13566825,0.1504275754468061
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
421,422,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
422,423,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
423,424,0.05530989697956667,0.009395973154362415,0.020394236,0.028366701994436527
424,425,0.0,0.0,0.0,0.0
425,426,0.3048754337404816,0.24026845637583893,0.0785731,0.20790566346172046
426,427,0.11061979395913334,0.01879194630872483,0.04078847,0.056733403988873055
427,428,0.27603310396209624,0.1691275167785235,0.17095038,0.20537033456284717
428,429,0.3658927191895804,0.6067114093959731,0.34318444,0.43859618997120076
429,430,0.5786553788345037,0.3731543624161074,0.38494408,0.44558460751902285
430,431,0.24793863771401123,0.17315436241610738,0.08877222,0.16995507417661007
431,432,0.3760216491770031,0.4375838926174497,0.19966847,0.3377580029464277
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
461,462,0.0,0.0,0.0,0.0
462,463,0.0,0.0,0.0,0.0
