feature,p_value,score,xgb,lg,gbc,mean
p7_P,4.748272417083695e-46,253.77966767749646,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p7_S,9.584887126666057e-25,149.37516915603896,0.00079697074,0.07732985623468464,0.012459936490793022,0.030195587820726233
p8_E,3.103817485959042e-23,141.80488864809777,0.023165982,0.08890303256585283,0.0905827838791214,0.06755059955385695
p8_N,2.8899371735185167e-26,156.96478834629812,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p8_S,2.891745546123577e-56,302.9319167276264,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p8_Y,1.935446640576037e-12,86.24251339565217,0.005160955,0.15996593947745463,0.06182065149453813,0.07564918191762314
p9_I,4.616354175154263e-52,282.7544030988749,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p10_HWTLVC,4.7450045836890626e-14,94.76258192115651,0.06511261,0.09079076760678231,0.035677286058324195,0.06386022226888106
p10_Y,0.0009267307060807054,36.34340925510415,0.000996519,0.13604598934629256,0.006271789305308383,0.04777143254938171
p11_L,2.5685471500831373e-94,483.75193916854164,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p11_T,2.6500715340997743e-55,298.31839117639095,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p11_V,1.599854791067775e-29,173.12379089036287,0.015159309,0.19691303327735502,0.008746960804142665,0.07360643433062251
p12_P,2.6095403248499595e-44,245.365267723417,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p13_GAP,9.765789887339181e-54,290.8004725970448,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p13_IV,3.0625947621038374e-45,249.86659116910786,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p13_L,7.289147346844793e-10,72.32776799297856,0.020688338,0.0754119163992514,0.02310152230631555,0.03973392563692842
p13_M,4.6960605396328346e-35,200.33324138230424,0.014678782,0.14990850838675626,0.0024701605578489917,0.05568581693224379
p14_GAP,7.497895957581023e-55,296.1514394222325,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p14_TAVIEL,5.0355008206545575e-53,287.379033139862,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p14_Y,3.015502344144299e-61,326.7772746325676,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p15_MAYGDEPLFIH,5.7101050486168194e-11,78.35313057354438,0.004120208,0.14239588107216242,0.018041673388292195,0.054852587439265056
p15_N,2.9862622792588574e-30,176.72482965842056,0.012502514,0.09688640015166045,0.024371346241334104,0.04458675340629598
p15_Q,9.290354319620114e-34,193.9809858073128,0.39209837,0.062301442076726304,0.4929398815257756,0.31577989693890157
p15_S,1.0738582671171085e-45,252.0669455056409,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p15_T,1.0034242623411854e-45,252.20934652216891,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p15_V,5.770158901953533e-14,94.31598351383343,0.029364023,0.1299839603742775,0.16521360353425243,0.10818719575538656
p16_N,0.8203980627544388,9.16408050102923,0.0,0.0,0.0,0.0
p17_I,2.072061077113184e-43,241.00817991595582,0.022961421,0.1503917514460307,0.0057162783958810345,0.05968981692676145
p17_K,3.0047191235939872e-37,211.05603249773174,0.019156229,0.14895563766878636,0.07510463284031434,0.08107216642001495
p17_L,2.4894900869466367e-15,101.45902989594535,0.006312459,0.08177641504169547,0.011594423954681844,0.03322776592410496
p17_MVGYQFEHNW,3.680975722660006e-13,90.07018463294463,0.005986505,0.17223495993277496,0.017175725687074775,0.06513239693596588
p17_R,5.0653665426022344e-24,145.7553537577653,0.004132094,0.04358191021369495,0.004026445468199803,0.017246816514531287
p17_S,4.962726539575584e-60,320.9616027899363,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p17_T,4.224957205205679e-21,131.0456471502574,0.029364023,0.1299839603742775,0.16521360353425243,0.10818719575538656
p18_N,5.760337416558029e-65,344.5346084246821,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p18_S,2.5219771593798772e-92,474.34350794441906,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p18_T,2.056502135108584e-48,265.18698671157324,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p19_DTKVELIHYQR,1.7581745686669134e-12,86.46473469861027,0.0035929747,0.12560695027320437,0.031504800574445525,0.053568241862266365
p19_G,2.9220563991540317e-68,360.239317955986,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p19_N,3.663209581100869e-15,100.58489313870865,0.0019794581,0.08254509849298915,0.04332514163433716,0.04261656609104119
p19_S,1.8319945709978594e-46,255.77776689296334,0.013986634,0.20283826597298352,0.032561589582820454,0.08312882988211559
p20_L,1.251764949491772e-25,153.79119051574634,0.02159906,0.14706779757079222,0.0031733608846140544,0.05728007279329653
p20_T,2.723984307599038e-66,350.8544175300875,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p20_V,4.916479727183046e-19,120.54706163391307,0.0034324636,0.2326371481758388,0.09444210011757904,0.1101705706383795
p20_YAPGFM,4.514176782597702e-14,94.87639460215485,0.010258452,0.14866469465804974,0.025785932317121504,0.061569693003552646
p21_GAP,7.879925222953936e-60,320.0011434851506,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p21_MQALNIWYG,6.027109938146747e-07,55.9139951000583,0.011024832,0.14619919794398795,0.01984246904428064,0.059022166260823634
p21_V,1.2533028368464846e-64,342.9239711497202,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p22_PFSGDILKTEMA,1.1992664625185519e-22,138.85292983350578,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p22_R,2.2142034363474155e-47,260.2084010632298,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p23_G,8.306959681063055e-54,291.1378727220958,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p23_S,7.475914343303389e-36,204.2377344593836,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p25_VTIGHNSLMA,2.2865751943791325e-08,64.02030454885633,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p25_W,3.682250867162836e-85,440.46510846866425,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p25_Y,6.329019280409495e-23,140.24949984034387,0.010548974,0.12997609719444464,0.030372400609893022,0.05696582406389512
p26_D,1.3914008363149171e-50,275.6390688857245,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p26_E,1.891961975530907e-37,212.03622802448461,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p26_L,1.2434833893356303e-47,261.4175462489562,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p27_G,3.7665034251257173e-65,345.414740232932,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p27_V,5.775115968330145e-51,277.4768954967654,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p27_Y,9.35302074009088e-41,228.1303811762416,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p28_P,0.6131496222489108,11.914742214055028,0.0,0.0,0.0,0.0
p29_N,2.723984307599038e-66,350.8544175300875,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p29_Q,3.8408451098688447e-16,105.6753886259219,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p30_HKPTGFQSAWV,7.47931220999554e-10,72.26638511482403,0.014510465,0.18891400409078957,0.023387240013978027,0.07560390298643534
p30_Y,0.001110750095166074,35.818498478905745,0.014510465,0.18891400409078957,0.023387240013978027,0.07560390298643534
p31_L,4.291612386704906e-23,141.09773495999863,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p31_Y,1.4142483594154093e-57,309.2121956819072,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p32_L,3.6368069903387755e-32,186.15782446087715,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p32_M,1.5263472691804206e-44,246.4923968734311,0.004132094,0.04358191021369495,0.004026445468199803,0.017246816514531287
p32_V,3.8726116484425645e-11,79.26465219407763,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p33_D,7.905313072122213e-37,209.00532207236597,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p33_G,2.806887059381562e-40,225.81094656416937,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p33_HFYPSQ,0.00014250589444347858,41.61037581462909,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p33_V,2.112510001905012e-27,162.61549440526917,0.029364023,0.1299839603742775,0.16521360353425243,0.10818719575538656
p34_E,1.1125813437014205e-26,159.0285528437966,0.014288905,0.2019879199570805,0.03020879921181753,0.08216187474852686
p34_N,1.3519419724584486e-16,108.02192351209402,0.0053958655,0.17641381160560238,0.08612976339924076,0.08931314684611469
p34_P,2.0146191652834625e-61,327.61445881161217,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p34_S,1.1042238492238729e-07,60.150002477775466,0.0036393336,0.12081389376435528,0.008568749895137617,0.04434065910270001
p35_K,2.834414148492884e-32,186.69025465002878,0.0019794581,0.08254509849298915,0.04332514163433716,0.04261656609104119
p35_M,1.206186194436496e-26,158.85398621832258,0.005552133,0.06749370973200378,0.04400496424667428,0.03901693568609876
p35_P,1.0385948405292248e-46,256.9681079341015,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p35_R,9.055872457635891e-64,338.82528553448276,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p35_SAQYLI,6.0793953287896355e-19,120.07631777908315,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p35_V,5.617523757982504e-31,180.30405308783313,0.39209837,0.062301442076726304,0.4929398815257756,0.31577989693890157
p36_G,3.475150179704907e-44,244.7631030181586,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p36_ISFVMET,8.542253135030902e-22,134.55482859569986,0.0019224267,0.13571308186744854,0.10413114127083402,0.08058888329452603
p36_W,0.00011158940898036085,42.280147684830936,0.00056834787,0.12750124648505443,0.003895439105615733,0.04398834448577237
p37_K,2.126597739516146e-13,91.33019059839594,0.007477099,0.13596877954206912,0.018520083164322722,0.05398865392743509
p37_MIRLTENF,6.831468761136235e-33,189.7275266623253,0.039635368,0.1392993730799675,0.05448500259870446,0.07780658112339628
p37_Q,1.2963087555268873e-24,148.7192726613339,0.004945088,0.14301892279708991,0.03336420449136743,0.060442738488792246
p37_V,9.845877004631562e-52,281.1726830830432,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p37_Y,6.999598777896242e-41,228.74190716819095,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p38_H,1.2493340998055017e-27,163.74825564316097,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p38_Y,1.7797110731412796e-33,192.5957965245869,0.02405107,0.3139017787944032,0.05750483738167131,0.13181922879646413
p39_G,3.2985634049434947e-35,201.08414498201262,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p39_H,9.315481676149466e-31,179.22102267358625,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p39_K,2.8098287741041426e-27,162.00009062497386,0.004132094,0.04358191021369495,0.004026445468199803,0.017246816514531287
p39_M,3.394630665921178e-28,166.55565679885743,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p39_NTFILD,9.347413587148633e-09,66.1966450230014,0.008975786,0.13979811750647075,0.001751402737042658,0.0501751021334886
p39_R,2.4324834222969835e-16,106.70268416955429,0.0036030356,0.13512401632156315,0.014759633667795922,0.05116222852448374
p39_S,4.138061473295311e-42,234.70435767463476,0.05041126,0.1387663411279952,0.10329586569676669,0.09749115614763308
p39_Y,1.7678613174969307e-48,265.50366920476137,0.002861842,0.13487185006372693,0.03308267519647655,0.05693878910254221
p40_CFST,0.00013334138748559267,41.7927844065778,0.0045266445,0.14333880766935314,0.033234267511547365,0.06036657322012796
p40_G,1.741881393609531e-16,107.45297076245424,0.004450271,0.07168875881969675,0.025315165500301606,0.03381806507536303
p40_I,1.4409144754928974e-19,123.2645159500022,0.012735869,0.21271087798821747,0.0750438712719148,0.10016353935476302
p40_L,8.665779101022372e-51,276.6287872480895,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p40_M,2.3468947246891545e-26,157.41497982134248,0.001698974,0.16434559978836183,0.030453354054510644,0.06549930929905974
p40_V,2.2617612873272202e-11,80.52418057270246,0.0035269666,0.2450823867307798,0.052811336702137925,0.10047356332869972
p41_M,6.928962695186777e-53,286.71299449004056,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p41_Q,3.1023131194772187e-97,497.52532917699546,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p41_T,2.5034498429464777e-61,327.16355594869526,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p41_V,5.5816327998708926e-14,94.39184597135669,0.015539133,0.15231796679289702,0.0744689823783862,0.08077536072040875
p42_G,8.273210976420909e-11,77.48106461824565,0.006562479,0.1671149593836662,0.0006684087084656924,0.05811528231082766
p42_S,1.14332491888045e-33,193.5387964737074,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p42_T,6.10511770923894e-31,180.1258519347422,0.0068288613,0.1343509083717641,0.010674180044218596,0.050617983242353594
p43_F,2.7253476062401934e-28,167.02844197465288,0.0018846053,0.15095775157477898,0.04150195431145449,0.06478143705203752
p43_I,0.003505367973861111,32.40671079059851,0.0022970294,0.09382096587000026,0.046693009690226925,0.04760366830836043
p43_LCTSG,0.00021659972173244108,40.45494758590047,0.009064564,0.1389173195455563,0.00493786626787067,0.050973249787827336
p43_V,1.1061545206427828e-21,133.9880778707435,0.02858892,0.13658278581703748,0.0729160340598545,0.07936258023619076
p44_ITAVL,2.7531464776307853e-21,131.98665063537882,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p44_W,2.723984307599038e-66,350.8544175300875,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p44_Y,6.303291812947731e-69,363.4115325451628,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p45_M,0.1110594398465456,20.645814026984084,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p45_Y,1.887952051288441e-09,70.05292877819164,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p46_G,1.5163733423791458e-86,447.02116696839687,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p46_I,4.91369965345623e-29,170.71336031655738,0.013927745,0.10581258207129643,0.0030259799776087373,0.04092210225013663
p46_LVASMC,1.528674724010631e-17,112.90120892128367,0.0026353279,0.17160869005779247,0.06148359989654783,0.07857587260688041
p46_T,5.771396000940231e-22,135.41425195774897,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p47_I,5.291451903918218e-06,50.37105605480572,0.0018856596,0.18589758066519077,0.011173108634830111,0.0663187829811566
p47_L,3.400245820342165e-13,90.25252613294805,0.0023288494,0.24589797270359218,0.03867654134850161,0.09563445448323116
p47_M,0.04214188852344366,24.299881745990962,0.0013925941,0.1484546621760474,0.00859327113324368,0.05281350912741961
p47_VCTAGS,4.481657705904944e-15,100.12814932107219,0.0011163596,0.23203447735331414,0.011781178748716259,0.08164400523613854
p48_L,2.792958454567877e-31,181.79961338134555,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p48_V,6.402264714838226e-64,339.5440857232134,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p49_G,4.3546012867008005e-09,68.04353872316001,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p49_I,1.7421510754807257e-58,313.5670402377694,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p49_MALTW,6.620660383709306e-14,94.00188723429807,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p49_V,5.135458986141747e-58,311.3191758326536,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p50_F,5.3868201296366974e-46,253.51489442266023,0.0062166154,0.2428475506599687,0.28226998552613153,0.17711138387485384
p50_I,2.6350316463404112e-27,162.13867550389818,0.0048218393,0.2008032387312022,0.014445581249999784,0.07335688641930106
p50_L,9.646568473108208e-09,66.12025546160922,0.0052782227,0.26258959739652715,0.031000643933629352,0.09962282135289237
p50_M,1.3742123194744023e-22,138.55522591294988,0.001698974,0.16434559978836183,0.030453354054510644,0.06549930929905974
p50_SAT,6.585882142117046e-06,49.803813009084244,0.0040964093,0.19277577064186877,0.016342074497667558,0.07107141814848882
p50_V,5.761510058929783e-07,56.0274591061791,0.0013452298,0.17187540741861834,0.01940098314707423,0.0642072067888277
p51_FGMSC,5.384606099724119e-19,120.34542623847395,0.029180769,0.11196332788747344,0.0035084414040241676,0.04821751272292182
p51_I,0.0017563689589323566,34.47596474621784,0.010098675,0.13871801644079046,0.013622248897218895,0.054146313534639195
p51_L,3.7829725753887374e-21,131.28850340282526,0.0053578466,0.12347787130639265,0.020894479076609355,0.049910065666900226
p51_T,6.969695045821795e-18,114.65335751249144,0.012553918,0.12599047125328355,0.0036751601614715235,0.04740651653005146
p51_V,2.61355464215617e-32,186.86350960143866,0.004796402,0.19161647431271336,0.031810699241739036,0.07607452520589104
p52_S,8.83586210188875e-82,424.45685172511355,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p53_F,6.75248081908459e-56,301.1661423237524,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p53_I,2.3411367835366504e-22,137.38991829675183,0.0044550058,0.12455915660071845,0.020417697120292615,0.04981061982369039
p53_L,0.0028787006836125542,33.00241074717093,0.0022410327,0.120323756690712,0.020593501510230667,0.047719430288225145
p53_T,5.0849673085299455e-64,340.0215737785884,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p53_V,6.584060217918747e-28,165.12880501789053,0.0019078176,0.14981312234712446,0.008685862267244914,0.05346893405603273
p54_LTACVIGM,9.15801313665863e-16,103.71775260208706,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p54_P,7.040265382814997e-19,119.75084617331245,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p54_S,5.813471632047432e-17,109.91408764004791,0.0063110725,0.09267509980125385,0.055339918276672624,0.051442030193403904
p55_I,2.0621339496154086e-38,216.72930439353303,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p55_L,3.1580265890192208e-83,431.31107997458804,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p55_T,8.91267248492906e-64,338.85832722441677,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p55_V,7.011327107575841e-09,66.8931461654414,0.010379032,0.14894022118159175,0.09213240147602231,0.0838172182964938
p57_F,3.378093196394252e-58,312.19019804389563,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p57_G,3.863204874307934e-48,263.8665728838648,0.0035578252,0.17342698400197873,0.0194232624872763,0.06546935723915147
p57_ILTS,9.097634553753926e-10,71.79922138334553,0.0104164,0.13462856825300248,0.01594112635757974,0.053662031432703615
p57_V,9.256356049190125e-17,108.87172553578998,0.024374356,0.08127184377952666,0.12765004217017736,0.07776541414768595
p58_L,4.848994344363749e-25,150.85460580366083,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p58_M,4.2736973618917454e-19,120.85761709942861,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p58_VFTP,0.10804066996915627,20.756372336429713,0.010613047,0.10058964606194816,0.001058463705224925,0.03742038545122887
p59_V,7.929798486810778e-58,310.4156100894529,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p60_L,0.0042826485173848555,31.795688618298826,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p61_F,1.297887820893905e-06,53.97387583818245,0.00086051883,0.1653874685762264,0.009314667092558663,0.05852088483429102
p61_I,3.2843991905777226e-41,230.33793072294716,0.063313946,0.09233277097259199,0.49480455923009115,0.21681709211019154
p61_L,1.3475144855405687e-06,53.87851740773098,0.00090947427,0.14920195138329803,0.011065252273610512,0.05372555930926417
p61_V,5.467476777843083e-22,135.53278017317356,0.002685107,0.14192273945602418,0.012243701779903873,0.05228384943128073
p61_W,1.8840704145225464e-08,64.49265909681353,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p61_Y,5.9214182882745655e-49,267.7934812370787,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p62_C,2.253597977114044e-50,274.630996811193,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p62_I,2.8589603404828214e-23,141.98417434359368,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p62_V,1.390153878797493e-26,158.54719378480797,0.04494621,0.19717071791598526,0.0010533322690651833,0.08105675292709333
p63_T,0.2004361134243201,18.140957596238607,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p64_F,1.3241747589709508e-09,70.90238465405211,0.020688338,0.0754119163992514,0.02310152230631555,0.03973392563692842
p64_I,1.2740006766101188e-06,54.021067155210154,0.0022758953,0.2223331895603195,0.03509185617662119,0.08656698035475678
p64_L,1.2004486045742714e-21,133.8086400122055,0.39209837,0.062301442076726304,0.4929398815257756,0.31577989693890157
p64_M,6.401236186528328e-35,199.67460056778688,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p64_S,2.0918634168568594e-09,69.80694231744471,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p64_V,2.8885002576883893e-17,111.47936107528083,0.004400836,0.1636750837225266,0.03656386459070581,0.06821326138380042
p65_H,2.1057556615450974e-38,216.68500896585886,0.39209837,0.062301442076726304,0.4929398815257756,0.31577989693890157
p65_K,1.4640250087778328e-22,138.4167966890278,0.004594357,0.17033277125312976,0.009096404534163067,0.06134117766862873
p65_Q,1.7732682700195187e-31,182.7714085652412,0.003374408,0.15710390085114861,0.010462489212541495,0.05698026602096921
p65_R,1.1493758022801263e-05,48.3519783148947,0.0012184163,0.1493442843885962,0.024973006379479957,0.05851190234349807
p65_T,3.0043602368014068e-24,146.8919447161191,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p66_H,2.2239616287458693e-72,379.83820271374157,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p66_N,1.8036074749260822e-29,172.86640097089014,0.004132094,0.04358191021369495,0.004026445468199803,0.017246816514531287
p66_SEDAL,4.512134713903122e-06,50.78291941170962,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p66_T,2.089939039762169e-33,192.25330143309213,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p66_Y,1.2816363920146335e-94,485.1775072282223,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p68_S,1.4522133936729325e-09,70.68152975058499,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p68_TPRNCA,3.525933562851056e-16,105.8678761470853,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p70_R,0.08808899474994107,21.561311250338047,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p71_Q,3.8997755800810303e-41,229.97574635346956,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p71_S,9.5881713110424e-38,213.4759802195476,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p71_T,3.0397139970981493e-48,264.3686748818343,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p72_P,0.01995157681112387,26.88088464814659,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p73_S,2.41285825803194e-29,172.24141850167268,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p75_L,3.989967297016873e-29,171.1608799452507,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p75_MIT,2.2693052575046867e-09,69.61154928198279,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p75_W,2.723984307599038e-66,350.8544175300875,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p75_Y,1.3687366968833816e-21,133.52082540249762,0.27153146,0.0902016445140546,0.603120734903689,0.3216179473623721
p76_I,0.16504975988574375,18.997370055116946,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p76_L,8.726158106378566e-19,119.27451528857966,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p77_V,4.1423025836289795e-28,166.12701015127135,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
p78_V,1.25303959675579e-24,148.79303572513643,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p80_L,2.5119072078329332e-30,177.0956455092876,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p80_V,1.4348764072517092e-32,188.14380009750786,0.39209837,0.062301442076726304,0.4929398815257756,0.31577989693890157
p81_S,3.9535837761796465e-84,435.5846587943382,0.031918373,0.19773903891568462,0.2388063223995357,0.15615457809137295
p82_I,1.624556140585934e-12,86.6475170406807,0.013282658,0.1792777814193397,0.07025955669274941,0.08760666523767613
p82_L,1.774229365423707e-46,255.84497231183553,0.009324378,0.22650082883117592,0.10732479539447223,0.11438333418654466
p82_V,1.525148585582775e-22,138.32735402094085,0.010754755,0.17613605367727625,0.0038199532091609386,0.06357025388441968
p83_FCLN,5.884138740361291e-09,67.31692392021742,1.0,0.06960238492900296,0.14318881474281872,0.40426373322394055
