feature,p_value,score,BayesianRidge,lgbm,xgb,mean
p4_KHSTNI,0.21548029004800867,1.5354149659476006,0.0,0.0,0.0,0.0
p4_P,1.7390866033643396e-21,93.2226855137348,0.0017056927823400029,0.0,4.7197314e-05,0.0005842966989186095
p4_Q,2.532448301948815e-15,63.839886503477864,0.10719057942520865,0.0945945945945946,1.8174796e-05,0.06726778293874222
p4_R,0.057452230819582215,3.6145650511961698,0.05971522957060765,0.02702702702702703,1.45440235e-05,0.028918933540392506
p5_GAP,3.375955138232165e-134,737.1459568425149,0.055659950227713965,0.06756756756756757,0.0005091874,0.04124556839993784
p5_P,4.193261907720977e-06,21.319381858326256,0.030996571587641134,0.0,0.0,0.01033219052921371
p5_SQDAMRLNHFKG,2.0210210222187955e-09,36.364782205069254,0.05320093021269164,0.05405405405405406,2.1252476e-05,0.035758745580769406
p5_T,4.924311138845e-10,39.18329567434127,0.028969848291682046,0.0,0.0,0.00965661609722735
p5_V,2.3372182671437997e-42,197.1472158130371,0.10836153991027495,0.06756756756756757,1.1214942e-05,0.05864677413990693
p6_GAP,6.564316240102927e-18,76.09194081399376,0.018796412065777705,0.0,1.4177105e-05,0.006270196390321171
p6_P,8.566460075315835e-11,42.68732049442097,0.04700277731658388,0.0,6.3403786e-07,0.015667803784814773
p6_Q,2.3926502011379767e-06,22.410523563911603,0.030996571587641134,0.0,0.0,0.01033219052921371
p6_RHFMADESYK,0.129831398123367,2.296844201666597,0.0,0.0,0.0,0.0
p7_E,1.76097593524772e-168,977.7562460810353,0.04374018980280233,0.04054054054054054,2.3137627e-05,0.02810128932347017
p7_G,2.7381901094975195e-10,40.35759063818994,0.028969848291682046,0.0,0.0,0.00965661609722735
p7_GAP,5.6560893210098384e-46,215.82411817367282,0.06983903005327481,0.0,1.9946435e-06,0.02328034156560024
p7_IAQLMVY,0.13530085610088616,2.232821272673766,0.0,0.0,0.0,0.0
p7_K,0.14075090440061003,2.1718455373925014,0.0,0.0,0.0,0.0
p7_N,1.525372864582116e-12,50.80799874833679,0.0035597071355767244,0.0,0.0,0.0011865690451922414
p7_P,0.3499629099090893,0.8740948393653943,0.0,0.0,0.0,0.0
p7_S,1.524290880088314e-13,55.48021527751595,0.047904143174133065,0.013513513513513514,7.892191e-06,0.02047518295961764
p8_E,9.882597063922383e-55,261.88127518162935,0.06191742926602606,0.0,1.0747597e-05,0.020642725621047447
p8_FWAGVMHILQ,0.001032567774477898,10.807280929337008,0.07953660706708249,0.02702702702702703,4.7466347e-05,0.03553703348023204
p8_GAP,6.96702697685072e-77,383.71390925936714,0.09099368171666204,0.013513513513513514,0.0,0.03483573174339185
p8_N,0.019298909618741585,5.485133008803297,0.01214504723571925,0.0,1.0691417e-05,0.004051912884146102
p8_S,4.792300250047217e-08,30.082914139714024,0.024574366569501693,0.0,0.0,0.00819145552316723
p8_T,6.665307590643417e-13,52.485086395849834,0.014167182349931683,0.0,0.0,0.004722394116643895
p8_Y,0.44112789805624664,0.5936372942064788,0.0,0.0,0.0,0.0
p9_GAP,1.0325808129753377e-101,529.7739858345763,0.06517203824487389,0.0,5.9331737e-06,0.02172599047286622
p9_I,2.208755788417032e-06,22.566270950516287,0.030996571587641134,0.0,0.0,0.01033219052921371
p9_LYVTAKHMRP,0.6101368487038218,0.26007639129204313,0.0,0.0,0.0,0.0
p10_F,0.0007244782652309616,11.469119354790594,0.0389890007682268,0.0,0.0,0.012996333589408932
p10_GAP,1.2434808182091397e-108,572.3526396228953,0.06517203824487389,0.0,5.9331737e-06,0.02172599047286622
p10_VHWTLCP,1.1088212393191626e-11,46.80070755388258,0.004313617002349286,0.02702702702702703,2.5557092e-06,0.010447733246197376
p10_Y,9.598760542547467e-168,972.3377399872472,0.07073818645524009,0.0,0.0,0.02357939548508003
p11_I,7.17720776468529e-11,43.042600815148226,0.010471002113501007,0.013513513513513514,8.5697275e-06,0.007997695118161466
p11_L,2.4692993713026887e-302,2176.598793343591,0.0748445906300505,0.0,0.008412316,0.027752302357195485
p11_T,1.6202259120228515e-07,27.681532405373122,0.024574366569501693,0.0,0.0,0.00819145552316723
p11_V,0.2273495374356795,1.458468124509669,0.0,0.0,0.0,0.0
p12_F,0.48703497738533397,0.4832903190124929,0.0,0.0,0.0,0.0
p12_GAP,2.9100617923593664e-63,307.88399818114453,0.07379115077292266,0.02702702702702703,1.660093e-05,0.03361159291011453
p12_IGPTK,0.027354745294562815,4.877071518468521,0.025060185540730213,0.013513513513513514,8.327123e-06,0.012860675392546627
p12_L,2.2088875690745133e-06,22.566154739254863,0.09584326586813749,0.013513513513513514,2.2940101e-05,0.0364599064942801
p12_M,0.012302078143427696,6.280822531169856,0.02062827190299943,0.0,1.0848588e-05,0.006879706830438963
p12_S,0.00012986496135066193,14.714380823245776,0.02694105112697495,0.0,0.0,0.008980350375658317
p12_V,7.242093511926128e-41,189.50329156639506,0.09744918853758427,0.04054054054054054,2.5910247e-05,0.04600521310841888
p13_GAP,1.3656124812476515e-62,304.2222073126385,0.09803560340341765,0.02702702702702703,2.5123106e-06,0.04168838091369148
p13_L,7.855304553270163e-06,20.10206875079733,0.0036685975540421303,0.0,0.0,0.0012228658513473768
p13_MEVYATHQPFKR,0.27624538380535996,1.1862657822816514,0.0,0.0,0.0,0.0
p13_N,1.3542227433747256e-11,46.39769730907029,0.062097998379476896,0.0,6.5918015e-05,0.020721305464833997
p13_S,2.420107296897216e-43,202.21421840561612,0.0059801322603500375,0.0,4.70014e-06,0.0019949441334250998
p14_F,8.041482277994415e-85,429.28796899844434,0.0419410535958443,0.013513513513513514,3.1229883e-06,0.018485896699234654
p14_G,0.8180469158042449,0.05294368491684558,0.0,0.0,0.0,0.0
p14_GAP,0.01852557235265411,5.556926348639045,0.027423567577874376,0.02702702702702703,0.00013287802,0.01819449087494717
p14_I,0.6442951237716787,0.21324811751103795,0.0,0.0,0.0,0.0
p14_P,1.7417649336105667e-12,50.539516605064534,0.014167182349931683,0.0,0.0,0.004722394116643895
p14_Q,1.3595715390888214e-49,234.71511898276074,0.0003206540444887399,0.0,0.0053320285,0.0018842275125913065
p14_TDVEKLSMNR,0.00012418162506332264,14.799527737949457,0.03572189704014549,0.08108108108108109,1.3436364e-06,0.03893477391921786
p14_Y,5.08138375255259e-07,25.43722541755817,0.024574366569501693,0.0,0.0,0.00819145552316723
p15_E,4.332846078925853e-09,34.84664459938603,0.012611961686870976,0.0,2.6523542e-06,0.004204871347013387
p15_GAP,9.531220069680388e-08,28.726326123521083,0.0003993897463200005,0.013513513513513514,0.00010472882,0.004672544025594581
p15_K,2.8489767000468785e-155,882.2695909448635,0.058296873613200434,0.0,1.9882207e-06,0.01943295394462492
p15_MLDYGPFICH,0.11706961695952844,2.458704212796478,0.0,0.0,0.0,0.0
p15_N,5.75137905058823e-08,29.722688052987046,0.048157716473552055,0.0,1.3137054e-05,0.016056951175963546
p15_Q,6.671025989894951e-40,184.57789976807035,0.11801385729617091,0.02702702702702703,6.4070787e-06,0.048349097133956666
p15_S,8.005978325890285e-07,24.547225020779216,0.11276890267940622,0.04054054054054054,1.7558188e-05,0.0511090004693554
p15_T,0.01424735630286732,6.020188747805056,0.02391601935326787,0.04054054054054054,1.383968e-05,0.021490133191243793
p15_V,0.9052020883170055,0.01418743999240713,0.0,0.0,0.0,0.0
p16_D,1.2758385298800887e-09,37.28191965354466,0.028969848291682046,0.0,0.0,0.00965661609722735
p16_E,1.0557276294509604e-05,19.530086904856482,0.0036685975540421303,0.0,0.0,0.0012228658513473768
p16_GAP,3.96743591273263e-06,21.426915175908828,0.043579394302234065,0.06756756756756757,1.4572862e-05,0.03705384491053416
p16_N,7.734999268207016e-73,360.8823277251909,0.08297364485765513,0.013513513513513514,7.940091e-06,0.03216503282060765
p16_Q,6.187942785713516e-45,210.43742077270915,0.0059801322603500375,0.0,4.70014e-06,0.0019949441334250998
p17_F,2.209948014762406e-09,36.186728714713496,0.01481096790301712,0.0,1.20609675e-05,0.004941009623503137
p17_G,2.8581021521389037e-05,17.609931340889865,0.03922007776580014,0.0,6.289219e-06,0.01307545566162426
p17_GAP,3.834562388253746e-09,35.08964281694795,0.007411535007793751,0.0,0.0,0.0024705116692645837
p17_I,1.6196608816186082e-58,282.15432744464505,0.045829512211278345,0.02702702702702703,7.775234e-05,0.024311430525520688
p17_K,0.2545846132999684,1.2988857275455874,0.0,0.0,0.0,0.0
p17_L,0.00043876983618112715,12.410296035172458,0.12053245812667818,0.013513513513513514,2.6066473e-05,0.04469067937101581
p17_M,0.004522566162684525,8.083593910600651,0.02390938134008383,0.0,0.0,0.007969793780027943
p17_R,0.09370681690272568,2.812805071425302,0.0,0.0,0.0,0.0
p17_S,5.828089172401168e-09,34.25729467605598,0.024574366569501693,0.0,0.0,0.00819145552316723
p17_T,0.662559670791903,0.19049884196481284,0.0,0.0,0.0,0.0
p17_V,0.7424276914898158,0.10804113613762349,0.0,0.0,0.0,0.0
p17_Y,6.065194453039004e-09,34.17805687329233,0.0547073753601413,0.013513513513513514,0.00023522877,0.022818705881278167
p18_GAP,2.7144693165974012e-08,31.206595457098533,0.04324867793882361,0.02702702702702703,0.0,0.023425234988616882
p18_I,1.822007655378941e-09,36.57137289497621,0.03408399687648742,0.0,3.051824e-06,0.011362349566837045
p18_LEMAF,0.0009354889659226454,10.991408096772968,0.07255856821412865,0.0,4.114449e-06,0.02418756088770428
p18_N,3.4299775883801657e-09,35.31149055716556,0.024574366569501693,0.0,0.0,0.00819145552316723
p18_S,8.810026955446407e-146,815.8399352823118,0.12981818129805953,0.10810810810810811,0.0,0.07930876313538922
p18_T,3.842301251980524e-09,35.08563199836638,0.067676214887911,0.0,9.058617e-05,0.0225889336849909
p18_V,0.0002671627440069486,13.346154270271017,0.03866371258673775,0.0,4.008388e-07,0.012888037808507972
p19_G,1.671527313972857e-48,229.00605482150434,0.08657520804038629,0.0,5.107927e-05,0.02887542910367331
p19_GAP,2.7786992549294983e-19,82.64440497218752,0.022743826820961398,0.0,0.0,0.007581275606987133
p19_N,1.9387019273037537e-29,132.0385584170433,0.06681545115243492,0.05405405405405406,4.434664e-05,0.04030461728266843
p19_QDTVKCELIHYR,1.8872259696940447e-10,41.10312330374817,0.03069356479942219,0.013513513513513514,4.7130907e-06,0.01473726380120359
p19_S,1.9496247046184247e-52,249.69765696235842,0.011480023286847644,0.013513513513513514,2.2444763e-05,0.008338660521150345
p20_GAP,0.00020649805073416587,13.833721667251782,0.08061424029456779,0.0,1.7870478e-06,0.026872009114134576
p20_I,0.026142679034153175,4.955608929192077,0.06849158017917761,0.013513513513513514,2.4352896e-06,0.02733584299410244
p20_L,0.018661760944114068,5.544060904116385,0.08160500766555455,0.0,0.0,0.027201669221851518
p20_R,1.4231005167330256e-49,234.61104800538362,0.007949041672086793,0.0,0.0,0.002649680557362264
p20_T,1.0119178951022207e-09,37.74438723733676,0.024574366569501693,0.0,0.0,0.00819145552316723
p20_V,2.3999294521113342e-42,197.08814058781158,0.03242847047108181,0.013513513513513514,4.130801e-05,0.015327763997799693
p20_YFPGEMSD,9.987700066516232e-11,42.37922502478363,0.005816835029968084,0.04054054054054054,1.6673753e-06,0.015453014315260381
p21_GAP,3.104372388138957e-39,181.17537965166485,0.13892999975545628,0.12162162162162163,0.00026358425,0.08693840187697392
p21_PMEQALNIWYG,0.0015177642473955535,10.091179109809312,0.0026957513057393155,0.02702702702702703,0.0,0.009907592777588781
p21_S,9.834964270451291e-22,94.41597826345074,0.01456376916320755,0.0,3.584416e-05,0.004866537774794248
p21_T,4.7952807780296166e-14,57.8335776431606,0.0035597071355767244,0.0,0.0,0.0011865690451922414
p21_V,0.0219273572618905,5.261643272957407,0.019262355722978727,0.0,0.0,0.006420785240992909
p22_E,3.029877315354338e-08,30.98913689710388,0.025692769023930695,0.0,0.0,0.008564256341310231
p22_GAP,6.344480772226807e-33,149.3544680633636,0.13849062845231452,0.0,0.004871679,0.04778743581886543
p22_PLSGFNIKAVTQHM,2.883112861419239e-08,31.087350468169767,0.05414220505671151,0.06756756756756757,3.807448e-05,0.040582615700977216
p22_R,0.6455379608684927,0.21165092951825235,0.0,0.0,0.0,0.0
p23_G,1.0885092545823159e-29,133.27790778614192,0.029996886480919503,0.013513513513513514,6.4247456e-06,0.014505608246679883
p23_GAP,7.85584018997901e-52,246.4981753354201,0.0027925477736216045,0.0,0.0,0.0009308492578738682
p23_NAFTEPKILV,0.00016764427907413657,14.229103907031977,0.09695770566435415,0.04054054054054054,8.645172e-05,0.045861565975152487
p23_S,4.207364856284267e-06,21.312860704176167,0.01349549845577277,0.02702702702702703,2.660917e-06,0.013508395466620533
p24_GAP,8.141295216513066e-147,822.9931319018722,0.009372464751479796,0.0,0.0,0.003124154917159932
p24_P,3.8459018527746333e-162,931.483740149793,0.009372464751479796,0.0,0.0,0.003124154917159932
p25_GAP,2.57322790293761e-168,976.5433031301369,0.009372464751479796,0.0,0.0,0.003124154917159932
p25_VITGHNSLMA,0.17178684343678052,1.8689272204432228,0.0,0.0,0.0,0.0
p25_W,3.885029908840927e-245,1608.3601388062027,0.004106725443062727,0.0,4.3839205e-05,0.0013835215494603632
p25_Y,0.018910230910934724,5.520836695548704,0.12099168605868368,0.04054054054054054,3.0416566e-06,0.053845089418593096
p26_D,3.7098639447730814e-203,1246.1269667289212,0.0465174406087622,0.0,6.32661e-05,0.015526902237286635
p26_E,0.2823693218568667,1.156416921045643,0.0,0.0,0.0,0.0
p26_GAP,2.9352773394788313e-170,990.8853505061477,0.009372464751479796,0.0,0.0,0.003124154917159932
p26_L,1.6282750883081137e-17,74.21541701156026,0.006684434194337063,0.0,0.0,0.002228144731445688
p27_G,1.6266471405839732e-162,934.1885405813116,0.04482862474345939,0.0945945945945946,0.0,0.046474406446017996
p27_GAP,9.787105297664231e-144,801.753524388606,0.009372464751479796,0.0,0.0,0.003124154917159932
p27_V,1.3536550954948938e-18,79.35948970119738,0.006684434194337063,0.0,0.0,0.002228144731445688
p27_Y,0.004380803599242534,8.141618432168645,0.02781491541705623,0.0,0.0,0.009271638472352076
p28_GAP,1.1051035034362347e-155,885.189117257423,0.009372464751479796,0.0,0.0,0.003124154917159932
p28_P,3.496096239139501e-167,968.2150742138508,0.009372464751479796,0.0,0.0,0.003124154917159932
p29_LAVYFMERIG,0.5980641681263268,0.2780346519063943,0.0,0.0,0.0,0.0
p29_N,1.0119178951022207e-09,37.74438723733676,0.024574366569501693,0.0,0.0,0.00819145552316723
p29_Q,6.707829265377341e-223,1411.1241255847176,0.001985542445101979,0.12162162162162163,0.0,0.0412023880222412
p30_GAP,4.96405567380448e-158,901.9187456515634,0.009372464751479796,0.0,0.0,0.003124154917159932
p30_HPKTFGQSAWV,0.015348110159371757,5.888498039388185,0.024164364934504263,0.02702702702702703,3.5797696e-06,0.017064990577028618
p30_Y,3.7902608881298416e-113,600.5976191222774,0.039150540465615453,0.0,0.0,0.01305018015520515
p31_GAP,3.051473358227299e-154,874.9742988489465,0.009372464751479796,0.0,0.0,0.003124154917159932
p31_H,4.457580348065439e-202,1237.3666246507348,0.14873824006329778,0.0,1.2752764e-05,0.04958366427567368
p31_L,0.06724758504842357,3.3534379495491544,0.07179715584637868,0.04054054054054054,0.00013286235,0.037490186244815545
p31_Y,0.0018633009298075938,9.711393622369826,0.019262355722978727,0.0,0.0,0.006420785240992909
p32_I,1.47910830957021e-56,271.6267181337426,0.06573234874624795,0.013513513513513514,0.0,0.026415287419920486
p32_L,4.487081693785502e-44,205.98911303438797,0.015411252836145055,0.04054054054054054,6.2343715e-06,0.018652675916075168
p32_M,0.28104091274733206,1.1628219118048801,0.0,0.0,0.0,0.0
p32_V,0.03323989675174293,4.54109899534607,0.10919650190917586,0.0,0.0,0.036398833969725285
p33_D,2.9453291881101883e-07,26.50690284794081,0.031955598615089065,0.0,0.0,0.010651866205029689
p33_G,1.6655058945441142e-24,107.84082867699347,0.04915991774062853,0.0,0.0,0.016386639246876177
p33_GAP,2.3802991213582426e-160,918.5559969909762,0.009372464751479796,0.0,0.0,0.003124154917159932
p33_HCFYPSQ,0.00019277174460277365,13.964114372183127,0.010048525991513582,0.013513513513513514,0.0,0.007854013168342366
p33_V,0.7606522312240853,0.09282719723606309,0.0,0.0,0.0,0.0
p34_D,0.19108837658290476,1.7106302847541637,0.0,0.0,0.0,0.0
p34_E,0.0007788087782295643,11.333830044505897,0.008552006201329215,0.0,1.0677226e-05,0.0028542278090674792
p34_GAP,3.316059605288094e-159,910.3356891828206,0.009372464751479796,0.0,0.0,0.003124154917159932
p34_N,3.9507637322645755e-06,21.435096291284893,0.010796222626358418,0.0,9.761179e-07,0.0035990662480918597
p34_P,8.536887032575962e-122,655.7047530231149,0.07611275393652667,0.0,0.0,0.025370917978842222
p34_S,0.0173856752120227,5.6686065874717455,0.02114519043288462,0.013513513513513514,4.8145143e-06,0.011554506153579705
p35_GAP,3.316059605288094e-159,910.3356891828206,0.009372464751479796,0.0,0.0,0.003124154917159932
p35_H,0.29972100461419365,1.0761213524520152,0.0,0.0,0.0,0.0
p35_K,1.513091108957273e-74,370.4930817247557,0.018558652323814668,0.0,7.2914877e-06,0.0061886479371685435
p35_M,5.3859540069903854e-45,210.7495045728941,0.03352260942983018,0.0,0.0,0.011174203143276726
p35_P,2.5596798269190616e-10,40.49258266058066,0.034682609836810506,0.0,0.0,0.011560869945603501
p35_R,2.6621922638920014e-09,35.815911133530285,0.024574366569501693,0.0,0.0,0.00819145552316723
p35_V,1.8087865569968148e-62,303.55728244497385,0.06413100415609983,0.013513513513513514,5.3836946e-05,0.025899451538498083
p36_G,1.6121654746868786e-14,60.05618227913329,0.029359527015806595,0.0,0.0,0.009786509005268866
p36_GAP,3.316059605288094e-159,910.3356891828206,0.009372464751479796,0.0,0.0,0.003124154917159932
p36_ISFVMET,0.02043063111176074,5.385263397983176,0.04136089294313872,0.0,0.0,0.013786964314379575
p36_W,4.86123825326431e-108,568.6761482995713,0.07373255269145342,0.013513513513513514,0.00011797142,0.02912134587619095
p37_GAP,3.316059605288094e-159,910.3356891828206,0.009372464751479796,0.0,0.0,0.003124154917159932
p37_I,2.287124633438105e-06,22.498362013884105,0.008248890891069935,0.0,0.0,0.0027496302970233116
p37_K,0.09477019425770196,2.794675637654755,0.0,0.0,0.0,0.0
p37_LMRTENSF,1.5765073870298845e-06,23.223599208564192,0.033083938619728304,0.02702702702702703,6.7026585e-06,0.020039222768431248
p37_Q,0.08636272075190007,2.944462699045305,0.0,0.0,0.0,0.0
p37_V,0.0011997050125136235,10.52793708203732,0.031134295246951136,0.0,0.0,0.01037809841565038
p37_Y,1.0376099022398172e-07,28.55895793371233,0.031955598615089065,0.0,0.0,0.010651866205029689
p38_F,8.640204389565346e-145,809.0019916042206,0.06967233710198674,0.013513513513513514,7.2753555e-06,0.027731041990342983
p38_GAP,2.734693147182025e-52,248.92027995636758,0.0027925477736216045,0.0,0.0,0.0009308492578738682
p38_H,0.4540758104496877,0.5607267501794037,0.0,0.0,0.0,0.0
p38_KQNAWLGSR,0.13506277444722775,2.2355474504412056,0.0,0.0,0.0,0.0
p38_Y,1.407149430378528e-15,65.04355722377048,0.04879991781386091,0.05405405405405406,5.743894e-07,0.03428484875243478
p39_G,5.818840070727637e-07,25.171755569578902,0.1266538091144375,0.25675675675675674,0.0,0.12780352195706476
p39_GAP,2.734693147182025e-52,248.92027995636758,0.0027925477736216045,0.0,0.0,0.0009308492578738682
p39_H,0.964615011580456,0.0019686866289142587,0.0,0.0,0.0,0.0
p39_K,0.03781107927305946,4.320552643239203,0.017407413016728986,0.0,1.936809e-06,0.005803116608571393
p39_M,3.6288329871769224e-13,53.71838555170402,0.02271949403140705,0.0,0.0,0.007573164677135684
p39_N,2.504833200081952e-13,54.47098758659133,0.020084802202902697,0.0,0.0,0.006694934067634232
p39_PLFDEIW,0.029546259822793703,4.74385753624478,0.06413281885319672,0.02702702702702703,3.408098e-06,0.030387751326111084
p39_Q,2.4350124004165277e-13,54.528405260417806,0.0035597071355767244,0.0,0.0,0.0011865690451922414
p39_R,1.9011398891075621e-31,141.9953490055375,0.01033811111642556,0.0,2.5284028e-06,0.0034468798397332737
p39_S,0.42577356177494097,0.6346429863411266,0.0,0.0,0.0,0.0
p39_T,8.257930501065848e-06,20.00529590835905,0.08465347618234617,0.0,3.6791564e-05,0.0282300892486541
p39_Y,5.018995209787174e-150,845.3284456299252,0.04179802596028186,0.04054054054054054,1.5262909e-06,0.027446697597250828
p40_F,3.1076342505082594e-07,26.401597001002635,0.01481096790301712,0.0,1.20609675e-05,0.004941009623503137
p40_G,9.634219988124788e-06,19.707016980915157,0.07391234555375178,0.0,0.0,0.02463744851791726
p40_GAP,3.49635662505755e-59,285.7430661705435,0.0027925477736216045,0.0,0.0,0.0009308492578738682
p40_I,0.7266237925815611,0.12227640821275661,0.0,0.0,0.0,0.0
p40_L,1.4300088723798584e-46,218.92751856144636,0.15620272528074133,0.16216216216216217,7.876846e-05,0.10614788530167359
p40_M,0.0719161943616101,3.2429568485558606,0.003137995506159554,0.0,6.2547006e-06,0.0010480834022416773
p40_V,0.30091566513692536,1.0708129767024828,0.0,0.0,0.0,0.0
p41_GASIC,0.6378889419785132,0.2215969069608228,0.0,0.0,0.0,0.0
p41_L,0.9055206651869933,0.014091795191806662,0.0,0.0,0.0,0.0
p41_M,6.51566947694013e-19,80.87541212268671,0.006684434194337063,0.0,0.0,0.002228144731445688
p41_Q,1.5e-323,2411.2399550763125,0.0748445906300505,0.0,0.008412316,0.027752302357195485
p41_T,5.582274977546253e-22,95.60259196434615,0.10730271099305741,0.013513513513513514,0.0,0.04027207483552364
p41_V,1.2651324473093946e-10,41.904926193232164,0.04508654882451833,0.013513513513513514,0.0,0.019533354112677283
p42_CNLIVQKDRFH,0.0006475489691453421,11.679358748327193,0.04916834945227704,0.013513513513513514,1.2483757e-05,0.020898115574269637
p42_G,0.6773457762166946,0.17319146538544228,0.0,0.0,0.0,0.0
p42_GAP,3.3390125555377117e-10,39.96047939758382,0.04628182989191445,0.0,0.0,0.01542727663063815
p42_P,2.425051562802232e-44,207.36954131433146,0.010418948054278567,0.0,6.4074684e-06,0.0034751185075563673
p42_S,5.383384422026397e-13,52.91819839493041,0.07127573844939782,0.06756756756756757,0.0,0.04628110200565513
p42_T,7.503651035155694e-24,104.66304219335899,0.07135402163137686,0.04054054054054054,1.8810577e-05,0.03730445758293103
p42_Y,3.1923869676824434e-12,49.314212267184246,0.014167182349931683,0.0,0.0,0.004722394116643895
p43_E,6.643713978490764e-45,210.2776582689315,0.01763897641092912,0.0,0.0,0.00587965880364304
p43_F,0.006496761654089472,7.42625442852556,0.137217778624056,0.0,1.389173e-06,0.04573972259902125
p43_GAP,3.3390125555377117e-10,39.96047939758382,0.04628182989191445,0.0,0.0,0.01542727663063815
p43_H,6.468293789638647e-14,57.22409601312195,0.0035597071355767244,0.0,0.0,0.0011865690451922414
p43_I,6.250866988444117e-14,57.29371174237695,0.05843556991628038,0.0,2.996545e-05,0.019488511788545927
p43_L,0.005916633416128993,7.595521296929748,0.1948568421090051,0.32432432432432434,0.00011062237,0.173097262935017
p43_N,1.3737853853580226e-12,51.01987973516052,0.014167182349931683,0.0,0.0,0.004722394116643895
p43_SCYQDGKR,6.215044062287129e-07,25.04276591184583,0.14963309285429474,0.02702702702702703,3.922197e-06,0.05888801402604422
p43_T,0.01890730141174671,5.521108669901005,0.045330042964809615,0.02702702702702703,0.0,0.02411902333061221
p43_V,0.3014444039702483,1.0684722353824048,0.0,0.0,0.0,0.0
p44_F,0.0,2884.2495788846823,0.012229662484569555,0.20270270270270271,1.0,0.4049774550624241
p44_GAP,1.9007300341111616e-10,41.08883519484715,0.04628182989191445,0.0,0.0,0.01542727663063815
p44_I,1.8986818558582843e-09,36.48921771152055,0.08835630075920071,0.05405405405405406,0.0070112953,0.049807216703168844
p44_L,0.027020255996593783,4.898377686441831,0.019868422544948954,0.02702702702702703,0.00052320363,0.015806217735544317
p44_S,6.916640575279033e-10,38.50424317542747,0.00546951273761622,0.0,0.0,0.00182317091253874
p44_T,3.339813594858748e-09,35.3645015208415,0.007427285720366615,0.02702702702702703,2.5489502e-05,0.011493267416514503
p44_V,4.417187674184239e-05,16.774141207207045,0.11133285424826016,0.02702702702702703,8.4153874e-07,0.046120240938007595
p44_W,9.038378681254641e-51,240.90351645493686,0.13919403184931692,0.0,2.7843125e-05,0.04640729165819928
p44_Y,0.025948562050199096,4.968538160959598,0.019262355722978727,0.0,0.0,0.006420785240992909
p45_I,3.374316312504497e-42,196.328059166991,0.07948238573793595,0.05405405405405406,7.851527e-05,0.04453831835511141
p45_L,4.010999200107134e-24,105.98452924379094,0.039330584555067216,0.02702702702702703,0.0,0.022119203860698083
p45_M,2.531054351511357e-161,925.5710262996026,0.05351758657887017,0.0,3.841704e-06,0.017840476094223824
p45_QVATP,0.09586317037731285,2.776271064834152,0.0,0.0,0.0,0.0
p45_Y,0.0011357305031102632,10.629909571531554,0.015830117254866747,0.0,0.0,0.005276705751622249
p46_G,2.813409045967117e-285,1997.4133769340665,0.0748445906300505,0.0,0.008412316,0.027752302357195485
p46_I,0.02410432408993346,5.096639580335823,0.016341399768120858,0.013513513513513514,0.002237129,0.010697347435598546
p46_L,0.16389071289153956,1.9397062654092276,0.0,0.0,0.0,0.0
p46_MAVC,0.032241319835377584,4.59350054865099,0.026389423334501522,0.04054054054054054,0.0,0.022309987958347353
p46_S,2.2920185835104616e-13,54.65133074541346,0.014167182349931683,0.0,0.0,0.004722394116643895
p46_T,7.313922627605176e-14,56.97397150784573,0.008347424403903726,0.10810810810810811,4.937926e-06,0.03882015681265421
