,feature,Light Gradient Boosting Machine,Extreme Gradient Boosting,Gradient Boosting Classifier,mean_imp
149,150,0.0,0.0,0.0,0.0
150,151,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
151,152,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
152,153,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
153,154,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
154,155,0.0,0.0,0.0,0.0
155,156,0.17673716012084592,0.010407657,0.13786983810313863,0.10833821852883507
156,157,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
157,158,0.2688821752265861,0.041626014,0.0880868497046334,0.13286501291554084
158,159,0.24169184290030213,0.029880129,0.14871858173169464,0.14009685114428858
159,160,0.5422960725075529,0.015549503,0.26438500004541166,0.274076858606592
160,161,0.3413897280966767,0.0143016735,0.18240867255292825,0.17936669138626185
161,162,0.24018126888217523,0.032580815,0.10261560257214686,0.12512589556998802
162,163,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
163,164,0.2552870090634441,0.04983208,0.13320646993436774,0.14610851951912548
164,165,0.324773413897281,0.025231628,0.08482728738326772,0.1449441096759884
165,166,0.44410876132930516,0.022896219,0.12671828998470186,0.19790775678631026
166,167,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
167,168,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
168,169,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
169,170,0.7613293051359517,0.033205856,0.5091754858836617,0.43457021555246733
170,171,0.283987915407855,0.033923276,0.12251131768096347,0.14680750295252512
171,172,0.45468277945619334,1.0,0.7534188963671103,0.7360338919411012
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.2854984894259819,0.024282552,0.07910402601670981,0.12962835591485847
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.4909365558912387,0.028220411,0.08147055958730468,0.2002091756228698
183,184,0.1661631419939577,0.035388514,0.08107527350390299,0.09420897663246307
184,185,0.486404833836858,0.18588707,0.8968094366209349,0.5230337796559495
185,186,0.4108761329305136,0.03947661,0.15439003870234239,0.20158092745100453
186,187,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
187,188,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
188,189,0.055891238670694864,0.03290998,0.08950505483860774,0.05943542389680878
189,190,0.34894259818731116,0.012462597,0.08217784884187304,0.14786101478984318
190,191,0.22507552870090636,0.02005865,0.05517712301100006,0.10010376741177685
191,192,0.0,0.0,0.0,0.0
192,193,0.3564954682779456,0.030073961,0.17747122719273972,0.18801355223790625
193,194,0.45770392749244715,0.13067405,0.5145857647418809,0.36765458049752003
194,195,0.24773413897280966,0.040568072,0.14533897332498974,0.1445470615488775
195,196,0.0,0.0,0.0,0.0
196,197,0.30060422960725075,0.04185796,0.148450202205274,0.16363746445926028
197,198,0.41389728096676737,0.017160429,0.2890275741726897,0.2400284279424624
198,199,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
199,200,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
200,201,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
201,202,0.8685800604229608,0.049209096,0.509741222657886,0.47584345953950313
202,203,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
203,204,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
204,205,0.4622356495468278,0.055169348,0.25790848319978166,0.2584378268067547
205,206,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
206,207,0.0,0.0,0.0,0.0
207,208,0.6238670694864048,0.06978295,0.5571480254310734,0.4169326816338506
208,209,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
209,210,0.21450151057401812,0.053065307,0.06927274066232625,0.11227985289157265
210,211,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
211,212,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
212,213,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
213,214,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
214,215,0.13293051359516617,0.09839158,0.1353194160734603,0.12221383575668643
215,216,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
216,217,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
217,218,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
218,219,0.25226586102719034,0.026846804,0.12039658564309488,0.13316975013168367
219,220,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
220,221,0.0,0.0,0.0,0.0
221,222,0.052870090634441085,0.10284753,0.4064388010529531,0.18738547437508934
222,223,0.2311178247734139,0.0219488,0.08984563269600179,0.11430408565344811
223,224,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
224,225,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
225,226,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
226,227,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
227,228,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
228,229,0.1283987915407855,0.12214533,0.4344506354446985,0.2283315864605048
229,230,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
230,231,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
231,232,0.0770392749244713,0.032101702,0.15217892588592546,0.08710663425182108
232,233,0.1555891238670695,0.084226675,0.2633401209555826,0.1677186400514149
233,234,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.5226586102719033,0.09354896,0.41737467979537807,0.34452741701701156
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.24471299093655588,0.049385548,0.13146931445753882,0.14185595101067805
242,243,0.256797583081571,0.04864242,0.12502576846880015,0.14348859027633096
243,244,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
244,245,0.012084592145015106,0.0026233278,0.01643697050344355,0.010381630141128558
245,246,0.270392749244713,0.038898315,0.08289642350990824,0.13072916267843238
246,247,0.3640483383685801,0.01905363,0.07880322983558984,0.15396839957833472
247,248,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
248,249,0.20241691842900303,0.14014286,0.5773401946598598,0.3066333237057582
249,250,0.4259818731117825,0.035972882,0.24695181080061743,0.23630218865819888
250,251,0.18731117824773413,0.026091235,0.051137980180225126,0.08818013106215185
251,252,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
252,253,0.0,0.0,0.0,0.0
253,254,0.6540785498489426,0.052208144,0.3633260336152237,0.3565375758939653
254,255,0.24471299093655588,0.049385548,0.13146931445753882,0.14185595101067805
255,256,0.27341389728096677,0.04638651,0.17100820596898278,0.16360287112789762
256,257,0.56797583081571,0.03580291,0.14919888075369725,0.250992539937052
257,258,0.44108761329305135,0.017184863,0.12297094876033988,0.1937478083067963
258,259,0.24471299093655588,0.049385548,0.13146931445753882,0.14185595101067805
259,260,0.20694864048338368,0.034744553,0.047052536507113454,0.09624857675281763
260,261,0.38821752265861026,0.026986746,0.1278393541850848,0.1810145409870559
261,262,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
262,263,0.0,0.0,0.0,0.0
263,264,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
264,265,0.20694864048338368,0.019240435,0.05972540928348457,0.09530482832657294
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
269,270,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
270,271,0.061933534743202415,0.0011771566,0.09881642921155463,0.053975706843881276
271,272,0.1027190332326284,0.021097584,0.02752665573383661,0.050447757554237055
272,273,0.0,0.0,0.0,0.0
273,274,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
274,275,0.0,0.0,0.0,0.0
275,276,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
276,277,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
277,278,0.04984894259818731,0.018776627,0.03687696064618891,0.03516751016728085
278,279,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
279,280,0.0,0.0,0.0,0.0
280,281,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
281,282,0.17522658610271905,0.1275403,0.47217345828172247,0.2583134498804283
282,283,0.0,0.0,0.0,0.0
283,284,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
284,285,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
285,286,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.3595166163141994,0.05861605,0.17052272334912283,0.19621846308368296
289,290,0.36253776435045315,0.14630778,0.8234414429841656,0.44409566289110347
290,291,0.31268882175226587,0.04708989,0.1300522480443075,0.16327698648071662
291,292,0.29607250755287007,0.03678156,0.20765527672823428,0.18016978163690353
292,293,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
293,294,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
294,295,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
295,296,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
296,297,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
297,298,0.20090634441087613,0.08745112,0.3598894547046155,0.2160823072722199
298,299,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
299,300,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
300,301,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
301,302,0.527190332326284,0.06385456,0.37320233304182454,0.3214157418747043
302,303,0.24471299093655588,0.052490775,0.12701425506310307,0.14140600684725071
303,304,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
304,305,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
305,306,0.6570996978851964,0.040026866,0.27233453505271815,0.32315369961249246
306,307,0.33534743202416917,0.014679027,0.10221915954219621,0.15074853945210953
307,308,0.0,0.0,0.0,0.0
308,309,0.1027190332326284,0.041868396,0.06606201915253146,0.070216482829514
309,310,0.472809667673716,0.046231966,0.2474386678265686,0.2554934339886654
310,311,0.36253776435045315,0.049303006,0.13997962813927894,0.18394013295684286
311,312,0.23867069486404835,0.0060704513,0.2070254480844559,0.15058886476459965
312,313,0.24924471299093656,0.03148056,0.22316239512601677,0.16796255544450836
313,314,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
314,315,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
315,316,0.0,0.0,0.0,0.0
316,317,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
317,318,0.3217522658610272,0.05002114,0.17106781754045078,0.1809470750563266
318,319,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
319,320,0.2039274924471299,0.05340193,0.04798348573376486,0.10177096885864256
320,321,0.4697885196374622,0.03399046,0.22791553487490177,0.24389817196388455
321,322,0.07250755287009064,0.02097893,0.03206261578807163,0.04184969937770403
322,323,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
323,324,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
324,325,0.16163141993957703,0.011448432,0.05622696121409218,0.07643560430458064
325,326,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
326,327,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
327,328,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
328,329,0.052870090634441085,0.10284753,0.4064388010529531,0.18738547437508934
329,330,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
330,331,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
331,332,0.006042296072507553,0.018175073,0.007602865458707317,0.010606744833073667
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
347,348,0.06042296072507553,0.1183098,0.4331200493901385,0.2039509378074235
348,349,0.1299093655589124,0.02073054,0.041232821266610334,0.06395757566062905
349,350,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
350,351,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
351,352,0.06042296072507553,0.1183098,0.4331200493901385,0.2039509378074235
352,353,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
353,354,0.0,0.0,0.0,0.0
354,355,0.1903323262839879,0.005990282,0.1318937386797637,0.10940544904350029
355,356,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
356,357,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
357,358,0.229607250755287,0.018461002,0.07810681778316801,0.10872502352512804
358,359,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
359,360,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
360,361,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
361,362,0.8942598187311178,0.031344026,0.2149984434080404,0.38020076282209714
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.17522658610271905,0.044631485,0.11398709517448855,0.1112817220577174
365,366,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
366,367,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
367,368,0.4380664652567976,0.073487945,0.26327873120668144,0.25827771378815617
368,369,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
369,370,0.24169184290030213,0.032461554,0.26131813024636263,0.17849050898623056
370,371,0.1299093655589124,0.040155046,0.09241590556595482,0.08749343893767318
371,372,0.5226586102719033,0.033710763,0.17114222289490708,0.24250386534173374
372,373,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
373,374,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
374,375,0.3972809667673716,0.08294307,0.15264430813578217,0.21095611395258884
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.1782477341389728,0.020565866,0.1355201548745355,0.11144458485829145
378,379,0.3867069486404834,0.046495643,0.12903023643315453,0.18741094252889154
379,380,0.35196374622356497,0.043153774,0.14384147501193742,0.17965299840958537
380,381,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
381,382,0.3640483383685801,0.14202376,0.5372131081657958,0.3477617345448271
382,383,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
383,384,0.24471299093655588,0.049385548,0.13146931445753882,0.14185595101067805
384,385,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
385,386,0.29154078549848944,0.05144522,0.1361138852349856,0.1596999634664136
386,387,0.0,0.0,0.0,0.0
387,388,0.25226586102719034,0.06484782,0.15815056279472425,0.1584214144430122
388,389,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
389,390,0.3595166163141994,0.081703655,0.09370574565300718,0.17830867246298013
390,391,0.3580060422960725,0.17244332,0.5923150253658288,0.3742547943495578
391,392,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
392,393,0.13746223564954682,0.05561732,0.11909715390314024,0.10405890361177077
393,394,0.23564954682779457,0.080860235,0.15212952587291495,0.1562131024992368
394,395,0.4169184290030212,0.057817042,0.2198921542742085,0.23154254171705388
395,396,0.2628398791540785,0.05177693,0.11759950608996206,0.1440721053112841
396,397,0.23716012084592145,0.033923276,0.10478806612035342,0.1252904875783439
397,398,0.11027190332326284,0.050557666,0.099218000674848,0.08668252317499259
398,399,0.270392749244713,0.02606342,0.0601098258522131,0.11885533165846963
399,400,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
400,401,0.6374622356495468,0.0121892,0.9098247235425155,0.519825386446683
401,402,0.022658610271903322,0.04638682,0.08004374501155623,0.04969639153876587
402,403,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
403,404,0.1148036253776435,0.009230501,0.039053408891584006,0.05436251176256402
404,405,0.0,0.0,0.0,0.0
405,406,0.3564954682779456,0.005697741,0.023384492856974318,0.1285259007693759
406,407,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
407,408,0.38972809667673713,0.030993735,0.2445742745453989,0.22176536887995324
408,409,0.6344410876132931,0.051437493,0.22035690709787215,0.30207849604161735
409,410,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
410,411,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
411,412,0.0,0.0,0.0,0.0
412,413,0.37915407854984895,0.06416519,0.38629263104206707,0.27653729981805575
413,414,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
414,415,0.0,0.0,0.0,0.0
415,416,0.4169184290030212,0.053519044,0.1644578856452426,0.2116317862398999
416,417,0.32326283987915405,0.046571102,0.20882643801681797,0.19288679329643146
417,418,0.16163141993957703,0.048252787,0.28763193762204714,0.1658387150008798
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
421,422,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
422,423,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
423,424,0.0075528700906344415,0.015462273,0.02668124833718541,0.016565463742775004
424,425,0.0,0.0,0.0,0.0
425,426,0.21601208459214502,0.13003695,0.5163920725165883,0.28748036907337415
426,427,0.015105740181268883,0.030924546,0.05336249667437082,0.03313092748555001
427,428,0.12235649546827794,0.024692774,0.06573465722876941,0.07092797550533902
428,429,0.48942598187311176,0.06530181,0.33187894255779743,0.2955355792053747
429,430,0.24471299093655588,0.049385548,0.13146931445753882,0.14185595101067805
430,431,0.1782477341389728,0.05307786,0.13336140290515613,0.12156233290360278
431,432,0.4561933534743202,0.104050584,0.2077906886103819,0.25601154207404725
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
