,feature,Light Gradient Boosting Machine,Extreme Gradient Boosting,Gradient Boosting Classifier,mean_imp
148,149,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
149,150,0.0,0.0,0.0,0.0
150,151,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
151,152,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
152,153,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
153,154,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
154,155,0.0,0.0,0.0,0.0
155,156,0.3693570451436389,0.034443963,0.12131624304957458,0.17503908383742553
156,157,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
157,158,0.5157318741450069,0.3506599,0.29833838024522247,0.38824338708479855
158,159,0.38303693570451436,0.35594657,0.40397898969528634,0.3809874986782142
159,160,0.7017783857729138,0.022004899,0.2661054050997578,0.3299628965034016
160,161,0.47058823529411764,0.021956677,0.17998583142819863,0.22417691444652701
161,162,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
162,163,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
163,164,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
164,165,0.48153214774281805,0.054028332,0.1447522084218799,0.22677089613270898
165,166,0.8303693570451436,0.04386728,0.26146575212635137,0.3785674626718711
166,167,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
167,168,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
168,169,0.35567715458276333,0.34714824,0.29253171929876753,0.33178570449803674
169,170,0.679890560875513,0.34728652,0.5611273845334822,0.5294348225991512
170,171,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
171,172,0.32968536251709984,0.014304613,0.1442470666795874,0.16274568065330441
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.6880984952120383,0.039953377,0.23292257504200345,0.32032481578396227
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.5978112175102599,0.34030607,0.27463913798269884,0.40425214297338635
183,184,0.12585499316005472,0.64330846,0.3163823352697542,0.36184859638074723
184,185,0.5868673050615595,0.43745154,0.7785696704238488,0.6009628389697353
185,186,0.7045143638850889,0.03981514,0.20647317934559253,0.3169342274187104
186,187,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
187,188,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
188,189,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
189,190,0.466484268125855,0.01042021,0.031715582398918,0.16954002008431812
190,191,0.13132694938440492,0.322119,0.15608391306584554,0.20317662000803435
191,192,0.0,0.0,0.0,0.0
192,193,0.2968536251709986,0.3307366,0.2061655851237321,0.27791860586929557
193,194,0.4363885088919289,0.07667724,0.3981736114001194,0.30374645357445235
194,195,0.6744186046511628,0.364775,0.40441096399019105,0.4812015235480233
195,196,0.0,0.0,0.0,0.0
196,197,0.44596443228454175,0.6633269,0.45295773158212865,0.5207496943151658
197,198,0.36662106703146374,0.06366536,0.33363803718457,0.2546414881427866
198,199,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
199,200,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
200,201,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
201,202,1.0,0.6649284,0.7042672765497151,0.7897318844081225
202,203,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
203,204,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
204,205,0.7523939808481532,0.05360504,0.3056156667471469,0.3705382287559953
205,206,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
206,207,0.0,0.0,0.0,0.0
207,208,0.7455540355677155,0.98838603,0.8398414779556388,0.8579271828296231
208,209,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
209,210,0.4473324213406293,0.034188516,0.14591071024293512,0.20914388267385728
210,211,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
211,212,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
212,213,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
213,214,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
214,215,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
215,216,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
216,217,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
217,218,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
218,219,0.3543091655266758,0.34152853,0.27759140452794867,0.32447636831461524
219,220,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
220,221,0.0,0.0,0.0,0.0
221,222,0.07250341997264022,0.06563305,0.34675494244020094,0.16163047117007806
222,223,0.19015047879616964,0.33260632,0.18731383536776994,0.23669020992557752
223,224,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
224,225,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
225,226,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
226,227,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
227,228,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
228,229,0.38850889192886456,0.40495494,0.6162667482891059,0.4699101934328711
229,230,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
230,231,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
231,232,0.057455540355677154,0.6574812,0.31250998385440426,0.34248223925085397
232,233,0.11491108071135431,1.0,0.9163542585969101,0.6770884464360881
233,234,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.6908344733242134,0.70054454,0.6806944752648961,0.6906911615676162
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
242,243,0.39261285909712723,0.66368127,0.4320040504697043,0.49609939275294934
243,244,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
244,245,0.0,0.0,0.0,0.0
245,246,0.6963064295485636,0.052899044,0.2865883249165793,0.3452645994907353
246,247,0.466484268125855,0.022473749,0.13618775256332066,0.20838192315417067
247,248,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
248,249,0.22024623803009577,0.39696607,0.5863108176519742,0.40117437520627414
249,250,0.3625170998632011,0.024548352,0.22929059482433173,0.20545201548407058
250,251,0.3693570451436389,0.04591289,0.1551063455882558,0.19012542745275093
251,252,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
252,253,0.0,0.0,0.0,0.0
253,254,0.6484268125854993,0.02191116,0.15013377226428684,0.27349058133584636
254,255,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
255,256,0.493844049247606,0.042552922,0.3411837939891995,0.2925269217192734
256,257,0.7140902872777017,0.033416096,0.15775808140696854,0.30175482160191436
257,258,0.6853625170998632,0.028970564,0.17895166991610115,0.29776158360006866
258,259,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
259,260,0.16279069767441862,0.33502734,0.2607520746210008,0.2528567031232331
260,261,0.5458276333789329,0.027567845,0.18391240728380948,0.25243596183354877
261,262,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
262,263,0.0,0.0,0.0,0.0
263,264,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
264,265,0.44459644322845415,0.028938511,0.20614848554234344,0.22656114671910377
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
269,270,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
270,271,0.05471956224350205,0.015908439,0.0053729527519145,0.02533365123592501
271,272,0.11354309165526676,0.32404527,0.1747205603771219,0.2041029742379233
272,273,0.0,0.0,0.0,0.0
273,274,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
274,275,0.0,0.0,0.0,0.0
275,276,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
276,277,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
277,278,0.03556771545827633,0.32223296,0.15712028611473308,0.1716403210758908
278,279,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
279,280,0.0,0.0,0.0,0.0
280,281,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
281,282,0.38850889192886456,0.40495494,0.6162667482891059,0.4699101934328711
282,283,0.0,0.0,0.0,0.0
283,284,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
284,285,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
285,286,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.9466484268125855,0.6971794,0.6549669019954699,0.7662649019623551
289,290,0.4829001367989056,0.50465435,1.0,0.6625181615651605
290,291,0.4582763337893297,0.66595185,0.4529501018684912,0.5257260945626371
291,292,0.6839945280437757,0.052979484,0.2372595333472347,0.3247445151971627
292,293,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
293,294,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
294,295,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
295,296,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
296,297,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
297,298,0.4186046511627907,0.35209075,0.4829456297746314,0.41788034236724797
298,299,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
299,300,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
300,301,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
301,302,0.4103967168262654,0.036943235,0.33264344444220734,0.2599944652572473
302,303,0.4172366621067031,0.66352934,0.46035059485351615,0.5137055311375679
303,304,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
304,305,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
305,306,0.6224350205198358,0.35028613,0.453310152222525,0.47534376629304687
306,307,0.3625170998632011,0.006735664,0.0892378019812178,0.15283018856848507
307,308,0.0,0.0,0.0,0.0
308,309,0.09439124487004104,0.64403844,0.3081585647418161,0.3488627494696181
309,310,0.5581395348837209,0.35039496,0.33766577890495325,0.4154000926689379
310,311,0.7346101231190151,0.046857867,0.24034132499081295,0.3406031051665818
311,312,0.2393980848153215,0.0018046295,0.07619062276341138,0.10579777901197202
312,313,0.43365253077975374,0.3623866,0.32632048352138354,0.3741198761284603
313,314,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
314,315,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
315,316,0.0,0.0,0.0,0.0
316,317,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
317,318,0.5198358413132695,0.66763705,0.4340091565006847,0.540494015988593
318,319,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
319,320,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
320,321,0.39261285909712723,0.39127448,0.29575521071613703,0.35988085060835306
321,322,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
322,323,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
323,324,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
324,325,0.387140902872777,0.02472155,0.1171148123479397,0.17632575501486566
325,326,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
326,327,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
327,328,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
328,329,0.07250341997264022,0.06563305,0.34675494244020094,0.16163047117007806
329,330,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
330,331,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
331,332,0.012311901504787962,0.0056265066,3.2063055947294054e-05,0.005990157066172372
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
347,348,0.07387140902872777,0.38641945,0.5003234579914458,0.320204770765478
348,349,0.16689466484268126,0.014161908,0.04048089373694032,0.07384582221579482
349,350,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
350,351,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
351,352,0.07387140902872777,0.38641945,0.5003234579914458,0.320204770765478
352,353,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
353,354,0.0,0.0,0.0,0.0
354,355,0.213406292749658,0.007346546,0.0020407401241582064,0.07426452622851958
355,356,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
356,357,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
357,358,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
358,359,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
359,360,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
360,361,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
361,362,0.6224350205198358,0.33418512,0.2596932267774186,0.40543779024695265
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.3898768809849521,0.7257413,0.7698352638403508,0.6284844905447442
365,366,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
366,367,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
367,368,0.746922024623803,0.36536875,0.47759603071341916,0.5299622696696228
368,369,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
369,370,0.31326949384404923,0.32971686,0.3222951744415303,0.32176050984453197
370,371,0.3173734610123119,0.66010827,0.42308032140014984,0.4668540168911392
371,372,0.6388508891928865,0.344585,0.36471416142135743,0.4493833506943008
372,373,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
373,374,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
374,375,0.6032831737346102,0.34588122,0.2879740062811333,0.41237946789811075
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
378,379,0.5512995896032832,0.667737,0.4652991144317392,0.5614452370587119
379,380,0.7222982216142271,0.39202616,0.4257973050413669,0.5133738942808838
380,381,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
381,382,0.4897400820793434,0.7291624,0.8071055372937171,0.6753360047911728
382,383,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
383,384,0.6320109439124487,0.6786438,0.53902361169781,0.6165594594267473
384,385,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
385,386,0.6511627906976745,0.67929184,0.5505574362808872,0.6270040237821809
386,387,0.0,0.0,0.0,0.0
387,388,0.6333789329685362,0.9994302,0.6925921272490548,0.7751337466045127
388,389,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
389,390,0.7647058823529411,0.06475644,0.27865267463275684,0.3693716650405996
390,391,0.5759233926128591,0.738107,0.8415276774872414,0.7185193652411407
391,392,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
392,393,0.31874145006839943,0.9808946,0.5766488369513948,0.6254283040689047
393,394,0.6292749658002736,0.03707105,0.2318865805953202,0.2994108652030011
394,395,0.5444596443228454,0.05771361,0.23171468049752286,0.27796264466972115
395,396,0.6470588235294118,0.36748093,0.3974916858774686,0.4706771476910365
396,397,0.6306429548563611,0.3578574,0.3854550961465651,0.4579851523807667
397,398,0.06976744186046512,0.96511817,0.477011269936433,0.5039656271938147
398,399,0.22571819425444598,0.3267987,0.182601503839712,0.24503946844697944
399,400,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
400,401,0.5718194254445964,0.010263606,0.581515096349362,0.38786604258952434
401,402,0.004103967168262654,0.96235913,0.46070554665373464,0.4757228814015117
402,403,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
403,404,0.3146374829001368,0.018535525,0.1159432902976601,0.14970543260150054
404,405,0.0,0.0,0.0,0.0
405,406,0.2612859097127223,0.005557312,0.034553470362917706,0.10046556408003189
406,407,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
407,408,0.45964432284541723,0.34444502,0.30639320741139653,0.3701608500724058
408,409,0.4692202462380301,0.33939862,0.22775131710073013,0.34545672861719257
409,410,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
410,411,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
411,412,0.0,0.0,0.0,0.0
412,413,0.2872777017783858,0.33633047,0.28431621078340075,0.30264146199493025
413,414,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
414,415,0.0,0.0,0.0,0.0
415,416,0.8057455540355677,0.39910713,0.4460377519098371,0.550296811442378
416,417,0.4103967168262654,0.662643,0.4427632022845495,0.5052676448318297
417,418,0.13679890560875513,0.6497525,0.31934809787857404,0.3686331670534546
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
421,422,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
422,423,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
423,424,0.0013679890560875513,0.3207864,0.15356851555124487,0.15857429711187307
424,425,0.0,0.0,0.0,0.0
425,426,0.280437756497948,0.3938309,0.51027942996769,0.3948493606298424
426,427,0.0027359781121751026,0.6415728,0.30713703110248974,0.31714859422374614
427,428,0.31600547195622436,0.3393219,0.269511805848905,0.30827972971337364
428,429,0.7181942544459644,0.3562018,0.45500858198737665,0.509801544719037
429,430,0.6839945280437757,0.6869509,0.5651555016146074,0.6453669838902374
430,431,0.12175102599179206,0.96290123,0.4944477640172989,0.5263666748786203
431,432,0.5813953488372093,0.34162346,0.2993788213482625,0.407465875157166
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
