,feature,Extreme Gradient Boosting,Gradient Boosting Classifier,Light Gradient Boosting Machine,mean_imp
148,149,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
149,150,0.0,0.0,0.0,0.0
150,151,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
151,152,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
152,153,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
153,154,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
154,155,0.0,0.0,0.0,0.0
155,156,0.010215071,0.18592430228969042,0.2199074074074074,0.13868226024235297
156,157,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
157,158,0.017148053,0.27632804167213404,0.34375,0.2124086983152309
158,159,0.011714411,0.3418155411637372,0.23842592592592593,0.19731862601926267
159,160,0.011414355,0.35500207557547275,0.44212962962962965,0.2695153532907233
160,161,0.011521936,0.3041079274873168,0.33564814814814814,0.21709267067657975
161,162,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
162,163,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
163,164,0.018712042,0.35258497329605787,0.3402777777777778,0.23719159765779918
164,165,0.031819474,0.23570081692924572,0.3229166666666667,0.19681231918265576
165,166,0.022366893,0.39467228748344096,0.4861111111111111,0.30105009704698915
166,167,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
167,168,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
168,169,0.04184075,0.21928880137925394,0.18518518518518517,0.1487715790961721
169,170,0.017233713,0.5955098435120157,0.5370370370370371,0.3832601977159114
170,171,0.018443871,0.34993651476572424,0.3333333333333333,0.2339045731295164
171,172,1.0,0.8153177698022691,0.3287037037037037,0.7146738245019909
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.019010965,0.35275949160725345,0.37962962962962965,0.2504666953393097
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.016175082,0.2728833130219579,0.46296296296296297,0.2506737859794424
183,184,0.0049505713,0.06720329059475394,0.1712962962962963,0.08115005274354256
184,185,0.054015037,0.8309632578515779,0.3993055555555556,0.42809461669316234
185,186,0.024463985,0.27406333494459784,0.42476851851851855,0.24109861285946868
186,187,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
187,188,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
188,189,0.0024970658,0.042544445731996214,0.07060185185185185,0.03854778779873246
189,190,0.02402989,0.20044734432596237,0.2824074074074074,0.16896154726956525
190,191,0.0028744019,0.035469589742240334,0.10532407407407407,0.0478893552266596
191,192,0.0,0.0,0.0,0.0
192,193,0.01131071,0.10907161881760172,0.2534722222222222,0.12461818356006922
193,194,0.018850502,0.1663713974746801,0.31712962962962965,0.16745050957701324
194,195,0.019695586,0.42163008247378503,0.36226851851851855,0.2678647288619616
195,196,0.0,0.0,0.0,0.0
196,197,0.018738447,0.3687615809013364,0.25578703703703703,0.21442902156519028
197,198,0.014681757,0.21016275186005126,0.2743055555555556,0.1663833549477863
198,199,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
199,200,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
200,201,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
201,202,0.013865115,0.4938746864186786,0.7893518518518519,0.43236388446384577
202,203,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
203,204,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
204,205,0.029289082,0.3818470265746669,0.4699074074074074,0.29368117189159
205,206,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
206,207,0.0,0.0,0.0,0.0
207,208,0.017508956,0.5772608256984118,0.5520833333333334,0.38228437156804285
208,209,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
209,210,0.024035962,0.2140406158108223,0.2881944444444444,0.17542367418459306
210,211,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
211,212,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
212,213,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
213,214,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
214,215,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
215,216,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
216,217,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
217,218,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
218,219,0.01244472,0.1906244031935358,0.2523148148148148,0.1517946458935179
219,220,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
220,221,0.0,0.0,0.0,0.0
221,222,0.003156587,0.04141922530507127,0.03587962962962963,0.026818480650179444
222,223,0.0032401904,0.028676162879841316,0.1597222222222222,0.06387952518281344
223,224,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
224,225,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
225,226,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
226,227,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
227,228,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
228,229,0.012378522,0.21638748268793342,0.2025462962962963,0.14377076705971722
229,230,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
230,231,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
231,232,0.001797648,0.018901420497829006,0.07407407407407407,0.031591047534078764
232,233,0.041968044,0.18030553426953888,0.1284722222222222,0.11691526679511226
233,234,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.021829784,0.45667120862038135,0.6053240740740741,0.36127502220364294
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.018443871,0.34993651476572424,0.3333333333333333,0.2339045731295164
242,243,0.014061562,0.2167104914342189,0.22453703703703703,0.1517696967522981
243,244,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
244,245,0.0,0.0,0.0,0.0
245,246,0.022217056,0.35024581069350225,0.3680555555555556,0.24683947401057785
246,247,0.012848191,0.20537713084739578,0.28125,0.16649177393688802
247,248,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
248,249,0.013595166,0.23467606411089023,0.19560185185185186,0.14795769388252045
249,250,0.018813387,0.2623289912897553,0.30439814814814814,0.19518017533246326
250,251,0.018687014,0.2617718391100757,0.22569444444444445,0.16871776569707062
251,252,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
252,253,0.0,0.0,0.0,0.0
253,254,0.0058078556,0.20947769561324084,0.6412037037037037,0.2854964183163669
254,255,0.018443871,0.34993651476572424,0.3333333333333333,0.2339045731295164
255,256,0.017621368,0.2781361828172699,0.3611111111111111,0.2189562206993885
256,257,0.024043454,0.33657186880883727,0.5844907407407407,0.3150353544689602
257,258,0.016332766,0.28523513758717095,0.4097222222222222,0.23709670861685095
258,259,0.018443871,0.34993651476572424,0.3333333333333333,0.2339045731295164
259,260,0.012789247,0.007273369781421751,0.15162037037037038,0.057227662259330146
260,261,0.02386828,0.2526678753880298,0.3888888888888889,0.22180834793617224
261,262,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
262,263,0.0,0.0,0.0,0.0
263,264,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
264,265,0.011813289,0.20232400699914818,0.26273148148148145,0.15895625901172628
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
269,270,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
270,271,0.0012613062,0.013604503437161852,0.06018518518518518,0.02501699828348773
271,272,0.004573807,0.03195442243608532,0.1388888888888889,0.05847237281509913
272,273,0.0,0.0,0.0,0.0
273,274,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
274,275,0.0,0.0,0.0,0.0
275,276,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
276,277,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
277,278,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
278,279,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
279,280,0.0,0.0,0.0,0.0
280,281,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
281,282,0.012378522,0.21638748268793342,0.2025462962962963,0.14377076705971722
282,283,0.0,0.0,0.0,0.0
283,284,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
284,285,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
285,286,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.027397634,0.5222563136182529,0.4930555555555556,0.3475698345451102
289,290,0.021593066,0.3344945046207955,0.3113425925925926,0.22247672104859373
290,291,0.030623028,0.4070166404514293,0.30439814814814814,0.2473459388848036
291,292,0.019168837,0.358244101142219,0.37962962962962965,0.2523475225892693
292,293,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
293,294,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
294,295,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
295,296,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
296,297,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
297,298,0.03801477,0.5080883065201529,0.2465277777777778,0.2642102846173563
298,299,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
299,300,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
300,301,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
301,302,0.014403481,0.23664350427535033,0.32523148148148145,0.1920928222644188
302,303,0.0134656355,0.2009464241422481,0.26273148148148145,0.15904784703407537
303,304,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
304,305,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
305,306,0.02570808,0.5366884613331234,0.4849537037037037,0.349116748124967
306,307,0.008828244,0.2528903513435412,0.22916666666666666,0.16362842072741482
307,308,0.0,0.0,0.0,0.0
308,309,0.0058865254,0.0030721924674147337,0.08564814814814815,0.03153562199897312
309,310,0.019059509,0.4624154903314388,0.3587962962962963,0.28009043188888677
310,311,0.02162811,0.3959840163941842,0.41898148148148145,0.2788645358712988
311,312,0.0037598277,0.1223723886994142,0.1550925925925926,0.09374160299655214
312,313,0.016425803,0.19949093881149377,0.3020833333333333,0.17266669181618188
313,314,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
314,315,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
315,316,0.0,0.0,0.0,0.0
316,317,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
317,318,0.015432722,0.38708034497227284,0.32407407407407407,0.24219571366051984
318,319,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
319,320,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
320,321,0.017957225,0.3460292722196891,0.2326388888888889,0.19887512885017022
321,322,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
322,323,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
323,324,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
324,325,0.010300756,0.17620760496374305,0.19907407407407407,0.12852747848997773
325,326,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
326,327,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
327,328,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
328,329,0.003156587,0.04141922530507127,0.03587962962962963,0.026818480650179444
329,330,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
330,331,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
331,332,0.0,0.0,0.0,0.0
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
347,348,0.0034247576,0.044067683835404846,0.04282407407407408,0.030105505178462194
348,349,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
349,350,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
350,351,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
351,352,0.0034247576,0.044067683835404846,0.04282407407407408,0.030105505178462194
352,353,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
353,354,0.0,0.0,0.0,0.0
354,355,0.0070139226,0.07859983309023257,0.12962962962962962,0.07174779509236566
355,356,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
356,357,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
357,358,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
358,359,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
359,360,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
360,361,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
361,362,0.026288638,0.923551606411564,1.0,0.6499467481009918
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.012646693,0.219035941218267,0.20949074074074073,0.14705779158799998
365,366,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
366,367,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
367,368,0.020680316,0.4294348756385543,0.4699074074074074,0.30667419961284076
368,369,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
369,370,0.007020284,0.14612258764098376,0.21296296296296297,0.12203527818667581
370,371,0.009490106,0.17761671591319572,0.1736111111111111,0.12023931109304097
371,372,0.013747626,0.39859083332520107,0.5219907407407407,0.3114430666833978
372,373,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
373,374,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
374,375,0.026416823,0.27918653207656347,0.36574074074074076,0.22378136536174698
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
378,379,0.013261491,0.2346235965030686,0.35300925925925924,0.2002981157317046
379,380,0.030284755,0.4838240559498856,0.4479166666666667,0.32067515918282635
380,381,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
381,382,0.017300863,0.27877947861068314,0.3159722222222222,0.20401752121728722
382,383,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
383,384,0.018443871,0.34993651476572424,0.3333333333333333,0.2339045731295164
384,385,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
385,386,0.01908685,0.35750949777363217,0.3888888888888889,0.25516174582319723
386,387,0.0,0.0,0.0,0.0
387,388,0.018712042,0.35258497329605787,0.3402777777777778,0.23719159765779918
388,389,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
389,390,0.019723253,0.3799670255598393,0.3993055555555556,0.26633194481334094
390,391,0.026005343,0.2907820997522289,0.3738425925925926,0.23021001164918378
391,392,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
392,393,0.009758278,0.1802651744435293,0.18055555555555555,0.12352633593176458
393,394,0.017907528,0.34463959770505714,0.3194444444444444,0.2273305234520692
394,395,0.015140198,0.2434833742405638,0.3680555555555556,0.2088930426557527
395,396,0.024963904,0.3636600664201933,0.36342592592592593,0.2506832988394338
396,397,0.0181757,0.3472880562353907,0.3263888888888889,0.2306175486012337
397,398,0.0043109255,0.09594441927348453,0.06712962962962964,0.05579499146475612
398,399,0.007613319,0.09964414385795117,0.2361111111111111,0.11445619131378394
399,400,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
400,401,0.0066128997,0.9700440616838625,0.5972222222222222,0.5246263945397677
401,402,0.0008045125,0.00794537559100073,0.020833333333333332,0.009861073817678893
402,403,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
403,404,0.008953764,0.17231979885252857,0.1597222222222222,0.1136652617260346
404,405,0.0,0.0,0.0,0.0
405,406,0.005492782,0.19928057426692983,0.2048611111111111,0.1365448225327618
406,407,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
407,408,0.01112168,0.25213487846184723,0.3819444444444444,0.21506700097834275
408,409,0.016748635,0.1493539976792638,0.5115740740740741,0.22589223561722535
409,410,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
410,411,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
411,412,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
412,413,0.013835183,0.19604626934364383,0.2847222222222222,0.16486789163688248
413,414,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
414,415,0.0,0.0,0.0,0.0
415,416,0.028211359,0.4483897585716592,0.4074074074074074,0.29466950830456917
416,417,0.018153286,0.516406065427558,0.29282407407407407,0.27579447503644255
417,418,0.0035390006,0.033135385925657374,0.13194444444444445,0.05620627700264371
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
421,422,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
422,423,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
423,424,0.00026817084,0.002648458530333577,0.006944444444444444,0.003287024605892964
424,425,0.0,0.0,0.0,0.0
425,426,0.00989234,0.10784909953134716,0.1909722222222222,0.10290455385724966
426,427,0.0005363417,0.005296917060667154,0.013888888888888888,0.006574049211785928
427,428,0.009221936,0.17496825738286215,0.16666666666666666,0.1169522865647582
428,429,0.028277604,0.42908429708865387,0.3819444444444444,0.2797687818141572
429,430,0.024117948,0.40251807934593536,0.36342592592592593,0.2633539845864208
430,431,0.0072003156,0.07308452281739791,0.11921296296296297,0.06649926712501135
431,432,0.013785693,0.2758616240628327,0.4375,0.242382438975333
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
