feature,gbc,xgb,lg,mean
33,0.040333358319608444,0.04171546921133995,0.11298124037335072,0.06501002263476637
34,0.2557435912468191,0.28559860587120056,0.12157971435406163,0.22097397049069378
35,0.18193163615290822,0.15665973722934723,0.0747162155790062,0.13776919632042053
36,0.007528175976630685,0.021683746948838234,0.09204430861951508,0.040418743848328
37,0.01849730115817057,0.008020578883588314,0.10264605800812494,0.043054646016627944
38,0.026409329321407528,0.0794607475399971,0.23268727250304574,0.11285244978815012
39,0.04788478844278376,0.11439267545938492,0.09258328063364633,0.08495358151193834
40,0.17254586287221907,0.16235008835792542,0.12113894812842438,0.15201163311952295
41,0.2726902564847492,0.23050951957702637,0.09623213913182944,0.19981063839786836
42,0.026041023033514427,0.009890532121062279,0.10665208352979416,0.04752787956145695
43,0.006064576532099345,0.06371106207370758,0.06928465113145602,0.046353429912420974
44,0.363479596578199,0.3019249737262726,0.09704129075506074,0.2541486203531774
45,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
46,0.2544463589424717,0.3840022385120392,0.08391542336399868,0.2407880069395032
47,0.017861078527325807,0.023516742512583733,0.16876793971984155,0.07004858691991704
48,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
49,0.27674897398940235,0.22644373774528503,0.0991975909940027,0.20079676757623002
50,0.018415292301301702,0.04550773650407791,0.17128209182030715,0.07840170687522892
51,0.0025745875834503372,0.03936810418963432,0.09242786191821799,0.04479018456376755
52,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
53,0.4006572803689059,0.3671819269657135,0.09754663991477122,0.2884619490831302
54,0.030254154719488717,0.004648449830710888,0.08413862997161023,0.03968041150726995
55,0.5225549601863817,0.4584454298019409,0.11106084048080961,0.36402041015637737
56,0.0,0.0,0.0,0.0
57,0.25040639149656463,0.24582746624946594,0.07333249935286594,0.18985545236629883
58,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
59,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
60,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
61,0.17159815801965964,0.16575279831886292,0.08475632349251211,0.14070242661034488
62,0.0578212491674887,0.8185809850692749,0.12320370872832838,0.333201980988364
63,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
64,0.01699004372491762,0.012982270680367947,0.10460038982417491,0.044857568076486824
65,0.005531265052514646,0.017888888716697693,0.10565985948196117,0.04302667108372451
66,0.40695060771814,0.3567318320274353,0.09222911753366399,0.2853038524264131
67,0.0,0.0,0.0,0.0
68,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
69,0.0,0.0,0.0,0.0
70,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
71,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
72,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
73,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
74,0.0,0.0,0.0,0.0
75,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
76,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
77,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
78,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
79,0.0,0.0,0.0,0.0
80,0.5000377798691844,0.4459148347377777,0.06627479535098146,0.3374091366526479
81,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
82,0.0040864918388117495,0.00910757016390562,0.1256763954149889,0.046290152472568756
83,0.33892396355339716,0.30257371068000793,0.10877286779215375,0.2500901806751863
84,0.6382809811604722,0.49739721417427063,0.2890938361801046,0.4749240105049491
85,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
86,0.2506048516397316,0.22506648302078247,0.07777569532471876,0.18448234332841096
87,0.5877486004992734,0.4758763909339905,0.23661391546178545,0.4334129689650164
88,0.41833166772349806,0.3614415228366852,0.08833359349320268,0.2893689280177953
89,0.17171651825661477,0.16449832916259766,0.10146365408491899,0.14589283383471047
90,0.5226096974336493,0.4494011402130127,0.09627153545343221,0.356094124366698
91,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
92,0.3372897137442845,0.3490254282951355,0.10331466477922455,0.26320993560621486
93,0.33889240914225005,0.383626788854599,0.0878704194405077,0.2701298724791189
94,0.05896204824535003,0.05453682318329811,0.13821904360061438,0.08390597167642085
95,0.5226096974336493,0.4494011402130127,0.09627153545343221,0.356094124366698
96,0.03779727557895218,0.022829236462712288,0.21259628365219774,0.09107426523128741
97,0.3341869155248598,0.3146427571773529,0.12480671477245257,0.25787879582488843
98,0.36084820861952444,0.30286291241645813,0.17236288456458404,0.27869133520018885
99,0.03376306472651136,0.006909158546477556,0.08330926681427363,0.04132716336242085
100,0.01076367283348585,0.01879238151013851,0.07077736418267735,0.03344447284210057
101,0.02166205091505492,0.09035176038742065,0.08706868971666037,0.06636083367304531
102,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
103,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
104,0.03614578560429847,0.0006157293682917953,0.10528108260193748,0.047347532524842584
105,0.008141073071511733,0.04967142269015312,0.09763438857991596,0.05181562811386028
106,0.009703816563818683,0.018771164119243622,0.10987735473316931,0.04611744513874388
107,0.0,0.0,0.0,0.0
108,0.022380903738178522,0.07982359081506729,0.08595869698697689,0.06272106384674091
109,0.027024714165875634,0.0370401032269001,0.10599869572729662,0.05668783770669078
110,0.5006127380947727,0.4513801634311676,0.08845510540790374,0.34681600231128135
111,0.0,0.0,0.0,0.0
112,0.27762811251545233,0.23343360424041748,0.09888579020325697,0.20331583565304223
113,0.014417021152473926,0.032327186316251755,0.22658373322756417,0.09110931356542995
114,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
115,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
116,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
117,0.23238315046945496,0.2088080495595932,0.12551059846755808,0.18890059949886875
118,0.5369408417557923,0.45288747549057007,0.09272869027717683,0.3608523358411797
119,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
120,0.3555507857200627,0.48920243978500366,0.1127233412840662,0.3191588555963775
121,0.363479596578199,0.3019249737262726,0.09704129075506074,0.2541486203531774
122,0.0,0.0,0.0,0.0
123,0.30294088230521743,0.19983059167861938,0.26687552123191943,0.2565489984052521
124,0.6912938945038617,0.5992015600204468,0.09313988336763342,0.4612117792973139
125,0.3342433935104758,0.31004491448402405,0.07337899587802862,0.23922243462417617
126,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
127,0.0,0.0,0.0,0.0
128,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
129,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
130,0.3400280552419962,0.3005329370498657,0.09075348479950904,0.24377149236379034
131,0.363479596578199,0.3019249737262726,0.09704129075506074,0.2541486203531774
132,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
133,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
134,0.2786085670091878,0.23500412702560425,0.09700374713605942,0.20353881372361715
135,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
136,0.0,0.0,0.0,0.0
137,0.00036489664878259397,0.034089960157871246,0.0899594304502769,0.04147142908564358
138,0.009086373798943238,0.001979472581297159,0.12790003286595167,0.046321959748730684
139,0.0,0.0,0.0,0.0
140,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
141,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
142,0.0,0.0,0.0,0.0
143,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
144,0.005519035407670813,0.025635672733187675,0.11189416409487214,0.047682957411910205
145,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
146,0.006947227973543783,0.015537298284471035,0.12968562451357296,0.050723383590529254
147,0.026767863923994557,0.003486337373033166,0.08535385389522013,0.038536018397415946
148,0.01573158835036132,0.09361621737480164,0.08981259896012,0.06638680156176098
149,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
150,0.2100797235871651,0.18912053108215332,0.1268141629178934,0.17533813919573726
151,0.5041392765557531,0.4459148347377777,0.09590410938053626,0.348652740224689
152,0.2642147256937505,0.2620846629142761,0.12621183004949574,0.21750373955250746
153,0.054773491082060526,0.009296899661421776,0.09621890457414754,0.053429765105876624
154,0.0006877707992841485,0.0,0.061985907467834375,0.020891226089039507
155,0.25782994584636004,0.31049132347106934,0.11861291547282425,0.2289780615967512
156,0.03671771136575199,0.03521353006362915,0.08657639237857835,0.05283587793598651
157,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
158,0.06643662833845834,0.062033381313085556,0.11567648769272641,0.08138216578142343
159,0.005399934006728151,0.022133400663733482,0.09201999900167386,0.039851111224045166
160,0.3341411210310164,0.2981022894382477,0.06563249889655685,0.2326253031219403
161,0.05425978930125922,0.009956332854926586,0.10276563737872434,0.05566058651163671
162,0.0,0.0,0.0,0.0
163,0.0033215306283264365,0.012192575260996819,0.11277146921120759,0.04276185836684362
164,0.41477633670231695,0.35952091217041016,0.08297103444698287,0.2857560944399033
165,0.6351945944851589,0.5231710076332092,0.2692260572037745,0.47586388644071426
166,0.22926322599574495,0.21397265791893005,0.10562436604294,0.1829534166525383
167,0.27172028361134604,0.23221346735954285,0.11255139582089572,0.20549504893059486
168,0.6912938945038617,0.5992015600204468,0.09313988336763342,0.4612117792973139
169,0.025070993773052268,0.006804844830185175,0.0914302400649642,0.04110202622273388
170,0.25044036913710527,0.22917725145816803,0.10213138773789474,0.193916336111056
171,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
172,0.0,0.0,0.0,0.0
173,0.6912938945038617,0.5992015600204468,0.09313988336763342,0.4612117792973139
174,0.11217723998115338,0.10092651098966599,0.0837086829841,0.09893747798497311
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
178,0.0,0.0,0.0,0.0
179,7.555973836876634e-05,0.0,0.038587321153416315,0.01288762696392836
180,0.03105041719818546,0.01964334212243557,0.10460253063665462,0.05176542998575855
181,0.0,0.0,0.0,0.0
182,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
183,0.0,0.0,0.0,0.0
184,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
185,0.03566529865253648,0.004648449830710888,0.10094269814248806,0.04708548220857848
186,0.039003679300794666,0.006972674746066332,0.07290336589023144,0.03962657331236415
187,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
188,0.0,0.0,0.0,0.0
189,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
190,0.345003966447932,0.30900219082832336,0.09704952264710862,0.250351893307788
191,0.0,0.0,0.0,0.0
192,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
193,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
194,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
195,0.2271617418893393,0.22048234939575195,0.13273999619383747,0.19346136249297627
196,0.2216122167927046,0.2076980173587799,0.1380590786998784,0.18912310428378765
197,0.18730666220698672,0.1577766239643097,0.09676017665445617,0.14728115427525088
198,0.2964797054131426,0.27596062421798706,0.09964727947696618,0.22402920303603194
199,0.1841194780316093,0.15921615064144135,0.12773727112192948,0.15702429993166003
200,0.2177262805132504,0.1853450983762741,0.06947698010239217,0.15751611966397222
201,0.363479596578199,0.3019249737262726,0.09704129075506074,0.2541486203531774
202,0.03566529865253648,0.004648449830710888,0.10094269814248806,0.04708548220857848
203,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
204,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
205,0.6912938945038617,0.5992015600204468,0.09313988336763342,0.4612117792973139
206,0.2527685440271449,0.23930148780345917,0.1241038869786921,0.2053913062697654
207,0.5226096974336493,0.4494011402130127,0.09627153545343221,0.356094124366698
208,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
209,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
210,0.009765054325833298,0.03187678009271622,0.17450430269186362,0.07204871237013771
211,0.2783855942978004,0.26840606331825256,0.11381707865862183,0.22020291209155826
212,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
213,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
214,0.030726366019710655,0.06721539795398712,0.13517731997595359,0.07770636131655045
215,0.04143517068232978,0.06160113587975502,0.16429455794591633,0.08911028816933371
216,0.0,0.0,0.0,0.0
217,0.0037755073014692463,0.017629800364375114,0.08874003861928342,0.03671511542837593
218,0.17078478761094398,0.15922291576862335,0.08346331888715872,0.1378236740889087
219,0.315599360955458,1.0,0.10580682794026794,0.47380206296524197
220,0.07810552231845141,0.0007396599976345897,0.08904640903705463,0.05596386378438021
221,0.25126254457449526,0.2340068370103836,0.10853443464807504,0.19793460541098462
222,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
223,0.33939864412256254,0.2972765564918518,0.08717227546964826,0.24128249202802085
224,0.0,0.0,0.0,0.0
225,0.6912938945038617,0.5992015600204468,0.09313988336763342,0.4612117792973139
226,0.029005359262801858,0.1877307891845703,0.12479069474672598,0.11384228106469939
227,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
228,0.2686377182464196,0.26533904671669006,0.10210186185158841,0.21202620893823268
229,0.017364514478935868,0.03265031427145004,0.1233752444188906,0.05779669105642551
230,0.0009714076312337805,0.003006580751389265,0.09590812620714245,0.03329537152992183
231,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
232,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
233,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
234,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
235,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
236,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
237,0.005726053944175702,0.13909266889095306,0.07310501695412118,0.07264124659641664
238,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
239,0.054773491082060526,0.009296899661421776,0.09621890457414754,0.053429765105876624
240,8.709928030274095e-05,0.0004813881532754749,0.047349579872426155,0.015972689102001458
241,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
242,0.008461001435897517,0.017044980078935623,0.09781296108055275,0.04110631419846197
243,0.0002446861080847821,0.004414854571223259,0.08286056805353982,0.029173369577615956
244,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
245,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
246,0.06410961041620444,0.0834309384226799,0.12029598903587288,0.08927884595825242
247,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
248,0.0,0.0,0.0,0.0
249,0.005519035407670813,0.017049510031938553,0.12319048419354196,0.04858634321105044
250,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
251,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
252,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
253,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
254,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
255,0.009097966183843753,0.0,0.08377727843019908,0.030958414871347612
256,0.015586643021570269,0.01646358333528042,0.14829470179550833,0.06011497605078634
257,0.2548183189840148,0.22616824507713318,0.09463246325891139,0.19187300910668648
258,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
259,0.07388168351158458,0.013945349492132664,0.09149511100580704,0.05977404800317476
260,0.33949265276924406,0.3350464105606079,0.1021834014637654,0.25890748826453913
261,0.03532551011947816,0.5284714698791504,0.10773067440703837,0.22384255146855567
262,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
263,0.344371404148675,0.2972765564918518,0.10176508432340124,0.24780434832130935
264,0.0061173978307023985,0.03429527208209038,0.1129896910037499,0.05113412030551423
265,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
266,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
267,0.02582875989598309,0.020042696967720985,0.09181934247246057,0.04589693311205487
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
271,0.03372988009370291,0.01917731761932373,0.1040030781385034,0.05230342528384335
272,0.40379743286504577,0.3608727753162384,0.09739094244362304,0.2873537168749691
273,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
274,0.20035015072399892,0.18391545116901398,0.1100748374039395,0.16478014643231745
275,0.0323290965916326,0.11484819650650024,0.08998759232501165,0.07905496180771483
276,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
277,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
278,0.400628095372108,0.3609486520290375,0.08926329141579213,0.28361334627231255
279,0.003077476020394337,0.026031816378235817,0.16165693646010393,0.06358874295291136
280,0.41863156359875553,0.43206971883773804,0.11112104351958246,0.3206074419853587
281,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
282,0.5196833664725369,0.4542086124420166,0.0986493215471601,0.3575137668205712
283,0.19085186913385296,0.19266754388809204,0.1139315877333978,0.16581700025178095
284,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
285,0.28471374390550813,0.41182899475097656,0.08648554318689598,0.26100942728112686
286,0.6666666666666666,0.5945531129837036,0.0791361671664745,0.4467853156056149
287,0.45124984503162663,0.6453211903572083,0.15404441898874097,0.4168718181258586
288,0.4007815117172082,0.37554216384887695,0.081310476961522,0.28587805084253576
289,0.6721857020743375,0.5945531129837036,0.09786367693597393,0.4548674973313384
290,0.02797679543560296,0.018708152696490288,0.11567611791096333,0.05412035534768552
291,0.005970215925730081,0.06827742606401443,0.11544218634790558,0.06322994277921669
292,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
293,0.6732589309640011,0.15208354592323303,1.0,0.6084474922957447
294,0.036988376183817104,0.030168753117322922,0.10637067202576972,0.05784260044230325
295,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
296,1.0,0.8918296694755554,0.09396226954854661,0.6619306463413673
297,0.0,0.0,0.0,0.0
298,0.0080247506724402,0.024636676535010338,0.06402382803974072,0.03222841841573042
299,0.08518724489334087,0.06933420896530151,0.1410810522907452,0.09853416871646252
300,0.3347627769868348,0.34812191128730774,0.13282813438391644,0.271904274219353
301,0.017537757196781297,0.04326111823320389,0.1041059557966978,0.05496827707556099
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.002973550628290366,0.08966337889432907,0.10789167863473728,0.06684286938578558
306,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
307,0.0,0.0,0.0,0.0
308,0.40345893157573337,0.35815295577049255,0.08844355025384441,0.2833518125333568
309,0.21111972833146475,0.20392465591430664,0.12189762139919164,0.17898066854832098
310,0.011872342780591918,0.005977370776236057,0.10103460783136162,0.03962810712939653
311,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
312,0.04521939486729851,0.006972674746066332,0.0985808013583178,0.050257623657227544
313,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
314,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
315,0.0,0.0,0.0,0.0
316,0.032474244381550235,0.11455127596855164,0.127404613809029,0.09147671138637696
317,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
318,0.5082785531115062,0.4459148347377777,0.0998143806296876,0.3513359228263238
319,0.22879294517981064,0.2915959358215332,0.13915504955376565,0.21984797685170318
320,0.41811710075608066,0.35952091217041016,0.08581038260422251,0.2878161318435711
321,0.05782206631676178,0.6254366040229797,0.11022905077874491,0.2644959070394955
322,0.2797690885514579,0.2332860231399536,0.10264031483208563,0.20523180884116568
323,0.334599291650964,0.3108011782169342,0.09852131222977135,0.24797392736588986
324,0.03776025482812982,0.006972674746066332,0.0766915880776883,0.04047483921729482
325,7.555973836876634e-05,0.0,0.038587321153416315,0.01288762696392836
326,0.00827855311150622,0.0007825605571269989,0.10431394762237668,0.0377916870970033
327,0.5026158529286,0.4459148347377777,0.08263902211843059,0.3437232365949361
328,0.03694084175579229,0.015278680250048637,0.0774406172020459,0.04322004640262894
329,0.02278361053537199,0.015148763544857502,0.09972795562089097,0.045886776567040155
330,0.07145269929839367,0.09101364761590958,0.11592160991091498,0.09279598560840607
331,0.33941748325657595,0.2972765564918518,0.08979588643478802,0.24216330872773859
332,0.03448818031249079,0.061135433614254,0.07779120080747423,0.05780493824473967
333,0.5006348591443549,0.4520533084869385,0.10371482283898628,0.3521343301567599
334,0.0007569338467541549,0.00227886694483459,0.07163505465844418,0.024890285150010974
335,0.015961753096877262,0.014740901999175549,0.11171914096751406,0.04747393202118896
336,0.0026816448091940186,0.030199695378541946,0.10012733148186148,0.04433622388986582
337,0.0009295398428706817,0.011550693772733212,0.057471648470090446,0.023317294028564778
338,0.2550782067358286,0.224152073264122,0.09859106831126423,0.19260711610373826
339,0.011664988456845037,0.022325336933135986,0.0674505233471377,0.033813616245706245
340,0.009827375374735743,0.006106432061642408,0.14057462793243033,0.05216947845626949
341,0.6770223303492168,0.7304373979568481,0.11091879916203434,0.5061261758226998
342,0.21039879902603537,0.9226574301719666,0.1518284680852133,0.4282948990944051
343,0.0,0.0,0.0,0.0
344,0.016305694575497038,0.015995439141988754,0.12734372587674256,0.05321495319807612
345,5.0526415067959173e-05,0.02465132251381874,0.01845443470080747,0.014385427876564723
346,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
347,0.011077507798448998,0.021401887759566307,0.11050859670788546,0.04766266408863359
348,0.00023992609204942028,0.01473039947450161,0.1043749931615645,0.03978177290937184
349,0.0012124143037779169,0.014031906612217426,0.17395228474081142,0.06306553521893558
350,0.0029972326950874506,0.007890588603913784,0.11099661831596187,0.04062814653832104
351,0.005859575790644771,0.0006232722080312669,0.06772191517928436,0.024734921059320136
352,0.004554223828352935,0.004860319197177887,0.09982659099105098,0.0364137113388606
353,0.01655710622301244,0.0,0.10566649171082858,0.04074119931128034
354,0.036802229497854694,0.03872687742114067,0.09583803610955413,0.0571223810095165
355,0.0,0.0,0.0,0.0
