,feature,Extreme Gradient Boosting,Light Gradient Boosting Machine,Logistic Regression,mean_imp
149,150,0.0,0.0,0.0,0.0
150,151,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
151,152,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
152,153,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
153,154,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
154,155,0.0,0.0,0.0,0.0
155,156,0.15339269,0.18373071528751753,0.25011442627128316,0.19574594299957307
156,157,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
157,158,0.2729888,0.32398316970546986,0.46524851290586555,0.3540734929484888
158,159,0.2883043,0.22300140252454417,0.4456703094218484,0.3189920036875091
159,160,0.13299866,0.49228611500701264,0.440593342411256,0.3552927058750211
160,161,0.13155966,0.31837307152875177,0.43058483089292987,0.29350585249732886
161,162,0.24982944,0.1753155680224404,0.38092789499879354,0.2686909681100697
162,163,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
163,164,0.4979867,0.24403927068723702,0.5688953092713585,0.4369737613565649
164,165,0.24748877,0.3576437587657784,0.6808783833179829,0.42867030299746894
165,166,0.27281547,0.3520336605890603,0.5881972336820643,0.4043487867327496
166,167,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
167,168,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
168,169,0.27799252,0.1514726507713885,0.36582097681626347,0.26509538144790323
169,170,0.18098986,0.6788218793828892,0.8932131521020016,0.5843416309910777
170,171,0.4979867,0.24403927068723702,0.5688953092713585,0.4369737613565649
171,172,0.7391495,0.4067321178120617,0.6596832392670737,0.6018549559798595
172,173,0.0,0.0,0.0,0.0
173,174,0.0,0.0,0.0,0.0
174,175,0.25616872,0.25105189340813466,0.4956825111535594,0.33430104255602616
175,176,0.0,0.0,0.0,0.0
176,177,0.0,0.0,0.0,0.0
177,178,0.0,0.0,0.0,0.0
178,179,0.0,0.0,0.0,0.0
179,180,0.0,0.0,0.0,0.0
180,181,0.0,0.0,0.0,0.0
181,182,0.0,0.0,0.0,0.0
182,183,0.2537288,0.4417952314165498,0.4854159041024736,0.39364664749717565
183,184,0.2549746,0.15988779803646563,0.38044120052762137,0.2651012007390137
184,185,0.49880558,0.44600280504908835,0.8462462153402024,0.5970182009708789
185,186,0.15917489,0.38429172510518933,0.6130261007394869,0.38549757172359067
186,187,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
187,188,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
188,189,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
189,190,0.024950186,0.38429172510518933,0.46389172781257326,0.2910445462361402
190,191,0.12948184,0.17391304347826086,0.2605708915321285,0.1879885907212747
191,192,0.0,0.0,0.0,0.0
192,193,0.14697555,0.37307152875175315,0.41912416567292343,0.31305708049998276
193,194,0.110290095,0.39831697054698456,0.5415787095806238,0.35006192511256123
194,195,0.37604293,0.2482468443197756,0.5703494832912542,0.39821308662766236
195,196,0.0,0.0,0.0,0.0
196,197,0.38066557,0.2538569424964937,0.5484009197615944,0.3943078109185336
197,198,0.053833865,0.41514726507713884,0.4511448701489299,0.3067086666184458
198,199,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
199,200,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
200,201,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
201,202,0.40054277,0.8513323983169705,0.662294544127479,0.6380565694334129
202,203,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
203,204,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
204,205,0.17001791,0.49228611500701264,0.543210991675424,0.401838339888777
205,206,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
206,207,0.0,0.0,0.0,0.0
207,208,0.52494293,0.635343618513324,0.9932042146079044,0.7178302558781068
208,209,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
209,210,0.14119491,0.26367461430575034,0.4257738906007283,0.2768811382391662
210,211,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
211,212,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
212,213,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
213,214,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
214,215,0.44900876,0.12903225806451613,0.39060712830732003,0.32288271640276417
215,216,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
216,217,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
217,218,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
218,219,0.2535581,0.211781206171108,0.40500187434313467,0.2901137265947032
219,220,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
220,221,0.0,0.0,0.0,0.0
221,222,0.08200169,0.06872370266479663,0.15182194163172666,0.10084911261443176
222,223,0.13483562,0.24544179523141654,0.3177850575933238,0.2326874895262893
223,224,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
224,225,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
225,226,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
226,227,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
227,228,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
228,229,0.33099505,0.19074333800841514,0.4362695962674059,0.3193359957762411
229,230,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
230,231,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
231,232,0.28090504,0.10799438990182328,0.2735358690852677,0.22081176570181782
232,233,0.573981,0.13744740532959326,0.3885190275721354,0.3666491399912399
233,234,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
234,235,0.0,0.0,0.0,0.0
235,236,0.0,0.0,0.0,0.0
236,237,0.0,0.0,0.0,0.0
237,238,0.0,0.0,0.0,0.0
238,239,0.442532,0.6325385694249649,0.6733376928328619,0.5828027550612331
239,240,0.0,0.0,0.0,0.0
240,241,0.0,0.0,0.0,0.0
241,242,0.4979867,0.24403927068723702,0.5688953092713585,0.4369737613565649
242,243,0.3824138,0.23422159887798036,0.4861176256208928,0.36758434300999016
243,244,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
244,245,0.00022345595,0.025245441795231416,0.07289287102389741,0.03278725625658221
245,246,0.25625926,0.2552594670406732,0.4811764760516039,0.3308984018846917
246,247,0.13948694,0.22300140252454417,0.39386540514777224,0.2521179154624325
247,248,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
248,249,0.24259311,0.26928471248246844,0.4483755477180125,0.32008445660272583
249,250,0.07140458,0.4305750350631136,0.4697298618935258,0.32390315775273804
250,251,0.12991425,0.11921458625525946,0.3124200575301841,0.1871829659118542
251,252,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
252,253,0.0,0.0,0.0,0.0
253,254,0.082293116,0.7096774193548387,0.49681047756080554,0.42959367082396144
254,255,0.50345844,0.2847124824684432,0.6846264690016213,0.49093246392462236
255,256,0.17132714,0.23562412342215988,0.3587066134907245,0.25521929360681045
256,257,0.19141987,0.573632538569425,0.8238236036634305,0.5296253372980623
257,258,0.15393673,0.3814866760168303,0.5770917699199792,0.3708383915906384
258,259,0.4979867,0.24403927068723702,0.5688953092713585,0.4369737613565649
259,260,0.18513668,0.22580645161290322,0.34207551024354305,0.2510062125637007
260,261,0.15443137,0.302945301542777,0.5863535958254035,0.3479100900830387
261,262,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
262,263,0.0,0.0,0.0,0.0
263,264,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
264,265,0.15058291,0.2187938288920056,0.4383695496308037,0.26924876270228487
265,266,0.0,0.0,0.0,0.0
266,267,0.0,0.0,0.0,0.0
267,268,0.0,0.0,0.0,0.0
268,269,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
269,270,0.0018022382,0.014025245441795231,0.06468197994519682,0.026836487852349863
270,271,0.029901234,0.07713884992987377,0.06828980411882518,0.05844329616058463
271,272,0.1287387,0.07012622720897616,0.26238719803687577,0.15375070886312944
272,273,0.0,0.0,0.0,0.0
273,274,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
274,275,0.0,0.0,0.0,0.0
275,276,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
276,277,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
277,278,0.13513179,0.043478260869565216,0.1630878188457593,0.11389929031644697
278,279,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
279,280,0.0,0.0,0.0,0.0
280,281,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
281,282,0.33099505,0.19074333800841514,0.4362695962674059,0.3193359957762411
282,283,0.0,0.0,0.0,0.0
283,284,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
284,285,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
285,286,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
286,287,0.0,0.0,0.0,0.0
287,288,0.0,0.0,0.0,0.0
288,289,0.62147814,0.3506311360448808,0.7507199314238164,0.5742764026076179
289,290,0.5312495,0.2861150070126227,0.547633101494909,0.4549992105567912
290,291,0.3873905,0.3141654978962132,0.6591308135910916,0.45356226861130783
291,292,0.27688414,0.2903225806451613,0.4319390484237411,0.33304858921767977
292,293,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
293,294,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
294,295,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
295,296,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
296,297,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
297,298,0.24694401,0.20196353436185133,0.36319486280369206,0.27070080247442146
298,299,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
299,300,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
300,301,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
301,302,0.09073596,0.33520336605890605,0.3475163813299993,0.2578185681384623
302,303,0.4020453,0.21739130434782608,0.5049447364958274,0.37479378346242104
303,304,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
304,305,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
305,306,0.24304615,0.5890603085553997,0.7655287506672861,0.5325450696113863
306,307,0.06965402,0.28330995792426367,0.30576408190493226,0.21957601917201328
307,308,0.0,0.0,0.0,0.0
308,309,0.13127606,0.10098176718092566,0.2196056675257517,0.15062116362571365
309,310,0.1477884,0.3267882187938289,0.6325343661295162,0.3690369967805804
310,311,0.25299358,0.2805049088359046,0.48158814784427584,0.33836221345312656
311,312,0.016967231,0.2314165497896213,0.2942716665338435,0.18088514924374213
312,313,0.2704939,0.21458625525946703,0.5906882363495185,0.35858946214147686
313,314,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
314,315,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
315,316,0.0,0.0,0.0,0.0
316,317,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
317,318,0.39440173,0.28892005610098176,0.5814036625236373,0.42157514924384065
318,319,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
319,320,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
320,321,0.22247778,0.47545582047685836,0.5970053573963204,0.43164631888852006
321,322,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
322,323,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
323,324,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
324,325,0.12635055,0.16549789621318373,0.2857057658767922,0.19251807131120638
325,326,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
326,327,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
327,328,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
328,329,0.08200169,0.06872370266479663,0.15182194163172666,0.10084911261443176
329,330,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
330,331,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
331,332,0.001211153,0.0182328190743338,0.06815343731121619,0.02919913645987464
332,333,0.0,0.0,0.0,0.0
333,334,0.0,0.0,0.0,0.0
334,335,0.0,0.0,0.0,0.0
335,336,0.0,0.0,0.0,0.0
336,337,0.0,0.0,0.0,0.0
337,338,0.0,0.0,0.0,0.0
338,339,0.0,0.0,0.0,0.0
339,340,0.0,0.0,0.0,0.0
340,341,0.0,0.0,0.0,0.0
341,342,0.0,0.0,0.0,0.0
342,343,0.0,0.0,0.0,0.0
343,344,0.0,0.0,0.0,0.0
344,345,0.0,0.0,0.0,0.0
345,346,0.0,0.0,0.0,0.0
346,347,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
347,348,0.2075036,0.08415147265077139,0.25444497411494793,0.18203334955813436
348,349,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
349,350,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
350,351,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
351,352,0.2075036,0.08415147265077139,0.25444497411494793,0.18203334955813436
352,353,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
353,354,0.0,0.0,0.0,0.0
354,355,0.03381101,0.25245441795231416,0.2784682011674861,0.18824454318004089
355,356,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
356,357,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
357,358,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
358,359,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
359,360,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
360,361,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
361,362,0.17522605,0.7503506311360448,0.4320894810624758,0.4525553866111997
362,363,0.0,0.0,0.0,0.0
363,364,0.0,0.0,0.0,0.0
364,365,0.38725007,0.16269284712482468,0.5176288076236388,0.35585724018399717
365,366,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
366,367,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
367,368,0.48609424,0.3085553997194951,0.7486205325779087,0.5144233895571017
368,369,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
369,370,0.14369288,0.332398316970547,0.48927668906602567,0.3217892956351615
370,371,0.37449524,0.13744740532959326,0.3870706871189006,0.2996711101714045
371,372,0.27240214,0.7194950911640954,0.667284543623275,0.5530605907684332
372,373,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
373,374,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
374,375,0.29683423,0.4165497896213184,0.579412870315989,0.43093229678676037
375,376,0.0,0.0,0.0,0.0
376,377,0.0,0.0,0.0,0.0
377,378,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
378,379,0.39024892,0.4474053295932679,0.6100806442280509,0.48257829943836944
379,380,0.40306926,0.39270687237026647,0.5697282026832853,0.45516811092991927
380,381,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
381,382,0.484047,0.2861150070126227,0.6567666781275541,0.47564289359332595
382,383,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
383,384,0.4979867,0.24403927068723702,0.5688953092713585,0.4369737613565649
384,385,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
385,386,0.5059421,0.30575035063113604,0.677548718857265,0.4964137252451164
386,387,0.0,0.0,0.0,0.0
387,388,0.6234886,0.2594670406732118,0.6715183417545798,0.5181579958167407
388,389,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
389,390,0.30396864,0.3394109396914446,0.5807456652805054,0.4080417477178788
390,391,0.50759494,0.3520336605890603,0.8374322395644722,0.5656869477333675
391,392,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
392,393,0.49999717,0.15287517531556802,0.4896937196021219,0.3808553545656877
393,394,0.24698289,0.2131837307152875,0.3636492443049159,0.27460528746915974
394,395,0.17016666,0.38429172510518933,0.545396453361129,0.36661827828041654
395,396,0.4380861,0.2496493688639551,0.5472717741141279,0.41166907848338646
396,397,0.3724848,0.22861150070126227,0.4662722767881372,0.35578952689638915
397,398,0.3821034,0.10238429172510519,0.4114377217923203,0.29864180895361836
398,399,0.14135405,0.22861150070126227,0.39813617632283965,0.256033910412224
399,400,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
400,401,0.027923739,0.7489481065918654,0.506815642091684,0.42789582908915724
401,402,0.3765057,0.04628330995792426,0.3078690974496639,0.24355270338052723
402,403,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
403,404,0.12349144,0.10659186535764376,0.18182462215245795,0.13730264373457987
404,405,0.0,0.0,0.0,0.0
405,406,0.015669087,0.2805049088359046,0.29536597202000764,0.19717998926798316
406,407,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
407,408,0.26275152,0.4600280504908836,0.4523515106271343,0.3917103602660137
408,409,0.15384775,0.4950911640953717,0.4133366226990167,0.35409184693200196
409,410,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
410,411,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
411,412,0.0,0.0,0.0,0.0
412,413,0.22703664,0.32538569424964936,0.5239864527502671,0.35880292901598115
413,414,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
414,415,0.0,0.0,0.0,0.0
415,416,0.5285711,0.40813464235624125,0.6723512351665066,0.5363523354559876
416,417,0.40012607,0.302945301542777,0.6211825368776974,0.44141796940154626
417,418,0.25948778,0.12903225806451613,0.35391577143814135,0.247478602483679
418,419,0.0,0.0,0.0,0.0
419,420,0.0,0.0,0.0,0.0
420,421,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
421,422,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
422,423,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
423,424,0.1255019,0.015427769985974754,0.10262303248322129,0.08118423446017574
424,425,0.0,0.0,0.0,0.0
425,426,0.2322685,0.24123422159887797,0.526279416945032,0.3332607119639139
426,427,0.2510038,0.030855539971949508,0.20524606496644257,0.16236846892035148
427,428,0.24899335,0.12201963534361851,0.2844476546356792,0.21848688067828245
428,429,0.36095944,0.5722300140252454,0.5863032750381293,0.5064975765110389
429,430,0.5085499,0.2650771388499299,0.678513647189581,0.4840469049015573
430,431,0.4653001,0.20757363253856942,0.4285392711391491,0.3671376722134804
431,432,0.4532233,0.364656381486676,0.5636138562239712,0.4604978419232939
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
461,462,0.0,0.0,0.0,0.0
